亦庄开发区|大兴其它|旧宫镇 上林苑 南北通透 三居室 快速公交一号线 |上林苑| | 3室1厅 | 126.38平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |大兴其它|350万|单价27695元/平米
亦庄开发区|亦庄|东西通透三居 满五年 不带电梯 公摊小|秋盛居| | 3室1厅 | 158平米 | 东 西 | 精装|中楼层(共5层)  1999年建板楼  -  |亦庄|435万|单价27532元/平米
亦庄开发区|亦庄|林肯公园二期 精装50年产权不限购 观景小区花园|林肯公园二期| | 2室2厅 | 120平米 | 西 | 其他|低楼层(共28层)  2014年建塔楼  -  |亦庄|410万|单价34167元/平米
亦庄开发区|亦庄|荣京丽都-不限购精装修56平loft|荣京丽都| | 1室1厅 | 55.83平米 | 东 | 其他|中楼层(共27层)  2008年建塔楼  -  |亦庄|200万|单价35824元/平米
亦庄开发区|亦庄|莱茵河畔 三居室 满五  带阁楼100平米阁楼|莱茵河畔| | 5室2厅 | 161平米 | 南 北 | 其他|高楼层(共5层)  2003年建板楼  -  |亦庄|570万|单价35404元/平米
亦庄开发区|亦庄|八角大客厅 采光好 视线好 房子可以做阁楼|瀛景园| | 4室2厅 | 166.02平米 | 南 北 | 其他|高楼层(共6层)  2003年建板楼  -  |亦庄|497万|单价29937元/平米
亦庄开发区|亦庄|金色漫香林一期，精装下跃，前后带小院，前后不邻街。|金色漫香林一期| | 6室2厅 | 220平米 | 南 北 | 精装|低楼层(共4层)  2009年建板楼  -  |亦庄|980万|单价44546元/平米
亦庄开发区|亦庄|金色漫香林  叠上别墅  精装|金色漫香林二期| | 5室2厅 | 200平米 | 南 北 | 其他|中楼层(共4层)  2010年建板楼  -  |亦庄|750万|单价37500元/平米
亦庄开发区|亦庄|郁金香中心位置下跃 30㎡花园 出门即公园 闭门即深山|郁金香舍| | 5室2厅 | 353.97平米 | 南 北 | 精装|低楼层(共5层)  2004年建板楼  -  |亦庄|800万|单价22601元/平米
亦庄开发区|亦庄|林肯公园二期A区精装修 不限购 民水民电|林肯公园二期A区| | 3室2厅 | 147平米 | 西北 | 精装|中楼层(共22层)  2014年建塔楼  -  |亦庄|520万|单价35375元/平米
亦庄开发区|亦庄|国融正规一居室，周边配套，靠近地铁|国融国际| | 1室1厅 | 46.96平米 | 东 | 其他|低楼层(共23层)  2005年建塔楼  -  |亦庄|100万|单价21295元/平米
亦庄开发区|亦庄|中间楼层 带电梯 邻近地铁 不限购|力宝广场| | 1室1厅 | 82.5平米 | 西北 | 其他|中楼层(共25层)  2011年建塔楼  -  |亦庄|248万|单价30061元/平米
亦庄开发区|亦庄|易居国际西向开间 精装修不限购 免税|易居国际| | 1室0厅 | 46平米 | 西 | 其他|中楼层(共17层)  2013年建塔楼  -  |亦庄|115万|单价25000元/平米
亦庄开发区|亦庄|独家房源  豪华欧式装修 高原值  次顶层   满2年|金色漫香林四期| | 2室1厅 | 90.73平米 | 南 北 | 其他|高楼层(共8层)  2010年建板塔结合  -  |亦庄|380万|单价41883元/平米
亦庄开发区|亦庄|林肯公园二期全南向大两居，精装修，不限购，临地铁！|林肯公园二期A区| | 2室2厅 | 120平米 | 南 | 精装|高楼层(共22层)  2014年建塔楼  -  |亦庄|420万|单价35000元/平米
亦庄开发区|亦庄|林肯公园二期A区 精装修 不限购 民水民电|林肯公园二期A区| | 2室1厅 | 120平米 | 西 | 精装|高楼层(共19层)  2014年建塔楼  -  |亦庄|420万|单价35000元/平米
亦庄开发区|亦庄|林肯公园二期A区 精装修 不限购 民水民电|林肯公园二期A区| | 3室2厅 | 172平米 | 东南 | 精装|中楼层(共22层)  2014年建塔楼  -  |亦庄|600万|单价34884元/平米
亦庄开发区|亦庄|电梯大复式  南北通透  前后无遮挡|听涛雅苑| | 4室2厅 | 178.73平米 | 南 北 | 精装|高楼层(共7层)  2000年建板楼  -  |亦庄|538万|单价30102元/平米
亦庄开发区|亦庄|国融国际 1室0厅 72万|国融国际| | 1室0厅 | 33.36平米 | 南 | 精装|高楼层(共23层)  2005年建塔楼  -  |亦庄|72万|单价21583元/平米
亦庄开发区|亦庄|改善首选⊙低于市场价⊙人车分流⊙业主已看好房子|林肯公园二期| | 2室1厅 | 97平米 | 北 | 精装|高楼层(共21层)  2014年建板楼  -  |亦庄|360万|单价37114元/平米
亦庄开发区|亦庄|林肯公园二期 精装修不限购 民水民电|林肯公园二期| | 2室1厅 | 94.94平米 | 东 | 精装|高楼层(共21层)  2014年建塔楼  -  |亦庄|340万|单价35813元/平米
亦庄开发区|亦庄|林肯公园 高层开间 精装 地铁房 民水民电 诚心卖|林肯公园| | 1室0厅 | 35.52平米 | 北 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|109万|单价30687元/平米
亦庄开发区|亦庄|林肯公园 西南向 大四居  精装|林肯公园| | 1室0厅 | 252平米 | 西南 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|820万|单价32540元/平米
亦庄开发区|亦庄|亦庄地铁旁双卫两居 精装高层婚房 不限购 |君安国际| | 2室2厅 | 97平米 | 北 | 其他|低楼层(共22层)  2013年建塔楼  -  |亦庄|290万|单价29897元/平米
亦庄开发区|亦庄|一层下跃，带35平米花园80平米地下室，精装修南北通透|金色漫香林五期| | 4室2厅 | 255.49平米 | 南 北 | 精装|未知楼层(共4层)  2012年建板楼  -  |亦庄|850万|单价33270元/平米
亦庄开发区|亦庄|电梯别墅,毛坯房,南北通透大三居室,|远洋天著二期| | 3室1厅 | 167平米 | 南 北 | 毛坯|高楼层(共7层)    -  |亦庄|720万|单价43114元/平米
亦庄开发区|亦庄|一层送40平米花园 送地下室 精装下跃 送地下车位|金色漫香林五期| | 4室2厅 | 157平米 | 南 北 | 精装|低楼层(共4层)  2012年建板楼  -  |亦庄|730万|单价46497元/平米
亦庄开发区|亦庄|林肯经典大两居室  高楼层 无敌视野 精装修  纯新房|林肯公园二期| | 2室1厅 | 120平米 | 西 | 其他|中楼层(共21层)  2014年建塔楼  -  |亦庄|450万|单价37500元/平米
亦庄开发区|亦庄|荣京丽都 1室0厅 85万|荣京丽都| | 1室0厅 | 34.12平米 | 东 | 其他|高楼层(共27层)  2008年建塔楼  -  |亦庄|85万|单价24913元/平米
亦庄开发区|亦庄|复式一居 户型方正 采光好 室内明亮|荣京丽都| | 1室1厅 | 36.12平米 | 北 | 简装|低楼层(共27层)  2008年建塔楼  -  |亦庄|125万|单价34607元/平米
亦庄开发区|亦庄|国融国际 民水民电带燃气 限购公寓|国融国际| | 1室1厅 | 47平米 | 东 | 精装|低楼层(共23层)  2005年建塔楼  -  |亦庄|110万|单价23405元/平米
亦庄开发区|亦庄|小区紧邻地铁，精装修，租金回报高，适合投资，底首付|林肯公园| | 1室0厅 | 36平米 | 南 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|115万|单价31945元/平米
亦庄开发区|亦庄|林肯公园，临近地铁，方正两居，公园式小区！|林肯公园| | 2室1厅 | 92平米 | 南 北 | 精装|低楼层(共24层)  2009年建板楼  -  |亦庄|425万|单价46196元/平米
亦庄开发区|亦庄|采光佳 户型方正 独家房源 诚意出售 精装修|三羊里| | 3室1厅 | 102.13平米 | 南 北 | 其他|高楼层(共5层)  2009年建板楼  -  |亦庄|280万|单价27417元/平米
亦庄开发区|亦庄|正规一居 临近地铁 带燃气 不限购 看房有钥匙 |中冀大厦| | 1室1厅 | 64.05平米 | 北 | 精装|高楼层(共22层)  2002年建塔楼  -  |亦庄|120万|单价18736元/平米
亦庄开发区|亦庄|听涛雅苑 三居改一居 此户型可改四居室 楼层好视野好|听涛雅苑| | 1室2厅 | 139平米 | 南 北 | 其他|高楼层(共8层)  2000年建板塔结合  -  |亦庄|480万|单价34533元/平米
亦庄开发区|亦庄|北京经开荣京道 高楼层 不限购 |北京经开荣京道| | 2室1厅 | 90平米 | 北 | 其他|高楼层(共9层)  塔楼  -  |亦庄|250万|单价27778元/平米
亦庄开发区|亦庄|精装高层复式带挑空 视野开阔 邻近地铁|林肯公寓| | 2室2厅 | 68平米 | 东 西 | 精装|高楼层(共9层)  2010年建塔楼  -  |亦庄|305万|单价44853元/平米
亦庄开发区|亦庄|北京经开荣京道 精装两居 边户 诚心出售|北京经开荣京道| | 2室1厅 | 108平米 | 西北 | 其他|中楼层(共19层)  塔楼  -  |亦庄|350万|单价32408元/平米
亦庄开发区|亦庄|力宝广场 精装两居 不限购 交通便利 |力宝广场| | 1室1厅 | 92平米 | 北 | 精装|高楼层(共28层)  2011年建塔楼  -  |亦庄|260万|单价28261元/平米
亦庄开发区|亦庄|易居国际2居室 精装修 不限购 地铁房 看房方便|易居国际| | 2室1厅 | 94平米 | 南 | 精装|高楼层(共17层)  2013年建塔楼  -  |亦庄|210万|单价22341元/平米
亦庄开发区|亦庄|林肯公园 精装修 两居室  诚心出售 |林肯公园| | 2室1厅 | 64平米 | 西 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|200万|单价31250元/平米
亦庄开发区|亦庄|亦庄国锐金嵿两居！精装修！格局方正！不限购！|国锐金嵿| | 2室1厅 | 98平米 | 东 北 | 精装|低楼层(共36层)  2015年建板楼  -  |亦庄|420万|单价42858元/平米
亦庄开发区|亦庄|贵园朝南优质一居室，总价低，集中供暖|贵园北里戊区| | 1室1厅 | 52平米 | 南 | 简装|高楼层(共6层)  1999年建板楼  -  |亦庄|175万|单价33654元/平米
亦庄开发区|亦庄|林肯公园 精装修 不限购 地铁房 业主诚意出售|林肯公园二期A区| | 3室2厅 | 147平米 | 西北 | 精装|低楼层(共21层)  2014年建塔楼  -  |亦庄|520万|单价35375元/平米
亦庄开发区|亦庄|高楼层！观景房！带燃气！不限购！地铁房！|林肯公园| | 2室1厅 | 67.59平米 | 西北 | 其他|中楼层(共24层)  2009年建塔楼  -  |亦庄|208万|单价30774元/平米
亦庄开发区|亦庄|不限购，精装修，民水民电带燃气，纯朝南向|林肯公寓| | 3室2厅 | 90平米 | 南 | 其他|高楼层(共12层)  2011年建塔楼  -  |亦庄|430万|单价47778元/平米
亦庄开发区|亦庄|小康东里，正规三居室，满五唯一，前后左右不临街。|小康东里| | 3室2厅 | 103平米 | 南 北 | 其他|高楼层(共6层)  2003年建板楼  -  |亦庄|265万|单价25729元/平米
亦庄开发区|亦庄|林肯公园二期，西南向三居室，不临街，拎包入住|林肯公园二期| | 3室2厅 | 172平米 | 西南 | 其他|未知楼层(共20层)  2014年建塔楼  -  |亦庄|650万|单价37791元/平米
亦庄开发区|亦庄|国锐金嵿 双卫两居室 精装修 带电梯 不限购|国锐金嵿| | 2室2厅 | 125平米 | 西南 | 精装|高楼层(共36层)  2015年建板楼  -  |亦庄|480万|单价38400元/平米
亦庄开发区|亦庄|大雄百合园 精装大联排 带100多平花园和独立车库|百合园| | 6室4厅 | 370平米 | 南 北 | 精装|低楼层(共3层)  2000年建  -  |亦庄|1550万|单价41892元/平米
亦庄开发区|亦庄|优质叠上别墅+不临街道+成熟社区+24小时热水|百合园| | 3室3厅 | 160平米 | 南 北 | 简装|中楼层(共4层)  2000年建  -  |亦庄|560万|单价35000元/平米
亦庄开发区|亦庄|万源街地铁旁 国融国际47平LOFT 诚意出售|国融国际| | 1室3厅 | 47平米 | 西 | 简装|高楼层(共23层)  2005年建塔楼  -  |亦庄|150万|单价31915元/平米
亦庄开发区|亦庄|金漫四期精装三居 南北通透 中间层|金色漫香林四期| | 3室2厅 | 93平米 | 南 北 | 其他|中楼层(共8层)  2010年建板塔结合  -  |亦庄|416万|单价44732元/平米
亦庄开发区|亦庄|林肯公园 精装3居  诚意卖   地铁房 西南向 采光好|林肯公园二期A区| | 3室2厅 | 170平米 | 西南 | 精装|中楼层(共21层)  2014年建塔楼  -  |亦庄|600万|单价35295元/平米
亦庄开发区|亦庄|林肯公园豪华装修四居室 平层小别墅|林肯公园二期| | 4室2厅 | 268.86平米 | 南 西 北 | 其他|低楼层(共28层)  2014年建塔楼  -  |亦庄|1100万|单价40914元/平米
亦庄开发区|亦庄|林肯公园一期高楼层西北向大四居|林肯公园| | 5室2厅 | 251平米 | 西北 | 精装|高楼层(共24层)  2010年建塔楼  -  |亦庄|650万|单价25897元/平米
亦庄开发区|亦庄|林肯公园二期在售观景房三居，绝对观景房三居室|林肯公园二期| | 3室2厅 | 167平米 | 东南 | 其他|中楼层(共22层)  2014年建板楼  -  |亦庄|660万|单价39521元/平米
亦庄开发区|亦庄|莱茵河畔电梯复式 诚意出售 南北通透 亦庄地铁沿线|莱茵河畔| | 9室4厅 | 413平米 | 南 北 | 其他|高楼层(共11层)  2003年建板塔结合  -  |亦庄|900万|单价21792元/平米
亦庄开发区|亦庄|亦庄 豪宅独栋别墅 500平米围绕式花园|亲爱的villa| | 5室3厅 | 480平米 | 南 北 | 精装|地下室(共2层)  2004年建  -  |亦庄|3200万|单价66667元/平米
亦庄开发区|亦庄|荣京道 毛坯新房 带燃气 换房诚售|北京经开荣京道| | 1室0厅 | 101平米 | 南 | 其他|高楼层(共19层)  塔楼  -  |亦庄|239万|单价23664元/平米
亦庄开发区|亦庄|春华屋 四居室 原值高 满两年 税费少|春华屋| | 4室2厅 | 268平米 | 南 北 | 其他|高楼层(共11层)  2000年建板塔结合  -  |亦庄|720万|单价26866元/平米
亦庄开发区|亦庄|贵园北里 精装全南一居  紧邻公园|贵园北里戊区| | 1室1厅 | 51.53平米 | 南 | 精装|高楼层(共6层)  1999年建板楼  -  |亦庄|185万|单价35902元/平米
亦庄开发区|亦庄|林肯公园 不限购 精装 东向开间 |林肯公园| | 1室0厅 | 36.17平米 | 东 | 其他|中楼层(共24层)  2009年建塔楼  -  |亦庄|115万|单价31795元/平米
亦庄开发区|亦庄|国融国际 1室1厅 135万|国融国际| | 1室1厅 | 33.36平米 | 南 | 简装|高楼层(共23层)  2005年建塔楼  -  |亦庄|135万|单价40468元/平米
亦庄开发区|亦庄|林肯公园二期 2室1厅 360万|林肯公园二期| | 2室1厅 | 96平米 | 东 | 其他|低楼层(共20层)  2014年建塔楼  -  |亦庄|360万|单价37500元/平米
亦庄开发区|亦庄|力宝广场 3室2厅 420万|力宝广场| | 3室2厅 | 138.15平米 | 南 北 | 其他|低楼层(共20层)  2011年建板楼  -  |亦庄|420万|单价30402元/平米
亦庄开发区|亦庄|荣京丽都不限购经典loft，朝北向，中间楼层，地铁房。|荣京丽都| | 1室1厅 | 36平米 | 北 | 精装|中楼层(共27层)  2008年建塔楼  -  |亦庄|140万|单价38889元/平米
亦庄开发区|亦庄|荣京丽都-低总价不限购55平loft|荣京丽都| | 2室1厅 | 55平米 | 南 | 其他|低楼层(共27层)  2008年建塔楼  -  |亦庄|175万|单价31819元/平米
亦庄开发区|亦庄|贵园南里小三居 满五唯一 地铁房|贵园南里乙区| | 3室1厅 | 76.37平米 | 南 北 | 其他|低楼层(共6层)  2000年建板楼  -  |亦庄|298万|单价39021元/平米
亦庄开发区|亦庄|国锐金嵿 精装两居 带电梯 业主诚心出售|国锐金嵿| | 2室1厅 | 101平米 | 西北 | 其他|中楼层(共27层)  2016年建塔楼  -  |亦庄|425万|单价42080元/平米
亦庄开发区|亦庄|靠谱在售两居室 南北双通透 预约可看|春华屋| | 2室1厅 | 108平米 | 南 北 | 精装|中楼层(共11层)  2000年建板塔结合  -  |亦庄|395万|单价36575元/平米
亦庄开发区|亦庄|林肯公园二期 优质南向两居室 诚意出售|林肯公园二期A区| | 2室1厅 | 120平米 | 南 | 其他|低楼层(共21层)  2014年建塔楼  -  |亦庄|410万|单价34167元/平米
亦庄开发区|亦庄|上海沙龙南向开间  看房随时 精装修 |上海沙龙| | 1室0厅 | 56平米 | 西 | 精装|低楼层(共9层)  2006年建板楼  -  |亦庄|188万|单价33572元/平米
亦庄开发区|亦庄|中冀大厦 1室1厅 140万|中冀大厦| | 1室1厅 | 73平米 | 北 | 简装|中楼层(共22层)  2002年建塔楼  -  |亦庄|140万|单价19179元/平米
亦庄开发区|亦庄|北京经开荣京道 电梯房 民水民电 不限购|北京经开荣京道| | 2室1厅 | 101平米 | 东 北 | 精装|低楼层(共19层)  塔楼  -  |亦庄|275万|单价27228元/平米
亦庄开发区|亦庄|荣京丽都-不限购西向开间 临地铁|荣京丽都| | 1室0厅 | 34.12平米 | 西 | 其他|高楼层(共27层)  2008年建塔楼  -  |亦庄|70万|单价20516元/平米
亦庄开发区|亦庄|金色漫香林二期 2室1厅 350万|金色漫香林二期| | 2室1厅 | 89平米 | 南 | 其他|中楼层(共6层)  2010年建板楼  -  |亦庄|350万|单价39326元/平米
亦庄开发区|亦庄|金色漫香林五期 2室1厅 450万|金色漫香林五期| | 2室1厅 | 89.53平米 | 南 北 | 其他|高楼层(共9层)  2012年建板楼  -  |亦庄|450万|单价50263元/平米
亦庄开发区|亦庄|亦庄一栋洋房花园联排别墅，南北双花园|一栋洋房| | 4室2厅 | 206平米 | 南 北 | 其他|低楼层(共3层)  2001年建  -  |亦庄|850万|单价41263元/平米
亦庄开发区|亦庄|林肯公园二期 精装修不限购 民水民电 |林肯公园二期A区| | 2室2厅 | 96平米 | 东 | 精装|中楼层(共19层)  2014年建塔楼  -  |亦庄|320万|单价33334元/平米
亦庄开发区|亦庄|力宝广场精装燃气大两居，南北通透不限购，急售|力宝广场| | 2室2厅 | 109平米 | 南 北 | 精装|低楼层(共23层)  2011年建板塔结合  -  |亦庄|325万|单价29817元/平米
亦庄开发区|亦庄| 精装修 低总价 邻地铁 周边配套成熟|林肯公园| | 1室0厅 | 36平米 | 南 | 精装|中楼层(共24层)  2009年建塔楼  -  |亦庄|115万|单价31945元/平米
亦庄开发区|亦庄|力宝广场精装修 赠送家具家电 采光好|力宝广场| | 1室0厅 | 47.57平米 | 北 | 精装|中楼层(共28层)  2011年建塔楼  -  |亦庄|133万|单价27959元/平米
亦庄开发区|亦庄|林肯公园 商住两用 方正一居 临近地铁 |林肯公园| | 1室1厅 | 49.42平米 | 西 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|150万|单价30353元/平米
亦庄开发区|亦庄|精装三居 临近地铁 朝向好 采光棒 小区绿化好|君安国际| | 3室2厅 | 147平米 | 西南 | 精装|高楼层(共18层)  2013年建塔楼  -  |亦庄|500万|单价34014元/平米
亦庄开发区|亦庄|易居国际正规一居 精装修 地铁房 电梯房|易居国际| | 1室1厅 | 59平米 | 西 | 精装|中楼层(共16层)  2013年建塔楼  -  |亦庄|130万|单价22034元/平米
亦庄开发区|亦庄|国锐金嵿一居室，精装修，楼层高，视野宽阔，采光好|国锐金嵿| | 1室1厅 | 66平米 | 东 | 精装|中楼层(共36层)  2015年建板楼  -  |亦庄|295万|单价44697元/平米
亦庄开发区|亦庄|力宝广场 精装修 不限购商住两用 地铁房|力宝广场| | 2室0厅 | 92.3平米 | 南 | 精装|低楼层(共28层)  2011年建塔楼  -  |亦庄|250万|单价27086元/平米
亦庄开发区|亦庄|商住两用不限购 精美装修 朝南采光好|北京经开荣京道| | 2室1厅 | 105平米 | 南 | 精装|中楼层(共9层)  塔楼  -  |亦庄|315万|单价30000元/平米
亦庄开发区|亦庄|荣京丽都 1室0厅 75万|荣京丽都| | 1室0厅 | 34.12平米 | 西 | 其他|中楼层(共27层)  2008年建塔楼  -  |亦庄|75万|单价21982元/平米
亦庄开发区|亦庄|北京经开荣京道毛坯大开间 业主诚心出售 看房随时|北京经开荣京道| | 1室0厅 | 101.49平米 | 东北 | 毛坯|中楼层(共19层)  塔楼  -  |亦庄|250万|单价24633元/平米
亦庄开发区|亦庄|不限购 紧邻地铁 可注册 无遮挡 采光好|力宝广场| | 1室1厅 | 106平米 | 西南 | 精装|低楼层(共28层)  2011年建塔楼  -  |亦庄|330万|单价31133元/平米
亦庄开发区|亦庄|林肯公园 精装南向 开间 次顶层 不限购 |林肯公园| | 1室0厅 | 45平米 | 南 | 其他|高楼层(共24层)  2009年建塔楼  -  |亦庄|132万|单价29334元/平米
亦庄开发区|亦庄|稀缺一居室 户型方正 诚意出售|小康东里| | 1室1厅 | 54平米 | 西北 | 其他|高楼层(共6层)  2004年建板楼  -  |亦庄|175万|单价32408元/平米
亦庄开发区|亦庄|林肯公园 不限购 正规一居  临近地铁|林肯公园| | 1室1厅 | 54平米 | 西 | 其他|中楼层(共24层)  2009年建塔楼  -  |亦庄|162万|单价30000元/平米
亦庄开发区|亦庄|C区东北向两居，看房随时，早晨阳光充足|林肯公园二期| | 2室2厅 | 96平米 | 东北 | 其他|低楼层(共21层)  2014年建板楼  -  |亦庄|350万|单价36459元/平米
亦庄开发区|亦庄|君安国际不限购经典两居，朝南向，地铁房|君安国际| | 2室1厅 | 106平米 | 南 | 其他|高楼层(共18层)  2013年建板塔结合  -  |亦庄|340万|单价32076元/平米
亦庄开发区|亦庄| 富源里经典两居室 满五唯一 近地铁|富源里| | 2室2厅 | 92平米 | 南 北 | 其他|高楼层(共6层)  1999年建板楼  -  |亦庄|350万|单价38044元/平米
亦庄开发区|亦庄|国融国际 民水民电有燃气 精装地铁房|国融国际| | 1室1厅 | 53.04平米 | 西北 | 精装|高楼层(共21层)  2007年建塔楼  -  |亦庄|160万|单价30166元/平米
亦庄开发区|亦庄|南北通透 不限购公寓  看房方便 |力宝广场| | 2室2厅 | 109平米 | 南 北 | 精装|未知楼层(共23层)  2011年建板塔结合  -  |亦庄|400万|单价36698元/平米
亦庄开发区|亦庄|兴盛国际 1室1厅 100万|兴盛国际| | 1室1厅 | 62平米 | 西南 | 简装|中楼层(共10层)  2009年建塔楼  -  |亦庄|100万|单价16130元/平米
亦庄开发区|亦庄|国锐金鼎  南向大一居 精装修 中高楼层|国锐金嵿| | 1室1厅 | 74平米 | 东 | 精装|中楼层(共27层)  2016年建塔楼  -  |亦庄|300万|单价40541元/平米
亦庄开发区|亦庄|林肯公园大开间户型！投资过渡首选！|林肯公园| | 1室0厅 | 45平米 | 东 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|135万|单价30000元/平米
亦庄开发区|亦庄|北京经开荣京道 精装两居 诚心出售|北京经开荣京道| | 1室1厅 | 101平米 | 北 | 其他|低楼层(共19层)  塔楼  -  |亦庄|300万|单价29703元/平米
亦庄开发区|亦庄|国融国际正规一居室  邻近地铁  配套齐全|国融国际| | 1室1厅 | 53.06平米 | 东北 | 其他|中楼层(共23层)  2005年建塔楼  -  |亦庄|115万|单价21674元/平米
亦庄开发区|亦庄|君安国际 2室1厅 360万|君安国际| | 2室1厅 | 115平米 | 东北 | 精装|高楼层(共22层)  2013年建板塔结合  -  |亦庄|360万|单价31305元/平米
亦庄开发区|亦庄|中间楼层，采光充足，不限购商业办公|力宝广场| | 2室1厅 | 80平米 | 东北 | 其他|未知楼层(共25层)  2011年建塔楼  -  |亦庄|240万|单价30000元/平米
亦庄开发区|亦庄|林肯公园南向开间！采光视野非常棒！|林肯公园| | 1室0厅 | 36.19平米 | 南 | 其他|中楼层(共24层)  2009年建塔楼  -  |亦庄|120万|单价33159元/平米
亦庄开发区|亦庄|林肯公园 精装不限购一居室 西向采光非常好|林肯公园| | 1室1厅 | 49平米 | 西 | 其他|低楼层(共24层)  2009年建塔楼  -  |亦庄|140万|单价28572元/平米
亦庄开发区|亦庄|中间楼层 商住办公 不限购 邻近地铁|力宝广场| | 1室1厅 | 50平米 | 北 | 其他|中楼层(共25层)  2011年建塔楼  -  |亦庄|150万|单价30000元/平米
亦庄开发区|亦庄|一品亦庄 南北通透大三居 产权清晰 可落户地铁房|一品亦庄| | 3室1厅 | 167.99平米 | 南 北 | 简装|低楼层(共16层)  2005年建板楼  -  |亦庄|620万|单价36907元/平米
亦庄开发区|亦庄|亦庄核心地段 不限购复式 经典房型|荣京丽都| | 2室1厅 | 55.32平米 | 北 | 精装|中楼层(共27层)  2008年建塔楼  -  |亦庄|160万|单价28923元/平米
亦庄开发区|亦庄|林肯公园，精装两居，不限购，临地铁，有燃气！|林肯公园| | 2室2厅 | 69平米 | 西北 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|270万|单价39131元/平米
亦庄开发区|亦庄|经开荣京道 毛坯 有钥匙 诚心出售|北京经开荣京道| | 1室0厅 | 116平米 | 东南 | 毛坯|中楼层(共19层)  塔楼  -  |亦庄|313万|单价26983元/平米
亦庄开发区|亦庄|君安国际景观两居，送家具家电急售|君安国际| | 2室2厅 | 105平米 | 北 | 精装|中楼层(共22层)  2013年建塔楼  -  |亦庄|350万|单价33334元/平米
亦庄开发区|亦庄|林肯C区 前面是小区花园  居住舒适度高|林肯公园二期| | 2室2厅 | 96平米 | 北 | 精装|中楼层(共21层)  2014年建板楼  -  |亦庄|350万|单价36459元/平米
亦庄开发区|亦庄|不限购 民水商电 有钥匙看房方便 楼层好|北京经开荣京道| | 1室0厅 | 129平米 | 西北 | 毛坯|未知楼层(共19层)  塔楼  -  |亦庄|335万|单价25969元/平米
亦庄开发区|亦庄|不限购2居室，可注册办公，婚房装修|北京经开荣京道| | 2室1厅 | 108平米 | 西北 | 精装|中楼层(共19层)  塔楼  -  |亦庄|288万|单价26667元/平米
亦庄开发区|亦庄|荣京道大2居室、不限购、可注册办公、业主诚心出售		|北京经开荣京道| | 2室1厅 | 101平米 | 东 北 | 简装|中楼层(共19层)  塔楼  -  |亦庄|280万|单价27723元/平米
亦庄开发区|亦庄|不限购小两居 紧邻地铁 诚意出售|荣京丽都| | 2室1厅 | 68.84平米 | 西南 | 精装|中楼层(共27层)  2008年建塔楼  -  |亦庄|135万|单价19611元/平米
亦庄开发区|亦庄|林肯公园 北向开间 绿化优美 紧邻地铁|林肯公园| | 1室1厅 | 36平米 | 北 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|110万|单价30556元/平米
亦庄开发区|亦庄|林肯公园  西向大开间   中间楼层  不限购|林肯公园| | 1室0厅 | 44.74平米 | 西 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|143万|单价31963元/平米
亦庄开发区|亦庄|精装不限购2居  民水民电带燃气  |国锐金嵿| | 2室1厅 | 113平米 | 东南 | 其他|低楼层(共36层)  2015年建板楼  -  |亦庄|420万|单价37169元/平米
亦庄开发区|亦庄|小户型，低总价，临地铁，不限购|林肯公园| | 1室1厅 | 52平米 | 北 | 精装|中楼层(共24层)  2009年建塔楼  -  |亦庄|168万|单价32308元/平米
亦庄开发区|亦庄|中高层南向正规一居室，临地铁  不限购|林肯公园| | 1室1厅 | 52平米 | 南 | 精装|中楼层(共24层)  2009年建塔楼  -  |亦庄|168万|单价32308元/平米
亦庄开发区|亦庄|北京经开荣京道 不限购不限贷  高楼层 视野好 精装修|北京经开荣京道| | 2室1厅 | 107平米 | 西 北 | 精装|高楼层(共19层)  塔楼  -  |亦庄|295万|单价27571元/平米
亦庄开发区|亦庄|远洋天著一期 4室2厅 1148万|远洋天著一期| | 4室2厅 | 287平米 | 南 北 | 其他|高楼层(共7层)  塔楼  -  |亦庄|1148万|单价40000元/平米
亦庄开发区|亦庄|高楼层北向开间看小区花园 民水民电不限购|林肯公园| | 1室0厅 | 36平米 | 北 | 其他|高楼层(共24层)  2009年建塔楼  -  |亦庄|110万|单价30556元/平米
亦庄开发区|亦庄|国锐金嵿 正规一居室 朝东向 有房本|国锐金嵿| | 1室1厅 | 67平米 | 东 | 精装|中楼层(共36层)  2015年建板楼  -  |亦庄|305万|单价45523元/平米
亦庄开发区|亦庄|林肯公园 西南燃气两居 精装 挨地铁 能多贷款 优质|林肯公园| | 2室1厅 | 69平米 | 南 西 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|245万|单价35508元/平米
亦庄开发区|亦庄|国锐金嵿，朝南两居室，精装修 高层视野好  诚心出售|国锐金嵿| | 2室1厅 | 120平米 | 南 | 精装|低楼层(共39层)  塔楼  -  |亦庄|500万|单价41667元/平米
