大兴|长阳|原香小镇 南北通透两居 全明格局 满五唯一 随时签约|原香小镇一区| | 2室1厅 | 88平米 | 南 北 | 精装|中楼层(共10层)  2010年建板楼  -  |长阳|238万|单价27046元/平米
大兴|亦庄开发区其它|瀛海名居 免税别墅 车位 露台 精装修 |瀛海名居| | 5室2厅 | 248.06平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|755万|单价30437元/平米
大兴|亦庄开发区其它|瀛海名居，精装，一层带院，平层三居，带电梯，免税房|瀛海名居| | 3室2厅 | 228.72平米 | 南 北 | 精装|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|705万|单价30824元/平米
大兴|亦庄开发区其它|瀛海名居 正南正北 顶层复式 毛坯 方正户型|瀛海名居| | 4室2厅 | 304平米 | 南 北 | 毛坯|高楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|1000万|单价32895元/平米
大兴|亦庄开发区其它|顶层复式！紧邻南海子公园！看房随时！|兴海园| | 5室2厅 | 197平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |亦庄开发区其它|450万|单价22843元/平米
大兴|亦庄开发区其它|瀛海民居，精装免税三居室。位置好|瀛海名居| | 3室2厅 | 210.92平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|600万|单价28447元/平米
大兴|亦庄开发区其它|瀛海名居 方正大四居，中式精装 朝向南北 可扩花园|瀛海名居| | 4室2厅 | 276.94平米 | 南 北 | 精装|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|850万|单价30693元/平米
大兴|亦庄开发区其它|玉璟园 2室2厅 310万|玉璟园| | 2室2厅 | 95.59平米 | 南 北 | 简装|高楼层(共9层)  2004年建板塔结合  -  |亦庄开发区其它|310万|单价32431元/平米
大兴|亦庄开发区其它|中信新城 三居室  南北朝向  自带电梯|中信新城西区| | 3室2厅 | 144平米 | 南 北 | 简装|低楼层(共18层)  板楼  -  |亦庄开发区其它|630万|单价43750元/平米
大兴|亦庄开发区其它|亦庄瀛海名居 精装修 满五年唯一  复式 |瀛海名居| | 4室2厅 | 315平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|1200万|单价38096元/平米
大兴|亦庄开发区其它|瀛海名居  复式 满五唯一  精装修|瀛海名居| | 7室2厅 | 338平米 | 南 北 | 精装|中楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|1050万|单价31066元/平米
大兴|亦庄开发区其它|顶层复式 单价2.1万 紧邻南海子公园|兴海园| | 2室3厅 | 122平米 | 南 北 | 简装|高楼层(共6层)  1997年建板楼  -  |亦庄开发区其它|255万|单价20902元/平米
大兴|亦庄开发区其它|瀛海名居 顶层复式 带电梯 精装修 送全套家具家电|瀛海名居| | 4室2厅 | 308平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|1050万|单价34091元/平米
大兴|亦庄开发区其它|瀛海名居精装复式 不临街 南北向 双公园|瀛海名居| | 4室2厅 | 338.11平米 | 南 北 | 精装|中楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|1000万|单价29577元/平米
大兴|亦庄开发区其它|瀛海名居 方正户型复式4居室 南北通透 |瀛海名居| | 4室3厅 | 311.88平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|990万|单价31743元/平米
大兴|亦庄开发区其它|亦庄瀛海名居 平层别墅 送40露台 满五唯一|瀛海名居| | 4室2厅 | 281.48平米 | 南 北 | 毛坯|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|900万|单价31974元/平米
大兴|亦庄开发区其它|西班牙风情！多边户型4居！满五年唯一！精装修！|瀛海名居| | 4室2厅 | 341.33平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|950万|单价27833元/平米
大兴|亦庄开发区其它|兴海园精装小复式，满五年唯一商品房，业主送装修！|兴海园| | 3室2厅 | 110.21平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |亦庄开发区其它|280万|单价25407元/平米
大兴|亦庄开发区其它|瀛海名居 美式豪装平层大4居 完美居住体验 直接入住|瀛海名居| | 4室2厅 | 327.74平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|950万|单价28987元/平米
大兴|亦庄开发区其它|亦庄中信新城 全南居室 毛坯 中高楼层采光好 有钥匙|中信新城东区| | 2室1厅 | 94.8平米 | 南 | 毛坯|中楼层(共17层)    -  |亦庄开发区其它|400万|单价42195元/平米
大兴|亦庄开发区其它|满五年业主唯一住房！全南向!紧邻南海子公园！|兴海园| | 1室1厅 | 62.22平米 | 南 | 简装|中楼层(共16层)  2004年建板塔结合  -  |亦庄开发区其它|222万|单价35680元/平米
大兴|亦庄开发区其它|鹿海苑正规一居 精装修 可拎包入住 全南户型 |泰河园三里| | 1室1厅 | 58.02平米 | 南 | 精装|高楼层(共6层)  2005年建板楼  -  |亦庄开发区其它|170万|单价29301元/平米
大兴|亦庄开发区其它|中信新城，三居，精装修，拎包入住|中信新城西区| | 3室2厅 | 143平米 | 南 北 | 精装|低楼层(共21层)  2013年建板楼  -  |亦庄开发区其它|650万|单价45455元/平米
大兴|亦庄开发区其它|枫丹壹號高楼层四居室 南北通透 随时看房|枫丹壹號| | 4室2厅 | 149平米 | 南 北 | 精装|中楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|730万|单价48994元/平米
大兴|亦庄开发区其它|亦庄瀛海名居精装4居室 户型方正 满五唯一|瀛海名居| | 4室2厅 | 259平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|780万|单价30116元/平米
大兴|亦庄开发区其它|平层别墅社区！贵族居所。多边复式户型，欧式风格|瀛海名居| | 4室2厅 | 304平米 | 南 北 | 其他|高楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|930万|单价30593元/平米
大兴|亦庄开发区其它|赠送80平米面积！金茂悦精装修三居！|亦庄金茂悦| | 3室3厅 | 120平米 | 南 北 | 简装|低楼层(共6层)  2016年建  -  |亦庄开发区其它|600万|单价50000元/平米
大兴|亦庄开发区其它|瀛海名居 花瓣户型 平层别墅 高绿化纯毛坯地中海风格|瀛海名居| | 4室1厅 | 329平米 | 南 北 | 毛坯|低楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|850万|单价25836元/平米
大兴|亦庄开发区其它|中信新城 全朝南两居室 采光好 毛坯房|中信新城东区| | 2室2厅 | 84.86平米 | 南 | 毛坯|低楼层(共12层)  板楼  -  |亦庄开发区其它|355万|单价41834元/平米
大兴|亦庄开发区其它|中信新城 全南向两居室 赠送飘窗 公司产权|中信新城东区| | 2室2厅 | 85.36平米 | 南 | 简装|高楼层(共10层)    -  |亦庄开发区其它|350万|单价41003元/平米
大兴|亦庄开发区其它|楼王位置  南北朝向  电梯房|悦廷| | 3室1厅 | 135.16平米 | 南 北 | 简装|高楼层(共10层)  2012年建板楼  -  |亦庄开发区其它|495万|单价36624元/平米
大兴|亦庄开发区其它|亦庄金茂悦科技住宅，恒湿，恒温，恒氧|亦庄金茂悦| | 3室2厅 | 159平米 | 南 北 | 精装|高楼层(共15层)  2016年建板楼  -  |亦庄开发区其它|745万|单价46856元/平米
大兴|亦庄开发区其它|悦廷精装修  不限购40年产权 带电梯 小两居|悦廷| | 2室1厅 | 48.5平米 | 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|151万|单价31135元/平米
大兴|亦庄开发区其它|瀛海名居四居室 南北向 邻公园 诚心出售|瀛海名居| | 4室2厅 | 280平米 | 南 北 | 精装|低楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|900万|单价32143元/平米
大兴|亦庄开发区其它|南北通透，楼层好，阳光充足，配套齐全，精装修|中信新城西区| | 3室2厅 | 142平米 | 南 北 | 精装|高楼层(共18层)  2013年建塔楼  -  |亦庄开发区其它|615万|单价43310元/平米
大兴|亦庄开发区其它|瀛海名居 顶层复式 带电梯 小区中间位置|瀛海名居| | 4室2厅 | 243平米 | 南 北 | 精装|中楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|850万|单价34980元/平米
大兴|亦庄开发区其它|瀛海名居 多边平层4居室 业主诚心出售 |瀛海名居| | 4室1厅 | 329.38平米 | 东南 西北 | 简装|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|921万|单价27962元/平米
大兴|亦庄开发区其它|中信新城双卫三居室，精装修，看房方便|中信新城东区| | 3室2厅 | 130平米 | 南 北 | 精装|低楼层(共10层)  塔楼  -  |亦庄开发区其它|550万|单价42308元/平米
大兴|亦庄开发区其它|中信新城东区 两居室 低楼层 看房方便|中信新城东区| | 2室2厅 | 85.36平米 | 南 | 其他|低楼层(共10层)    -  |亦庄开发区其它|350万|单价41003元/平米
大兴|亦庄开发区其它|把边全明叠上 带室内电梯  送120平露台和娱乐厅 急售|枫丹壹號二期| | 4室2厅 | 239平米 | 南 北 | 其他|中楼层(共4层)    -  |亦庄开发区其它|1350万|单价56486元/平米
大兴|亦庄开发区其它|精装修  南北向两居  中间楼层|泰河园三里| | 2室1厅 | 94.17平米 | 南 北 | 精装|中楼层(共6层)  2005年建板楼  -  |亦庄开发区其它|323万|单价34300元/平米
大兴|亦庄开发区其它|中信新城西区 4室2厅 878万|中信新城西区| | 4室2厅 | 211.3平米 | 南 北 | 其他|低楼层(共21层)  2013年建板楼  -  |亦庄开发区其它|878万|单价41553元/平米
大兴|亦庄开发区其它|高层把东户全明三居室 北京小学 诚意出售 拎包入住|中信新城西区| | 3室2厅 | 144平米 | 南 北 | 其他|高楼层(共21层)  2013年建板楼  -  |亦庄开发区其它|630万|单价43750元/平米
大兴|亦庄开发区其它|三槐家园 2室1厅 246万|三槐家园| | 2室1厅 | 84平米 | 南 北 | 其他|高楼层(共10层)  2011年建板楼  -  |亦庄开发区其它|246万|单价29286元/平米
大兴|亦庄开发区其它|南北通透边户叠下别墅 自带大面积花园 |枫丹壹號二期| | 4室2厅 | 260平米 | 南 北 | 毛坯|低楼层(共4层)    -  |亦庄开发区其它|1800万|单价69231元/平米
大兴|亦庄开发区其它|观景三居，一层，大平层，正对小区中心花园|瀛海名居| | 3室2厅 | 227平米 | 南 北 | 其他|低楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|880万|单价38767元/平米
大兴|亦庄开发区其它|泰河园带电梯一居！满2年！采光好！|泰河园一里一区| | 1室1厅 | 66.5平米 | 南 | 毛坯|中楼层(共12层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价27068元/平米
大兴|亦庄开发区其它|中信新城西区 3室2厅 725万|中信新城西区| | 3室2厅 | 173平米 | 南 北 | 其他|高楼层(共21层)  2013年建板楼  -  |亦庄开发区其它|725万|单价41908元/平米
大兴|亦庄开发区其它|悦廷40年产权 两居 精装修 带电梯 |悦廷| | 2室2厅 | 56.71平米 | 南 | 其他|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|160万|单价28214元/平米
大兴|亦庄开发区其它|紧邻在建的地铁8号线，距离南海子公园1km|三槐家园东区| | 2室1厅 | 85.18平米 | 南 北 | 简装|高楼层(共6层)  2011年建板楼  -  |亦庄开发区其它|245万|单价28763元/平米
大兴|亦庄开发区其它|中信新城两居室 双卧朝南  精装修|中信新城东区| | 2室1厅 | 87.88平米 | 南 | 精装|低楼层(共12层)  塔楼  -  |亦庄开发区其它|362万|单价41193元/平米
大兴|亦庄开发区其它|中信新城 高楼层 全明格局 温馨三居室 |中信新城东区| | 3室1厅 | 89.24平米 | 南 北 | 其他|高楼层(共18层)  2013年建板楼  -  |亦庄开发区其它|410万|单价45944元/平米
大兴|亦庄开发区其它|叠下别墅 带室内电梯和一层80平左右南向花园 有钥匙|枫丹壹號二期| | 4室3厅 | 240.33平米 | 南 北 | 其他|低楼层(共4层)    -  |亦庄开发区其它|1500万|单价62415元/平米
大兴|亦庄开发区其它|一层带院！南北双通透！方正格局！无遮挡！|兴海园| | 2室2厅 | 90.48平米 | 南 北 | 简装|低楼层(共6层)  2003年建板楼  -  |亦庄开发区其它|292万|单价32273元/平米
大兴|亦庄开发区其它|中信新城大三居室，中间楼层，南北通透，双卧朝南|中信新城东区| | 3室2厅 | 171平米 | 南 北 | 精装|中楼层(共18层)  板楼  -  |亦庄开发区其它|700万|单价40936元/平米
大兴|亦庄开发区其它|高楼层 平层五居室 距离南海子公园50米|中信新城西区| | 5室2厅 | 230平米 | 南 北 | 其他|高楼层(共24层)  2013年建板楼  -  |亦庄开发区其它|990万|单价43044元/平米
大兴|亦庄开发区其它|泰河园一里一区正规一居 全南朝向 采光效果好|泰河园一里一区| | 1室1厅 | 61平米 | 南 | 简装|中楼层(共12层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价29509元/平米
大兴|亦庄开发区其它|中信新城西区 4室2厅 750万|中信新城西区| | 4室2厅 | 202平米 | 东南 北 | 毛坯|低楼层(共21层)  2013年建板楼  -  |亦庄开发区其它|750万|单价37129元/平米
大兴|亦庄开发区其它|瀛海名居洋房平墅，精装，西班牙风格。诚心出售|瀛海名居| | 4室2厅 | 329.4平米 | 南 北 | 精装|低楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|800万|单价24287元/平米
大兴|亦庄开发区其它|悦廷mini LOFT两居 精装修 带电梯  可拎包入住|悦廷| | 2室2厅 | 52.41平米 | 西 | 精装|高楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|168万|单价32055元/平米
大兴|亦庄开发区其它|瀛海名居多边复式，送50平米露台，精装修|瀛海名居| | 4室2厅 | 247平米 | 南 北 | 简装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|700万|单价28341元/平米
大兴|亦庄开发区其它|中信新城 低楼层全南向两居室 毛坯房|中信新城东区| | 2室2厅 | 85.3平米 | 南 | 毛坯|低楼层(共10层)    -  |亦庄开发区其它|360万|单价42204元/平米
大兴|亦庄开发区其它|亦庄瀛海名居 精装修 复式带露台 有电梯|瀛海名居| | 3室2厅 | 246平米 | 南 北 | 精装|高楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|760万|单价30895元/平米
大兴|亦庄开发区其它|悦廷精装大两居 电梯房 满两年 |悦廷| | 2室2厅 | 92.7平米 | 南 北 | 精装|高楼层(共9层)  板楼  -  |亦庄开发区其它|320万|单价34520元/平米
大兴|亦庄开发区其它|中信新城 随时可以看房的三居室|中信新城西区| | 3室2厅 | 170平米 | 南 北 | 毛坯|低楼层(共18层)  2013年建板楼  -  |亦庄开发区其它|700万|单价41177元/平米
大兴|亦庄开发区其它|2011年建成 电梯南北两居 在建地铁八号线旁|三槐家园| | 2室1厅 | 84平米 | 东 南 北 | 毛坯|高楼层(共10层)  2011年建板楼  -  |亦庄开发区其它|246万|单价29286元/平米
大兴|亦庄开发区其它|中信新城正规三居室，精装修，接受价格看房提前约|中信新城东区| | 3室2厅 | 123平米 | 南 北 | 简装|中楼层(共17层)    -  |亦庄开发区其它|550万|单价44716元/平米
大兴|亦庄开发区其它|瀛海名居 方正户型复式  四居室  精装修|瀛海名居| | 4室2厅 | 309.24平米 | 西南 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|1000万|单价32338元/平米
大兴|亦庄开发区其它|泰河园三里 2室1厅 276万|泰河园三里| | 2室1厅 | 94.88平米 | 南 北 | 简装|高楼层(共6层)  2004年建板楼  -  |亦庄开发区其它|276万|单价29090元/平米
大兴|亦庄开发区其它|电梯南向一居室     改善首选|泰河园一里一区| | 1室1厅 | 60平米 | 南 | 简装|低楼层(共12层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价30000元/平米
大兴|亦庄开发区其它|亦庄瀛海名居多边客厅四居室 南北向 邻公园|瀛海名居| | 4室2厅 | 336平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|950万|单价28274元/平米
大兴|亦庄开发区其它|位置不错，离幼儿园近，周边的空气清新多边复式户型，|瀛海名居| | 5室3厅 | 332平米 | 南 北 | 毛坯|中楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|1000万|单价30121元/平米
大兴|亦庄开发区其它|精装修小户型loft。低总价。|悦廷| | 1室1厅 | 40平米 | 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|130万|单价32500元/平米
大兴|亦庄开发区其它|悦廷loft经典小两居，原值高。精装修。|悦廷| | 2室1厅 | 39.04平米 | 南 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|145万|单价37142元/平米
大兴|亦庄开发区其它|瀛海名居  四居   方正户型 带电梯|瀛海名居| | 4室2厅 | 255.99平米 | 南 北 | 其他|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|800万|单价31252元/平米
大兴|亦庄开发区其它|满五唯一南北通透电梯两居室，观景房，南海子公园旁！|兴海园| | 2室2厅 | 96.69平米 | 南 北 | 精装|高楼层(共16层)  2004年建板塔结合  -  |亦庄开发区其它|285万|单价29476元/平米
大兴|亦庄开发区其它|悦廷 2室1厅 165万|悦廷| | 2室1厅 | 54平米 | 西 | 其他|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|165万|单价30556元/平米
大兴|亦庄开发区其它|亦庄居民小区 泰和园一里一区大一居 小区环境好|泰河园一里一区| | 1室1厅 | 71平米 | 南 | 简装|高楼层(共12层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价25353元/平米
大兴|亦庄开发区其它|悦廷mini一居 40年不限购 精装修 带电梯|悦廷| | 1室1厅 | 39.96平米 | 北 | 简装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|128万|单价32033元/平米
大兴|亦庄开发区其它|亦庄中信新城 两居室 双卧朝南 精装修 满两年|中信新城东区| | 2室1厅 | 87平米 | 南 | 精装|低楼层(共18层)  2013年建板楼  -  |亦庄开发区其它|370万|单价42529元/平米
大兴|亦庄开发区其它|泰河园七里  全南户型  采光好|泰河园七里| | 1室1厅 | 70平米 | 南 | 简装|高楼层(共11层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价25715元/平米
大兴|亦庄开发区其它|通透两居室 刚需过渡 满五年 紧邻公园|泰河园三里| | 2室1厅 | 79平米 | 南 北 | 简装|中楼层(共6层)  2005年建板楼  -  |亦庄开发区其它|255万|单价32279元/平米
大兴|亦庄开发区其它|悦廷mini精装修 LOFT复式 40年产权 带电梯|悦廷| | 1室1厅 | 40平米 | 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|150万|单价37500元/平米
大兴|亦庄开发区其它|紧邻南海子公园，在建地铁8号线，预计2017年年底开通|兴海园| | 3室2厅 | 90.33平米 | 南 北 | 其他|中楼层(共6层)  1995年建板楼  -  |亦庄开发区其它|265万|单价29337元/平米
大兴|亦庄开发区其它|兴海园 2室2厅 300万|兴海园| | 2室2厅 | 95.77平米 | 南 北 | 其他|中楼层(共16层)  2004年建板塔结合  -  |亦庄开发区其它|300万|单价31326元/平米
大兴|亦庄开发区其它|悦廷mini精装不限购，loft户型。|悦廷| | 1室1厅 | 40平米 | 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|150万|单价37500元/平米
大兴|亦庄开发区其它|紧邻在建的地铁8号线和南海子公园地铁预期17年底开通|兴海园| | 2室2厅 | 78.36平米 | 南 北 | 简装|中楼层(共6层)  1995年建板楼  -  |亦庄开发区其它|235万|单价29990元/平米
大兴|亦庄开发区其它|精装修电梯南向小两居，视野开阔！|兴海园| | 2室1厅 | 76.42平米 | 南 | 简装|高楼层(共16层)  2004年建板塔结合  -  |亦庄开发区其它|258万|单价33761元/平米
大兴|亦庄开发区其它|得房率90%,送精装，户型好，新房急售|北京城建海梓府| | 2室1厅 | 77.94平米 | 南 北 | 精装|中楼层(共9层)  2015年建板楼  -  |亦庄开发区其它|380万|单价48756元/平米
大兴|亦庄开发区其它|枫丹壹號的正规四居室 周末提前预约可看房|枫丹壹號| | 4室2厅 | 147.04平米 | 南 北 | 精装|中楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|710万|单价48287元/平米
大兴|亦庄开发区其它|泰河园一里一区 1室1厅 180万|泰河园一里一区| | 1室1厅 | 60平米 | 南 | 其他|低楼层(共12层)  2009年建板塔结合  -  |亦庄开发区其它|180万|单价30000元/平米
大兴|亦庄开发区其它|枫丹壹號二期 3室2厅 600万|枫丹壹號二期| | 3室2厅 | 121平米 | 南 北 | 其他|低楼层(共27层)  板楼  -  |亦庄开发区其它|600万|单价49587元/平米
大兴|亦庄开发区其它|稳定在售 随时可签 开发商统一装修 拎包入户 高楼层|枫丹壹號| | 3室2厅 | 123平米 | 南 北 | 其他|高楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|620万|单价50407元/平米
大兴|亦庄开发区其它|南北通透，中间楼层，产权清晰，|鹿海园一里| | 1室1厅 | 55.77平米 | 南 北 | 简装|中楼层(共6层)  2004年建板楼  -  |亦庄开发区其它|180万|单价32276元/平米
大兴|亦庄开发区其它|好景国际 1室1厅 76万|好景国际| | 1室1厅 | 46平米 | 南 | 其他|低楼层(共15层)  2011年建板塔结合  -  |亦庄开发区其它|76万|单价16522元/平米
大兴|亦庄开发区其它|好景国际 1室0厅 160万|好景国际| | 1室0厅 | 116平米 | 南 西 | 其他|高楼层(共15层)  2011年建板塔结合  -  |亦庄开发区其它|160万|单价13794元/平米
大兴|亦庄开发区其它|枫丹壹號 3室2厅 480万|枫丹壹號| | 3室2厅 | 97.56平米 | 南 | 其他|高楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|480万|单价49201元/平米
大兴|亦庄开发区其它|鹿海园一里 1室1厅 200万|鹿海园一里| | 1室1厅 | 64.81平米 | 南 北 | 其他|低楼层(共6层)  2005年建板楼  -  |亦庄开发区其它|200万|单价30860元/平米
大兴|亦庄开发区其它|枫丹壹號 3室2厅 560万|枫丹壹號| | 3室2厅 | 120.52平米 | 南 北 | 精装|低楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|560万|单价46466元/平米
大兴|亦庄开发区其它|亦庄金茂悦 4室2厅 750万|亦庄金茂悦| | 4室2厅 | 168平米 | 南 北 | 其他|低楼层(共16层)    -  |亦庄开发区其它|750万|单价44643元/平米
大兴|亦庄开发区其它|瀛海名居双拼别墅，低容积率，高绿化率|瀛海名居| | 5室2厅 | 547.91平米 | 东 南 北 | 毛坯|地下室(共3层)  2005年建  -  |亦庄开发区其它|1800万|单价32853元/平米
大兴|亦庄开发区其它|中间楼层   把边户型  南北通透|泰河园三里| | 2室2厅 | 94平米 | 南 北 | 简装|中楼层(共6层)  2004年建板楼  -  |亦庄开发区其它|300万|单价31915元/平米
大兴|亦庄开发区其它|悦廷迷你，不限购南向两居室商水民电。|悦廷| | 2室1厅 | 57平米 | 南 | 其他|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|220万|单价38597元/平米
大兴|亦庄开发区其它|全南户型 南向无遮挡 统一精装 小户型在卖 急售|枫丹壹號二期| | 3室1厅 | 98平米 | 南 | 其他|低楼层(共27层)  板楼  -  |亦庄开发区其它|470万|单价47960元/平米
大兴|亦庄开发区其它|瀛海名居 4室2厅 700万|瀛海名居| | 4室2厅 | 257平米 | 南 北 | 精装|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|700万|单价27238元/平米
大兴|亦庄开发区其它|不限购 精装修  周围环境好 LOFT出售|悦廷| | 2室1厅 | 40平米 | 北 | 精装|中楼层(共4层)  2013年建板楼  -  |亦庄开发区其它|180万|单价45000元/平米
大兴|亦庄开发区其它|中信新城在售双卧朝南大三居，一层无遮挡|中信新城西区| | 3室2厅 | 140.33平米 | 南 北 | 毛坯|低楼层(共18层)  2013年建板楼  -  |亦庄开发区其它|600万|单价42757元/平米
大兴|亦庄开发区其它|亦庄瀛海名居 2/3层复式 南北向 诚心出售|瀛海名居| | 4室2厅 | 360平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|1150万|单价31945元/平米
大兴|亦庄开发区其它|瀛海名居精装独栋别墅，中心位置|瀛海名居| | 5室2厅 | 455.09平米 | 南 北 | 精装|低楼层(共1层)  2005年建  -  |亦庄开发区其它|2000万|单价43948元/平米
大兴|亦庄开发区其它|亦庄瀛海名居4居室 南北通透 满五唯一|瀛海名居| | 4室2厅 | 258.29平米 | 东 南 | 其他|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|780万|单价30199元/平米
大兴|亦庄开发区其它|枫丹壹号 70年住宅 北京小学学区 高档住宅 四居室 |枫丹壹號| | 4室2厅 | 151.98平米 | 南 北 | 其他|高楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|770万|单价50665元/平米
大兴|亦庄开发区其它|温馨居住两居室 中间层 全朝阳格局|中信新城东区| | 2室1厅 | 86平米 | 南 | 精装|低楼层(共18层)  2013年建板楼  -  |亦庄开发区其它|370万|单价43024元/平米
大兴|亦庄|上海沙龙 临水系带园大四居 双卧朝南 精装+免税！！|上海沙龙| | 4室2厅 | 156.19平米 | 南 北 | 精装|低楼层(共8层)  2004年建板楼  -  |亦庄|730万|单价46738元/平米
大兴|亦庄|星岛假日电梯住宅3居室送同等面积阁楼|星岛假日| | 3室2厅 | 167.77平米 | 南 北 | 精装|高楼层(共10层)  2004年建板塔结合  -  |亦庄|815万|单价48579元/平米
大兴|亦庄|老管委会宿舍 正规两居室 满五唯一 南北通透|老管委会宿舍| | 2室2厅 | 100.11平米 | 南 北 | 简装|中楼层(共18层)  1999年建塔楼  -  |亦庄|370万|单价36960元/平米
大兴|亦庄|莱茵河畔限时销售三居室，诚意出售，随时看房|莱茵河畔| | 3室2厅 | 146平米 | 东 南 西 | 简装|中楼层(共5层)  2003年建板楼  -  |亦庄|475万|单价32535元/平米
大兴|亦庄|郁金香舍带阁楼三居室 双卧朝南 随时看房 带阁楼|郁金香舍| | 3室2厅 | 125.04平米 | 南 北 | 简装|高楼层(共5层)  2003年建板楼  -  |亦庄|515万|单价41187元/平米
大兴|亦庄|八角阳台错层大四居 花园里，果树旁，空中平墅独此房|郁金香舍| | 4室2厅 | 212.16平米 | 南 北 | 精装|中楼层(共5层)  2004年建板楼  -  |亦庄|780万|单价36765元/平米
大兴|亦庄|新康家园带电梯三居 眼镜户型 精装修|新康家园| | 3室2厅 | 155平米 | 南 北 | 精装|中楼层(共9层)  2003年建板塔结合  -  |亦庄|620万|单价40000元/平米
大兴|亦庄|小康家园 黄金楼层 低首付 南北通透两居|小康家园| | 2室1厅 | 90.32平米 | 南 北 | 简装|中楼层(共6层)  2000年建板楼  -  |亦庄|255万|单价28233元/平米
大兴|亦庄|满五唯一 看房随时 不临街 纯毛坯 次新房 临八中|金色漫香林一期| | 5室1厅 | 192平米 | 南 北 | 毛坯|中楼层(共4层)  2009年建板楼  -  |亦庄|630万|单价32813元/平米
大兴|亦庄|观景联排前后120平米花园全明格局精装修挑高厅 免税房|卡尔生活馆| | 4室2厅 | 261平米 | 南 北 | 精装|低楼层(共3层)  2004年建  -  |亦庄|900万|单价34483元/平米
大兴|亦庄|鹿鸣苑精装联排，随时可看，重点是使用率极高|鹿鸣苑| | 6室3厅 | 226平米 | 南 北 | 其他|低楼层(共3层)  1999年建  -  |亦庄|780万|单价34514元/平米
大兴|亦庄|满五年一 精装修 双卧朝南三居室 黄金层|浉城百丽| | 3室2厅 | 156平米 | 南 北 | 精装|中楼层(共4层)  2002年建板楼  -  |亦庄|575万|单价36859元/平米
大兴|亦庄|星岛假日  空中别墅.  无敌视野 |星岛假日| | 4室2厅 | 145.35平米 | 南 北 | 简装|高楼层(共10层)  2004年建板塔结合  -  |亦庄|780万|单价53664元/平米
