海淀|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
海淀|中关村|中关村一小学区房，南北通透两居室，随时看|中关村东大院| | 2室1厅 | 60.8平米 | 南 北 | 精装|高楼层(共6层)  1992年建板楼  -  |中关村|630万|单价103619元/平米
海淀|中关村|东南小区院内 一小带院 南北通透精装2居 全明户型|东南小区| | 2室1厅 | 60平米 | 南 北 | 精装|低楼层(共6层)  1988年建板楼  -  |中关村|850万|单价141667元/平米
海淀|中关村|中关村一小 2居室低楼层不临街业主诚售航天社区！|航天社区| | 2室1厅 | 64平米 | 南 西 | 简装|低楼层(共14层)  1992年建板塔结合  -  |中关村|690万|单价107813元/平米
海淀|中关村|中关村一小 南向精装两居诚售 看房方便 拎包入住|东南小区| | 2室1厅 | 61.6平米 | 南 | 其他|低楼层(共12层)  1980年建板塔结合  -  |中关村|680万|单价110390元/平米
海淀|中关村|东南小区 中关村一小学名额  全天采光 户口随时迁走|东南小区| | 2室1厅 | 60平米 | 南 北 | 精装|高楼层(共6层)  1982年建板楼  -  |中关村|700万|单价116667元/平米
海淀|中关村|中关村一小 航天社区 南向二居 大客厅 小区有三个花园|航天社区| | 2室1厅 | 64平米 | 南 | 精装|中楼层(共14层)  1992年建板塔结合  -  |中关村|710万|单价110938元/平米
海淀|中关村|南北通透 经典户型 3居室 人大附中附属小学 精装修|大泥湾| | 3室1厅 | 57.8平米 | 南 北 | 精装|中楼层(共6层)  1990年建板楼  -  |中关村|580万|单价100347元/平米
海淀|中关村|中关村一小 科育小区 南向二居 39平院子很宽敞|科育小区| | 2室1厅 | 53.3平米 | 南 | 简装|低楼层(共6层)  1982年建板楼  -  |中关村|670万|单价125704元/平米
海淀|中关村|中关村一小，低楼层，低总价，名额无占用，满五唯一|中关村东大院| | 2室1厅 | 58.1平米 | 东 西 | 简装|低楼层(共6层)  1992年建板楼  -  |中关村|580万|单价99828元/平米
海淀|中关村|中关村一小学区房，精装修，无户口，名额无占用|东南小区| | 2室1厅 | 67.6平米 | 东南 | 精装|中楼层(共16层)  1985年建塔楼  -  |中关村|686万|单价101480元/平米
海淀|中关村|南北通透，人大附中实验小学，近地铁，免增值税|大泥湾| | 3室1厅 | 70.7平米 | 南 北 | 精装|高楼层(共6层)  1990年建板楼  -  |中关村|486万|单价68742元/平米
海淀|中关村|中关村东大院 南向一居室 楼龄新 黄金楼层 免税|中关村东大院| | 1室1厅 | 47平米 | 南 | 精装|中楼层(共6层)  1992年建板楼  -  |中关村|560万|单价119149元/平米
海淀|中关村|中关村一小，南北两居，明厨明卫，黄金三层，免税房|东南小区| | 2室1厅 | 58.9平米 | 南 北 | 精装|中楼层(共6层)  1983年建板楼  -  |中关村|688万|单价116809元/平米
海淀|中关村|中关村一小学区房，满五年唯一，采光好，近地铁。|黄庄小区| | 2室1厅 | 61.5平米 | 东 南 | 其他|中楼层(共16层)  1982年建塔楼  -  |中关村|680万|单价110570元/平米
海淀|中关村|东南小区院内中间位置、南北三居、中关村一小学区房|东南小区| | 3室1厅 | 79.8平米 | 南 北 | 简装|高楼层(共5层)  1984年建板楼  -  |中关村|800万|单价100251元/平米
海淀|中关村|人大附实验学区房 满五年公房 不临街 南北通透|大泥湾| | 2室1厅 | 58.7平米 | 南 北 | 精装|中楼层(共6层)  1990年建板楼  -  |中关村|600万|单价102215元/平米
海淀|中关村|中关村一小东南小区带客厅，户口学区都没有问题|东南小区| | 2室1厅 | 67.6平米 | 南 西 | 精装|中楼层(共16层)  1985年建塔楼  -  |中关村|660万|单价97634元/平米
海淀|中关村|紫金数码园满五唯一西向精装房诚意出售！|紫金数码| | 1室1厅 | 39.4平米 | 西 | 精装|低楼层(共13层)  2006年建板塔结合  -  |中关村|220万|单价55838元/平米
海淀|中关村|中关村一小 学区名额无占用  精装修  拎包入住|中关村| | 2室1厅 | 67平米 | 南 北 | 精装|中楼层(共6层)  1996年建板楼  -  |中关村|670万|单价100000元/平米
海淀|中关村|中关村经典两居室 南北通透 全明格局 业主诚意出售|科育小区| | 2室1厅 | 47.5平米 | 南 北 | 简装|中楼层(共5层)  1976年建板楼  -  |中关村|545万|单价114737元/平米
海淀|中关村|中关村一小学区房 电梯板楼 楼龄新|怡升园| | 1室1厅 | 75平米 | 东 | 精装|中楼层(共14层)  2000年建板塔结合  -  |中关村|520万|单价69334元/平米
海淀|中关村|黄庄小区院内 正对小区花园两居室 中关村一小学区房|黄庄小区| | 2室1厅 | 60平米 | 东 | 简装|高楼层(共10层)  1982年建板塔结合  -  |中关村|630万|单价105000元/平米
海淀|中关村|东南小区南向两居室   中间楼层|东南小区| | 2室1厅 | 55.2平米 | 南 | 简装|低楼层(共6层)  1980年建板楼  -  |中关村|610万|单价110508元/平米
海淀|中关村|航天社区,中关村一小学区名额无占用,阳台大，无遮挡|航天社区| | 2室1厅 | 62.5平米 | 南 | 精装|低楼层(共14层)  1990年建板塔结合  -  |中关村|590万|单价94400元/平米
海淀|中关村|中关村一小学区划片，楼龄新，带电梯，业主诚意出售|怡升园| | 1室1厅 | 71平米 | 东 | 精装|中楼层(共14层)  2000年建板塔结合  -  |中关村|520万|单价73240元/平米
海淀|中关村|中关村一小 东南小区正南向两居 看房方便 诚售|东南小区| | 2室1厅 | 56.3平米 | 南 | 精装|低楼层(共6层)  1982年建板楼  -  |中关村|640万|单价113677元/平米
海淀|中关村|南北通透，海淀黄庄小区三居室，30万精装修|黄庄小区| | 3室1厅 | 79平米 | 南 北 | 精装|低楼层(共12层)  1982年建板塔结合  -  |中关村|900万|单价113925元/平米
海淀|中关村|中关村一小学区 黄庄院内电梯两居 业主诚售 看房方便|黄庄小区| | 2室1厅 | 50.3平米 | 东 西 | 简装|中楼层(共10层)  1982年建板塔结合  -  |中关村|530万|单价105368元/平米
海淀|中关村|中关村一小名额未用 东南院内复式楼 单价低 满五唯一|东南小区| | 4室2厅 | 198平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |中关村|1900万|单价95960元/平米
海淀|中关村|中关村一小学区   怡升园 带电梯 三居|怡升园| | 3室1厅 | 170平米 | 东 西 | 简装|低楼层(共14层)  2000年建板塔结合  -  |中关村|980万|单价57648元/平米
海淀|中关村|★中关村一小学区★软件园★楼龄新★南北通透★低税|软件园小区| | 3室1厅 | 86.6平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |中关村|820万|单价94689元/平米
海淀|中关村|中关村科育小区/有钥匙/随时能看/南北通透。|科育小区| | 2室1厅 | 47.2平米 | 南 北 | 简装|高楼层(共5层)  1980年建板楼  -  |中关村|520万|单价110170元/平米
海淀|中关村|中关村一小学区  安静  采光充足  看房方便|中关村东大院| | 1室1厅 | 48平米 | 东 | 简装|高楼层(共6层)  1992年建板楼  -  |中关村|500万|单价104167元/平米
海淀|中关村|中关村一小社区 东西通透 大两居|中关村| | 2室1厅 | 82.7平米 | 东 南 西 | 精装|中楼层(共8层)  1998年建板塔结合  -  |中关村|620万|单价74970元/平米
海淀|中关村|软件园小区 2室1厅 800万|软件园小区| | 2室1厅 | 63平米 | 南 北 | 精装|低楼层(共6层)  1995年建板楼  -  |中关村|800万|单价126985元/平米
海淀|中关村|东南小区院内大一居室 低楼层 明厨明卫 带学区名额|东南小区| | 1室1厅 | 47.81平米 | 南 北 | 精装|低楼层(共6层)  1993年建板楼  -  |中关村|595万|单价124451元/平米
海淀|中关村|人大附中实验小学学区；满5，唯一，诚意出售，预约看|理想大厦| | 3室2厅 | 145.07平米 | 东 北 | 简装|中楼层(共20层)  1999年建塔楼  -  |中关村|670万|单价46185元/平米
海淀|中关村|中关村第一小学 东南小区院内 黄金2层 老人孩子都合适|东南小区| | 3室1厅 | 82.1平米 | 南 北 | 简装|中楼层(共5层)  1984年建板楼  -  |中关村|950万|单价115713元/平米
海淀|中关村|中关村一小学区房 单价低 业主诚心卖|中关村| | 2室1厅 | 77.23平米 | 东 南 | 精装|低楼层(共8层)  1998年建板塔结合  -  |中关村|615万|单价79633元/平米
海淀|中关村|满二年 业主诚售 南北通透 一层带院|科育小区| | 3室1厅 | 95平米 | 南 北 | 精装|低楼层(共4层)  1973年建板楼  -  |中关村|1080万|单价113685元/平米
海淀|中关村|中关村科育小区 大两居 在2层 业主诚心出售|科育小区| | 2室0厅 | 67.68平米 | 南 | 简装|中楼层(共4层)  1979年建板楼  -  |中关村|680万|单价100473元/平米
海淀|中关村|东南小区南北通透全明格局大三居老业主诚意出售|东南小区| | 3室1厅 | 80.8平米 | 南 北 | 简装|高楼层(共6层)  1985年建板楼  -  |中关村|750万|单价92822元/平米
海淀|中关村|小区中间位置  名额没有占用 产权清晰诚意出售|黄庄小区| | 3室1厅 | 76平米 | 南 北 | 简装|中楼层(共5层)  1981年建板楼  -  |中关村|800万|单价105264元/平米
海淀|中关村|航天小三居户型，满五唯一，中关村一小学区名额无占用|航天社区| | 3室1厅 | 71.7平米 | 东南 北 | 简装|中楼层(共14层)  1992年建板塔结合  -  |中关村|780万|单价108787元/平米
海淀|中关村|科育小区、小区中央、全南向采光好|科育小区| | 2室1厅 | 51.4平米 | 南 | 精装|高楼层(共5层)  1980年建板楼  -  |中关村|590万|单价114786元/平米
海淀|中关村|中关村一小 东南小区院内 南北通透两居室 环境好|东南小区| | 2室1厅 | 57.3平米 | 南 北 | 其他|高楼层(共6层)  1984年建板楼  -  |中关村|620万|单价108203元/平米
海淀|中关村|中关村一小 中间层南北通透两居 满两年 |中关村| | 2室1厅 | 60.16平米 | 南 北 | 精装|中楼层(共6层)  1991年建板楼  -  |中关村|560万|单价93086元/平米
海淀|中关村|中关村一小 东南小区精装一居 南向采光好 业主诚售|东南小区| | 1室1厅 | 42.6平米 | 南 | 精装|高楼层(共6层)  1982年建板楼  -  |中关村|473万|单价111033元/平米
海淀|中关村|人大附中实验小学学区，楼龄新，带电梯|荣上居| | 1室1厅 | 52.7平米 | 东 | 精装|中楼层(共21层)  2006年建板楼  -  |中关村|350万|单价66414元/平米
海淀|中关村|100%值得购买 可改两居 电梯房 楼龄新|航天社区| | 1室1厅 | 40.5平米 | 西 | 简装|中楼层(共16层)  1992年建塔楼  -  |中关村|470万|单价116050元/平米
海淀|中关村|中关村一小 南北向3居室 前后无遮挡 精装修|中关村东大院| | 3室1厅 | 80.9平米 | 南 北 | 精装|高楼层(共6层)  1992年建板楼  -  |中关村|720万|单价88999元/平米
海淀|中关村|东南小区 黄金三层南北通透 看房方便 满五年 诚意出售|东南小区| | 3室1厅 | 80.8平米 | 南 北 | 简装|中楼层(共6层)  1985年建板楼  -  |中关村|780万|单价96535元/平米
海淀|中关村|东南小区院内 有电梯 双南朝向两居 中关村一小学区房|东南小区| | 2室1厅 | 57.9平米 | 南 | 精装|低楼层(共12层)  1984年建板塔结合  -  |中关村|700万|单价120899元/平米
海淀|中关村|中关村一小 航天部分房 西南北三居 精装修 带电梯|航天社区| | 3室1厅 | 70.1平米 | 南 西北 | 精装|高楼层(共14层)  1992年建板塔结合  -  |中关村|750万|单价106991元/平米
海淀|中关村|知春路47号院 3室1厅 780万|知春路47号院| | 3室1厅 | 98.97平米 | 南 北 | 其他|高楼层(共6层)  1996年建板楼  -  |中关村|780万|单价78812元/平米
海淀|中关村|中关村一小学区房 南北两居 95年楼龄 诚心出售|软件园小区| | 2室1厅 | 58平米 | 南 北 | 精装|地下室(共6层)  1995年建板楼  -  |中关村|460万|单价79311元/平米
海淀|中关村|随时看房 一小学区 南北板楼 安静 |科育小区| | 3室1厅 | 87.76平米 | 南 北 | 简装|中楼层(共4层)  1985年建板楼  -  |中关村|800万|单价91158元/平米
海淀|中关村|中关村一小学区房，满五年唯一，南北通透带小院。|科育小区| | 2室1厅 | 64.27平米 | 南 西 北 | 简装|低楼层(共6层)  1994年建板楼  -  |中关村|680万|单价105804元/平米
海淀|中关村|中关村三层复式 业主靠谱在售 南北 高楼层 带电梯|怡升园| | 4室2厅 | 256平米 | 南 北 | 简装|中楼层(共14层)  2000年建板塔结合  -  |中关村|1600万|单价62500元/平米
海淀|中关村|中关村一小，保福寺大一居，采光好，楼层好|中关村| | 1室1厅 | 47.78平米 | 西 | 其他|中楼层(共6层)  1995年建板楼  -  |中关村|485万|单价101507元/平米
海淀|中关村|理想大厦 3室1厅 1000万|理想大厦| | 3室1厅 | 170平米 | 东 南 | 其他|中楼层(共20层)  1999年建塔楼  -  |中关村|1000万|单价58824元/平米
海淀|中关村|一层带小院，有中关村一小名，精装，方便看，随时签|黄庄小区| | 3室1厅 | 78.6平米 | 南 北 | 精装|低楼层(共5层)  1981年建板楼  -  |中关村|870万|单价110688元/平米
海淀|中关村|中关村一小 总价低 一层有院子 临地铁4号线中关村站|科育小区| | 2室1厅 | 55.2平米 | 南 北 | 简装|低楼层(共5层)  1981年建板楼  -  |中关村|620万|单价112319元/平米
海淀|中关村|人大附中实验小学学区房 荣上居 东向开间 近地铁|荣上居| | 1室0厅 | 40.76平米 | 东 | 精装|中楼层(共21层)  2006年建板楼  -  |中关村|355万|单价87096元/平米
海淀|中关村|中关村一小学区房 总价低 院士小区 黄庄小区一居室|黄庄小区| | 1室1厅 | 38.3平米 | 东 | 简装|低楼层(共10层)  1982年建板塔结合  -  |中关村|510万|单价133160元/平米
海淀|中关村|中关村一小学/双卧朝南/13平客厅/南北通透两居/一层|软件园小区| | 2室1厅 | 60.5平米 | 南 北 | 精装|低楼层(共4层)  1993年建板楼  -  |中关村|590万|单价97521元/平米
海淀|中关村|人大附学区 高层采光好 视野佳 业主诚心出售 随时签约|希格玛公寓| | 3室2厅 | 169.73平米 | 西南 | 简装|高楼层(共20层)  1998年建塔楼  -  |中关村|800万|单价47134元/平米
海淀|中关村|紫金数码小户型 东向高楼层 采光好 |紫金数码| | 1室0厅 | 39.48平米 | 东 | 精装|中楼层(共13层)  2006年建板塔结合  -  |中关村|220万|单价55725元/平米
海淀|中关村|南北通透 2居室 一小学区房不占用 近地铁|黄庄小区| | 2室1厅 | 54.4平米 | 南 北 | 精装|中楼层(共6层)  1984年建板楼  -  |中关村|650万|单价119486元/平米
海淀|中关村|科育小区 中关村一小学区房  小户型|科育小区| | 1室1厅 | 40.4平米 | 南 | 简装|中楼层(共5层)  1981年建板楼  -  |中关村|460万|单价113862元/平米
海淀|中关村|黄庄小区，南北通透，带客厅，精装修，采光好|黄庄小区| | 2室1厅 | 55平米 | 南 北 | 精装|高楼层(共6层)  1984年建板楼  -  |中关村|630万|单价114546元/平米
海淀|中关村|中关村一小学区 科育小区中间层 南北通透 满五公房|科育小区| | 2室1厅 | 66平米 | 南 北 | 简装|中楼层(共4层)  1985年建板楼  -  |中关村|700万|单价106061元/平米
海淀|中关村|荣上居 loft户型 精装修 出门地铁 诚意出售|荣上居| | 2室1厅 | 57.06平米 | 东 | 精装|高楼层(共21层)  2006年建板楼  -  |中关村|450万|单价78865元/平米
海淀|中关村|中关村一小学区房 高层板楼 南北通透 公房可高贷款|东南小区| | 2室1厅 | 69.4平米 | 南 北 | 简装|高楼层(共12层)  1982年建板塔结合  -  |中关村|760万|单价109511元/平米
海淀|中关村|低均价，人大附学区房，少见大户型，近地铁好房|希格玛公寓| | 3室2厅 | 169.73平米 | 南 西 北 | 精装|低楼层(共20层)  1998年建塔楼  -  |中关村|700万|单价41242元/平米
海淀|中关村|下楼就是北大附中 中关村一小学区|黄庄小区| | 2室1厅 | 64.7平米 | 西南 | 毛坯|高楼层(共16层)  1982年建塔楼  -  |中关村|680万|单价105101元/平米
海淀|中关村|100%值得推荐 可改两居 精装修 租金高|航天社区| | 1室1厅 | 45.6平米 | 南 | 其他|高楼层(共14层)  1992年建板塔结合  -  |中关村|528万|单价115790元/平米
海淀|中关村|中关村一小学区 南北通透 4居室 小区中心安静|中关村| | 4室2厅 | 136.97平米 | 南 北 | 简装|高楼层(共6层)  1997年建板楼  -  |中关村|1000万|单价73009元/平米
海淀|中关村|中关村一小电梯房三居，前后双阳台，精装，可直接住|黄庄小区| | 3室1厅 | 90.3平米 | 西 南 北 | 简装|低楼层(共12层)  1982年建板塔结合  -  |中关村|950万|单价105205元/平米
海淀|中关村|中关村大泥湾小区 板楼一层 南向两居|大泥湾| | 2室1厅 | 51.4平米 | 南 | 其他|低楼层(共6层)  1990年建板楼  -  |中关村|450万|单价87549元/平米
海淀|中关村|中关村南三街 3室1厅 720万|中关村南三街| | 3室1厅 | 75.2平米 | 南 北 | 简装|高楼层(共12层)  1993年建板塔结合  -  |中关村|720万|单价95745元/平米
海淀|中关村|东南小区双南向两居室精装修拎包入住|东南小区| | 2室1厅 | 61.6平米 | 南 | 精装|高楼层(共12层)  1982年建板塔结合  -  |中关村|650万|单价105520元/平米
海淀|中关村|中关村一小东南小区全南向大两居业主诚意出售|东南小区| | 2室1厅 | 64.8平米 | 南 | 精装|高楼层(共16层)  1985年建塔楼  -  |中关村|660万|单价101852元/平米
海淀|中关村|中关村一小学区 东南小区院内 中间层 客厅带明窗两居|东南小区| | 3室1厅 | 71.7平米 | 南 西 北 | 其他|低楼层(共6层)  1988年建板楼  -  |中关村|900万|单价125524元/平米
海淀|中关村|东南小区，精装两居室，全明格局，满五公房！|东南小区| | 2室1厅 | 61.5平米 | 东北 | 精装|中楼层(共16层)  1985年建塔楼  -  |中关村|605万|单价98374元/平米
海淀|中关村|新科祥园 不限购底商 业主诚意出售|新科祥园| | 2室3厅 | 844平米 | 南 | 精装|低楼层(共21层)  2002年建塔楼  -  |中关村|3500万|单价41470元/平米
海淀|中关村|中关村一小学区  东南小区 带电梯两居 东北向|东南小区| | 2室1厅 | 61.6平米 | 东 北 | 简装|低楼层(共16层)  1985年建塔楼  -  |中关村|550万|单价89286元/平米
海淀|中关村|大泥湾 1室1厅 360万|大泥湾| | 1室1厅 | 40平米 | 南 | 其他|低楼层(共6层)  1990年建板楼  -  |中关村|360万|单价90000元/平米
海淀|中关村|理想大厦  高层 视野无遮挡  诚意出售 |理想大厦| | 4室1厅 | 145.07平米 | 西 北 | 精装|高楼层(共20层)  1999年建塔楼  -  |中关村|680万|单价46874元/平米
海淀|中关村|中关村 科育小区 一层带小院 投资首选|科育小区| | 2室1厅 | 70平米 | 南 | 简装|低楼层(共4层)  1970年建板楼  -  |中关村|650万|单价92858元/平米
海淀|中关村|中关村一小 东南小区 双南二居 诚意出售|东南小区| | 2室1厅 | 64.8平米 | 南 | 精装|低楼层(共16层)  1985年建塔楼  -  |中关村|680万|单价104939元/平米
海淀|中关村|四世同堂，优质学区，精装修，看房提前联系|希格玛公寓| | 6室2厅 | 291平米 | 南 | 其他|高楼层(共20层)  1998年建塔楼  -  |中关村|1595万|单价54811元/平米
海淀|中关村|划片中关村一小学区 一层带产权小院精装修拎包入住|东南小区| | 1室1厅 | 42.6平米 | 南 | 精装|低楼层(共6层)  1982年建板楼  -  |中关村|580万|单价136151元/平米
海淀|中关村|人大附中实验小学 黄金楼层 满五年公房 客厅明厅|知春路59号院| | 2室1厅 | 65.72平米 | 东 西 | 精装|中楼层(共6层)  1998年建板楼  -  |中关村|538万|单价81863元/平米
海淀|中关村|东南小区南向精装可直接拎包入住一居室诚意出售|东南小区| | 1室1厅 | 39.5平米 | 南 | 精装|中楼层(共12层)  1980年建板塔结合  -  |中关村|516万|单价130633元/平米
海淀|中关村|中关村一小学区，黄庄小区院士楼，全南三居，诚意出售|黄庄小区| | 3室1厅 | 103平米 | 南 | 精装|中楼层(共16层)  1982年建塔楼  -  |中关村|1081万|单价104952元/平米
海淀|中关村|中关村一小一居 南北通透 中间楼层 业主诚心出售|软件园小区| | 1室1厅 | 42.39平米 | 南 北 | 简装|中楼层(共4层)  1992年建板楼  -  |中关村|430万|单价101440元/平米
海淀|中关村|中关村一小学区房 朝南带电梯一居室 满五唯一|东南小区| | 1室1厅 | 39.5平米 | 南 | 精装|低楼层(共12层)  1980年建板塔结合  -  |中关村|500万|单价126583元/平米
海淀|中关村|中关村一小学区 南向精装一居 小区安静 交通便利|教委计生委大院| | 1室1厅 | 44.93平米 | 南 | 精装|中楼层(共7层)  1995年建板楼  -  |中关村|450万|单价100156元/平米
海淀|中关村|新科祥园 不限购底商 业主诚意出售|新科祥园| | 1室0厅 | 21.66平米 | 北 | 简装|低楼层(共21层)  2002年建塔楼  -  |中关村|323万|单价149123元/平米
海淀|中关村|中关村一小 东南小区 电梯房 南北通透 中科院公房 |东南小区| | 2室1厅 | 69.4平米 | 南 北 | 精装|低楼层(共12层)  1982年建板塔结合  -  |中关村|700万|单价100865元/平米
海淀|中关村|紫金数码  紧邻知春路地铁  投资好房   租金高  诚售|紫金数码| | 1室1厅 | 62.13平米 | 东 南 | 精装|中楼层(共13层)  2006年建板塔结合  -  |中关村|323万|单价51988元/平米
海淀|中关村|知春路 紫金数码 东向正规一居室 近地铁 |紫金数码| | 1室1厅 | 61平米 | 东 | 精装|中楼层(共13层)  2006年建板塔结合  -  |中关村|330万|单价54099元/平米
海淀|中关村|公安部宿舍楼 南北通透 公房安静 交通方便|知春路57号院| | 3室1厅 | 114平米 | 南 北 | 简装|低楼层(共14层)  1998年建板塔结合  -  |中关村|850万|单价74562元/平米
海淀|中关村|大一居改两居 地铁、电梯房 楼龄新  东西通透 |怡升园| | 2室1厅 | 66平米 | 东 西 | 精装|低楼层(共14层)  2000年建板塔结合  -  |中关村|490万|单价74243元/平米
海淀|中关村|距离海淀黄庄地铁站仅200米，位置好，出租收益高|理想大厦| | 2室2厅 | 118.5平米 | 南 西 | 毛坯|高楼层(共20层)  1999年建塔楼  -  |中关村|485万|单价40929元/平米
海淀|中关村|中关村一小科育小区 满五年有名额，南北通透采光好|科育小区| | 2室1厅 | 69平米 | 南 北 | 简装|高楼层(共4层)  1976年建板楼  -  |中关村|650万|单价94203元/平米
海淀|中关村|东南小区电梯两居双卧朝南 满五年 可接受换房|东南小区| | 2室1厅 | 61.6平米 | 南 | 简装|高楼层(共12层)  1982年建板塔结合  -  |中关村|645万|单价104708元/平米
海淀|中关村|2000年 商品房小区 全南向 中间层 2梯8户 重点学区|希格玛公寓| | 3室1厅 | 122平米 | 南 | 其他|低楼层(共20层)  1998年建塔楼  -  |中关村|750万|单价61476元/平米
海淀|中关村|科育小区  502所公房  中关村一小在小区内 看房方便|科育小区| | 2室1厅 | 56.5平米 | 南 北 | 简装|低楼层(共6层)  1981年建板楼  -  |中关村|600万|单价106195元/平米
海淀|中关村|一小低单价总价三居 大客厅  朝向好 税费低|怡升园| | 2室1厅 | 119.31平米 | 东 西 | 其他|高楼层(共14层)  2000年建板塔结合  -  |中关村|955万|单价80044元/平米
海淀|中关村|黄庄院内东北向全明带电梯三居、满五年公房|黄庄小区| | 3室1厅 | 73.1平米 | 东 北 | 简装|高楼层(共16层)  1982年建塔楼  -  |中关村|730万|单价99864元/平米
海淀|中关村|中关村东大院 满两年 一小学区名额无占用 东西两局|中关村东大院| | 2室1厅 | 60平米 | 东 西 | 精装|低楼层(共6层)  1992年建板楼  -  |中关村|570万|单价95000元/平米
海淀|中关村|中关村一小学区房，近小学，低楼层，安静位置，诚售|科熙小区| | 2室1厅 | 64.1平米 | 东 西 | 简装|低楼层(共6层)  1992年建板楼  -  |中关村|610万|单价95164元/平米
海淀|中关村|中关村一小学区房 南北三居 一层带小院30平 户型方正|科育小区| | 3室0厅 | 68平米 | 南 西 北 | 精装|低楼层(共5层)  1981年建板楼  -  |中关村|720万|单价105883元/平米
海淀|中关村|中关村一小学区 通透大两居 有客厅 楼龄新 看房方便|科育小区| | 2室1厅 | 64.5平米 | 北 南 | 精装|高楼层(共6层)  1994年建板楼  -  |中关村|700万|单价108528元/平米
海淀|中关村|大泥湾小区人大附属实验小学学区房南北通透两居室|大泥湾| | 3室1厅 | 57.8平米 | 南 北 | 精装|低楼层(共6层)  1990年建板楼  -  |中关村|550万|单价95156元/平米
海淀|中关村|中关村一小 东南小区 南北三居 全明格局 |东南小区| | 3室1厅 | 76.5平米 | 南 北 | 精装|高楼层(共6层)  1988年建板楼  -  |中关村|735万|单价96079元/平米
海淀|中关村|荣上居 2000年的新盘 精装自住2居 电梯房 诚售|荣上居| | 2室1厅 | 63.47平米 | 东南 | 精装|低楼层(共21层)  2006年建板楼  -  |中关村|500万|单价78778元/平米
海淀|中关村|业主诚售东南小区精装两居室满五公房|东南小区| | 2室1厅 | 67.6平米 | 南 西 | 精装|高楼层(共16层)  1985年建塔楼  -  |中关村|700万|单价103551元/平米
海淀|中关村|知春路 紫金数码 低总价 开间 婚房投资首选|紫金数码| | 1室0厅 | 42.85平米 | 西 | 精装|高楼层(共13层)  2006年建板塔结合  -  |中关村|225万|单价52509元/平米
海淀|中关村|100%适宜居住 中关村核心地段 低单价低总价户型棒|新科祥园| | 3室1厅 | 92平米 | 西 | 精装|低楼层(共18层)  2002年建塔楼  -  |中关村|540万|单价58696元/平米
海淀|中关村|中关村发育所 南北大三居 业主诚心出售|中关村发育所| | 3室1厅 | 82平米 | 南 北 | 简装|高楼层(共5层)  1990年建板楼  -  |中关村|820万|单价100000元/平米
海淀|中关村|中关村保福寺小区 黄金楼层 全明格局 中关村一小学区 |中关村| | 2室1厅 | 62.28平米 | 东 西 北 | 精装|中楼层(共6层)  1994年建板楼  -  |中关村|700万|单价112396元/平米
海淀|中关村|中关村一小，科育小区，双南向两居，拆迁房|科育小区| | 2室0厅 | 66.8平米 | 南 | 其他|中楼层(共4层)  1979年建板楼  -  |中关村|700万|单价104791元/平米
海淀|中关村|人大附中实验小学，满五年公房，看房方便，业主诚售！|大泥湾| | 2室1厅 | 58.7平米 | 南 北 | 精装|高楼层(共6层)  1990年建板楼  -  |中关村|480万|单价81772元/平米
海淀|中关村|中关村一小学区房，经典两居，好户型，有正规客厅|东南小区| | 2室1厅 | 61.1平米 | 东 西 北 | 简装|高楼层(共6层)  1983年建板楼  -  |中关村|650万|单价106383元/平米
海淀|中关村|紫金数码 东向一居 楼龄新 地铁房 近地铁知春路站 |紫金数码| | 1室0厅 | 61平米 | 东 | 精装|低楼层(共13层)  2006年建板塔结合  -  |中关村|350万|单价57378元/平米
海淀|中关村|航天社区大两居，户型好，东南朝向，看房方便|航天社区| | 2室1厅 | 65.9平米 | 东南 | 简装|中楼层(共14层)  1992年建板塔结合  -  |中关村|780万|单价118362元/平米
海淀|中关村|黄庄小区 1室1厅 430万|黄庄小区| | 1室1厅 | 34平米 | 南 | 简装|低楼层(共6层)  1981年建板楼  -  |中关村|430万|单价126471元/平米
海淀|中关村|地铁电梯房 东向无遮挡采光 楼龄新  总价低|紫金数码| | 1室0厅 | 39.48平米 | 东 | 精装|中楼层(共13层)  2006年建板塔结合  -  |中关村|210万|单价53192元/平米
海淀|中关村|科育小区 1室1厅 550万|科育小区| | 1室1厅 | 38平米 | 南 | 其他|中楼层(共6层)  1981年建板楼  -  |中关村|550万|单价144737元/平米
海淀|中关村|紫金数码 带电梯 精装修小户型公寓 |紫金数码| | 1室0厅 | 44平米 | 西 | 精装|中楼层(共13层)  2006年建板塔结合  -  |中关村|230万|单价52273元/平米
海淀|中关村|紫金数码 精装修大开间 临知春路地铁站|紫金数码| | 1室0厅 | 39.48平米 | 东 | 其他|低楼层(共13层)  2006年建板塔结合  -  |中关村|220万|单价55725元/平米
海淀|中关村|中关村一小学区，东大院小区经典一居，随时签约出售|中关村东大院| | 1室1厅 | 47平米 | 南 | 其他|高楼层(共6层)  1992年建板楼  -  |中关村|550万|单价117022元/平米
海淀|中关村|黄庄小区南北通透大三居室，学区名额不占用，户型方正|黄庄小区| | 3室1厅 | 89.97平米 | 南 北 | 其他|高楼层(共5层)  1963年建板楼  -  |中关村|900万|单价100034元/平米
