门头沟|滨河西区|滨河承泽苑   满五唯一  黄金地段|承泽苑| | 3室1厅 | 96.88平米 | 南 北 | 精装|低楼层(共6层)  2000年建板楼  -  |滨河西区|292万|单价30141元/平米
门头沟|海淀北部新区|保利罗兰香谷 正规两居室 电梯房|保利罗兰香谷| | 2室1厅 | 85平米 | 南 | 简装|低楼层(共21层)  2012年建板楼  -  |海淀北部新区|300万|单价35295元/平米
门头沟|海淀北部新区|保利罗兰香谷正规一居室，靠谱出售。|保利罗兰香谷| | 1室1厅 | 60平米 | 东南 | 其他|高楼层(共18层)  2012年建板楼  -  |海淀北部新区|220万|单价36667元/平米
门头沟|海淀北部新区|北辰低总价大开间、商住两用可投资、户型方正|香麓雅庭| | 1室0厅 | 74平米 | 北 | 其他|低楼层(共7层)  2009年建塔楼  -  |海淀北部新区|208万|单价28109元/平米
门头沟|海淀北部新区|j精装西北向方正两居室  楼层适中 视野采光好拎包入住|正源尚峰尚水| | 2室1厅 | 89.27平米 | 西北 | 精装|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|300万|单价33606元/平米
门头沟|海淀北部新区|香麓雅庭 南向开间 不限购 办公自住均可|香麓雅庭| | 1室0厅 | 76.48平米 | 南 | 其他|高楼层(共7层)  2009年建塔楼  -  |海淀北部新区|198万|单价25890元/平米
门头沟|海淀北部新区|北辰香麓酒店公寓 不限购 南向开间 诚意出售|香麓雅庭| | 1室0厅 | 70.84平米 | 南 | 其他|高楼层(共7层)  2009年建塔楼  -  |海淀北部新区|180万|单价25410元/平米
门头沟|海淀北部新区|龙湖滟澜新宸 南北两居 南北通透 毛坯现房|龙湖滟澜新宸| | 2室2厅 | 101平米 | 南 北 | 其他|低楼层(共14层)  板楼  -  |海淀北部新区|323万|单价31981元/平米
门头沟|海淀北部新区|龙湖滟澜新宸+南北毛坯三居两卫+业主诚心出售|龙湖滟澜新宸| | 3室2厅 | 125平米 | 南 北 | 毛坯|高楼层(共15层)  板楼  -  |海淀北部新区|380万|单价30400元/平米
门头沟|海淀北部新区|东南向两居，双卧朝南，送90平地下！|正源尚峰尚水| | 2室1厅 | 73.87平米 | 东南 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|330万|单价44674元/平米
门头沟|海淀北部新区|保利罗兰香谷纯南向两居室精装修|保利罗兰香谷| | 2室1厅 | 85平米 | 南 | 其他|中楼层(共18层)  2012年建板楼  -  |海淀北部新区|300万|单价35295元/平米
门头沟|海淀北部新区|首层带花园 双卧朝南三居室 客厅直通地下 毛坯房|正源尚峰尚水| | 3室2厅 | 124平米 | 南 北 | 其他|低楼层(共9层)  2012年建板楼  -  |海淀北部新区|750万|单价60484元/平米
门头沟|海淀北部新区|香麓雅庭 2室1厅 280万|香麓雅庭| | 2室1厅 | 88.05平米 | 南 | 精装|低楼层(共7层)  2009年建塔楼  -  |海淀北部新区|280万|单价31801元/平米
门头沟|海淀北部新区|冠城大通百旺府 2室2厅 860万|冠城大通百旺府| | 2室2厅 | 115.72平米 | 南 北 | 简装|低楼层(共7层)  2009年建板楼  -  |海淀北部新区|860万|单价74318元/平米
门头沟|海淀北部新区|不限购 北向一居室 送20平花园 看房方便|香麓雅庭| | 1室1厅 | 58平米 | 北 | 其他|低楼层(共7层)  2009年建塔楼  -  |海淀北部新区|150万|单价25863元/平米
门头沟|海淀北部新区|正源尚峰尚水 1室0厅 115万|正源尚峰尚水| | 1室0厅 | 33平米 | 北 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|115万|单价34849元/平米
门头沟|海淀北部新区|龙湖滟澜新宸 交通便利 视野好 采光充足 |龙湖滟澜新宸| | 3室2厅 | 125平米 | 南 北 | 毛坯|低楼层(共15层)    -  |海淀北部新区|375万|单价30000元/平米
门头沟|海淀北部新区|香麓雅庭 1室1厅 220万|香麓雅庭| | 1室1厅 | 70平米 | 南 | 精装|中楼层(共7层)  2009年建塔楼  -  |海淀北部新区|220万|单价31429元/平米
门头沟|海淀北部新区|香麓雅庭 2室1厅 260万|香麓雅庭| | 2室1厅 | 82平米 | 南 西 | 精装|中楼层(共7层)  2009年建塔楼  -  |海淀北部新区|260万|单价31708元/平米
门头沟|海淀北部新区|尚峰尚水 50年公寓 顶层带阁楼  精装修|正源尚峰尚水| | 3室2厅 | 64平米 | 北 | 精装|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|270万|单价42188元/平米
门头沟|海淀北部新区|正源尚峰尚水 1室1厅 235万|正源尚峰尚水| | 1室1厅 | 54平米 | 东南 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|235万|单价43519元/平米
门头沟|海淀北部新区|香麓雅庭 纯南向两居 中间楼层 看房方便|香麓雅庭| | 2室1厅 | 69.28平米 | 南 | 其他|中楼层(共7层)  2009年建塔楼  -  |海淀北部新区|200万|单价28869元/平米
门头沟|海淀北部新区|保利西山林语 1室1厅 290万|保利西山林语| | 1室1厅 | 56平米 | 西北 | 其他|中楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|290万|单价51786元/平米
门头沟|海淀北部新区|保利西山林语 2室2厅 580万|保利西山林语| | 2室2厅 | 106平米 | 南 北 | 其他|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|580万|单价54717元/平米
门头沟|海淀北部新区|保利罗兰香谷 2室2厅 320万|保利罗兰香谷| | 2室2厅 | 85.07平米 | 南 | 其他|中楼层(共17层)  2013年建板楼  -  |海淀北部新区|320万|单价37617元/平米
门头沟|海淀北部新区|保利罗兰香谷 2室2厅 320万|保利罗兰香谷| | 2室2厅 | 85平米 | 南 | 其他|中楼层(共14层)  2012年建板楼  -  |海淀北部新区|320万|单价37648元/平米
门头沟|海淀北部新区|保利西山林语 2室1厅 500万|保利西山林语| | 2室1厅 | 93平米 | 西南 北 | 其他|高楼层(共8层)  2009年建板楼  -  |海淀北部新区|500万|单价53764元/平米
门头沟|海淀北部新区|正源尚峰尚水 3室2厅 800万|正源尚峰尚水| | 3室2厅 | 163平米 | 东 南 西 | 其他|中楼层(共9层)  2012年建板楼  -  |海淀北部新区|800万|单价49080元/平米
门头沟|海淀北部新区|正源尚峰尚水 1室0厅 130万|正源尚峰尚水| | 1室0厅 | 40平米 | 西 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|130万|单价32500元/平米
门头沟|海淀北部新区|保利西山林语 2室1厅 480万|保利西山林语| | 2室1厅 | 91.18平米 | 南 北 | 简装|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|480万|单价52644元/平米
门头沟|海淀北部新区|沙河地质研究院家属楼 1室0厅 169万|沙河地质研究院家属楼| | 1室0厅 | 55平米 | 东南 | 其他|中楼层(共5层)  板楼  -  |海淀北部新区|169万|单价30728元/平米
门头沟|海淀北部新区|冠城大通百旺府 4室2厅 1500万|冠城大通百旺府| | 4室2厅 | 244平米 | 南 北 | 其他|低楼层(共6层)  2009年建板楼  -  |海淀北部新区|1500万|单价61476元/平米
门头沟|海淀北部新区|沙河地质研究院家属楼 1室0厅 169万|沙河地质研究院家属楼| | 1室0厅 | 55平米 | 东南 | 其他|中楼层(共5层)  板楼  -  |海淀北部新区|169万|单价30728元/平米
门头沟|海淀北部新区|保利西山林语 3室1厅 500万|保利西山林语| | 3室1厅 | 91平米 | 东南 | 其他|中楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|500万|单价54946元/平米
门头沟|海淀北部新区|正源尚峰尚水 1室0厅 128万|正源尚峰尚水| | 1室0厅 | 41平米 | 南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|128万|单价31220元/平米
门头沟|海淀北部新区|保利罗兰香谷 正规两居室 满两年|保利罗兰香谷| | 2室1厅 | 85平米 | 南 | 其他|中楼层(共17层)  2012年建板楼  -  |海淀北部新区|280万|单价32942元/平米
门头沟|海淀北部新区|两居，纯南向，采光好，户型好，楼层低！|正源尚峰尚水| | 2室1厅 | 80平米 | 南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|265万|单价33125元/平米
门头沟|海淀北部新区|北分厂 1室1厅 255万|北分厂| | 1室1厅 | 45平米 | 西 | 精装|中楼层(共6层)  1987年建板楼  -  |海淀北部新区|255万|单价56667元/平米
门头沟|海淀北部新区|上庄馨瑞嘉园 1室1厅 210万|上庄馨瑞嘉园| | 1室1厅 | 40平米 | 南 | 其他|低楼层(共1层)  塔楼  -  |海淀北部新区|210万|单价52500元/平米
门头沟|海淀北部新区|正源尚峰尚水 1室1厅 150万|正源尚峰尚水| | 1室1厅 | 48平米 | 南 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|150万|单价31250元/平米
门头沟|海淀北部新区|正源尚峰尚水 2室1厅 280万|正源尚峰尚水| | 2室1厅 | 90.28平米 | 西南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|280万|单价31015元/平米
门头沟|海淀北部新区|老年医院家属楼 2室1厅 390万|老年医院家属楼| | 2室1厅 | 65.9平米 | 南 北 | 其他|中楼层(共4层)  2000年建板楼  -  |海淀北部新区|390万|单价59181元/平米
门头沟|海淀北部新区|保利罗兰香谷 3室2厅 370万|保利罗兰香谷| | 3室2厅 | 91平米 | 南 | 其他|中楼层(共14层)  2012年建板楼  -  |海淀北部新区|370万|单价40660元/平米
门头沟|海淀北部新区|保利罗兰香谷，南北通透三居室，环境优美|保利罗兰香谷| | 3室1厅 | 110平米 | 南 北 | 简装|低楼层(共20层)  2012年建板楼  -  |海淀北部新区|360万|单价32728元/平米
门头沟|海淀北部新区|尚峰尚水 精装两居室 看房随时 业主诚心出售|正源尚峰尚水| | 2室1厅 | 63平米 | 北 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|185万|单价29366元/平米
门头沟|海淀北部新区|正源尚峰尚水 不限购北向开间 次顶层采光好视野棒|正源尚峰尚水| | 1室0厅 | 39.74平米 | 北 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|120万|单价30197元/平米
门头沟|海淀北部新区|正源尚峰尚水 东向开间 精装修 高楼层视野好|正源尚峰尚水| | 1室0厅 | 49平米 | 东 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|150万|单价30613元/平米
门头沟|海淀北部新区|保利罗兰香谷南北通透精装修三居室|保利罗兰香谷| | 3室1厅 | 91平米 | 南 北 | 其他|中楼层(共20层)  2012年建板楼  -  |海淀北部新区|380万|单价41759元/平米
门头沟|海淀北部新区|海淀40年产权商铺 南向格局方正 紧挨主路|三嘉信苑| | 1室0厅 | 68.7平米 | 南 | 其他|低楼层(共6层)  板楼  -  |海淀北部新区|185万|单价26929元/平米
门头沟|海淀北部新区|一二层复式 前后100平花园 满五年唯一 别墅式独立入户|冠城大通百旺府| | 4室2厅 | 234平米 | 南 北 | 其他|低楼层(共4层)  2013年建板楼  -  |海淀北部新区|1160万|单价49573元/平米
门头沟|海淀北部新区|保利罗兰香谷 自住豪华装修 户型朝南 中心位置|保利罗兰香谷| | 2室1厅 | 86平米 | 南 | 其他|中楼层(共17层)  2012年建板楼  -  |海淀北部新区|350万|单价40698元/平米
门头沟|海淀北部新区|龙湖滟澜新宸，品质住宅，毛坯三居，视野开阔|龙湖滟澜新宸| | 3室2厅 | 125平米 | 南 北 | 毛坯|高楼层(共15层)    -  |海淀北部新区|340万|单价27200元/平米
门头沟|海淀北部新区|正源尚峰尚水 1室1厅 168万|正源尚峰尚水| | 1室1厅 | 63平米 | 西北 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|168万|单价26667元/平米
门头沟|海淀北部新区|保利南北通透 弧形阳台 直通车库 |保利西山林语| | 2室1厅 | 106平米 | 南 北 | 简装|低楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|520万|单价49057元/平米
门头沟|海淀北部新区|温泉路45号院 3室1厅 380万|温泉路45号院| | 3室1厅 | 94平米 | 南 北 | 其他|高楼层(共6层)  1996年建板楼  -  |海淀北部新区|380万|单价40426元/平米
门头沟|海淀北部新区|不限购的70年产权 法院拍卖房源 可落户|沙河一通| | 2室1厅 | 59.8平米 | 南 北 | 其他|高楼层(共6层)  板楼  -  |海淀北部新区|110万|单价18395元/平米
门头沟|海淀北部新区|上庄馨瑞嘉园 1室0厅 210万|上庄馨瑞嘉园| | 1室0厅 | 40平米 | 东 | 其他|低楼层(共1层)  塔楼  -  |海淀北部新区|210万|单价52500元/平米
门头沟|海淀北部新区|正源尚峰尚水 1室1厅 160万|正源尚峰尚水| | 1室1厅 | 60平米 | 东南 | 简装|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|160万|单价26667元/平米
门头沟|海淀北部新区|冠城大通百旺府 3室2厅 960万|冠城大通百旺府| | 3室2厅 | 148平米 | 南 北 | 精装|低楼层(共7层)  2015年建板楼  -  |海淀北部新区|960万|单价64865元/平米
门头沟|海淀北部新区|苗圃宿舍 2室1厅 275万|苗圃宿舍| | 2室1厅 | 53.6平米 | 南 北 | 其他|低楼层(共6层)  1987年建板楼  -  |海淀北部新区|275万|单价51306元/平米
门头沟|海淀北部新区|南北双通透大三居室，中间楼层，采光视野好|保利西山林语| | 3室2厅 | 147平米 | 南 北 | 简装|中楼层(共9层)  2010年建板塔结合  -  |海淀北部新区|720万|单价48980元/平米
门头沟|海淀北部新区|温泉片区 稀缺一层带花园、带地下室两居室 南北通透 |正源尚峰尚水| | 2室1厅 | 100平米 | 南 北 | 简装|低楼层(共9层)  2012年建板楼  -  |海淀北部新区|580万|单价58000元/平米
门头沟|海淀北部新区|大三居眼镜户型 拎包入住 中间层 近M16号线 上翠微|正源尚峰尚水| | 3室2厅 | 151.25平米 | 南 北 | 简装|中楼层(共9层)  2012年建板楼  -  |海淀北部新区|760万|单价50248元/平米
门头沟|海淀北部新区|保利罗兰香谷，南北三居，黄金楼层，视野宽阔|保利罗兰香谷| | 3室2厅 | 99.77平米 | 南 北 | 精装|低楼层(共23层)  板楼  -  |海淀北部新区|330万|单价33077元/平米
门头沟|海淀北部新区|保利别墅 经典南入户 东北两面花园 可贷款 不临街|保利西山林语别墅| | 4室3厅 | 451平米 | 东 南 西 北 | 其他|地下室(共2层)    -  |海淀北部新区|2000万|单价44346元/平米
门头沟|海淀北部新区|不限购公寓式住宅，西向采光，中间楼层，前后无遮挡|正源尚峰尚水| | 1室1厅 | 50平米 | 西 | 精装|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|145万|单价29000元/平米
门头沟|海淀北部新区|法式独栋 毛坯现房 客厅挑空5.4米 业主稳定		|保利西山林语别墅| | 4室2厅 | 396平米 | 南 北 | 毛坯|低楼层(共2层)    -  |海淀北部新区|1600万|单价40405元/平米
门头沟|海淀北部新区|保利罗兰香谷 南北通透 正规三居|保利罗兰香谷| | 3室1厅 | 90.75平米 | 南 北 | 其他|中楼层(共18层)  2012年建板楼  -  |海淀北部新区|350万|单价38568元/平米
门头沟|海淀北部新区|裕祺隆园两居室出售，学区房，双地铁|裕祺隆园| | 2室1厅 | 88平米 | 南 北 | 其他|高楼层(共6层)  2010年建板楼  -  |海淀北部新区|660万|单价75000元/平米
门头沟|海淀北部新区|保利罗兰香谷 正规两居室  精装修|保利罗兰香谷| | 2室1厅 | 86平米 | 南 | 精装|中楼层(共14层)  2012年建板楼  -  |海淀北部新区|300万|单价34884元/平米
门头沟|海淀北部新区|保利罗兰香谷，南北三居室，精装修，环境优美|保利罗兰香谷| | 3室1厅 | 92.56平米 | 南 北 | 精装|高楼层(共21层)  2012年建板楼  -  |海淀北部新区|340万|单价36733元/平米
门头沟|海淀北部新区|【保利品牌】【房龄新】【南北通透三居室】|保利罗兰香谷| | 3室2厅 | 128平米 | 南 北 | 其他|低楼层(共21层)  2012年建板楼  -  |海淀北部新区|420万|单价32813元/平米
门头沟|海淀北部新区|北入户南花园独栋别墅 英式风格 毛坯现房|保利西山林语别墅| | 4室2厅 | 463.65平米 | 南 北 | 毛坯|地下室(共2层)  2008年建  -  |海淀北部新区|2000万|单价43136元/平米
门头沟|海淀北部新区|南北通透板楼大四居，送翠微入学名额，为孩子一步到位|北辰香麓| | 4室2厅 | 230平米 | 南 北 | 其他|低楼层(共7层)  2009年建板楼  -  |海淀北部新区|950万|单价41305元/平米
门头沟|海淀北部新区|一层带下跃，可圈花园，不限购，全南向两居室|正源尚峰尚水| | 2室1厅 | 92.33平米 | 南 | 其他|低楼层(共10层)  2012年建塔楼  -  |海淀北部新区|400万|单价43323元/平米
门头沟|海淀北部新区|全南向不限购两居室，采光好，中间楼层，精装修|正源尚峰尚水| | 2室1厅 | 95平米 | 南 | 其他|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|288万|单价30316元/平米
门头沟|海淀北部新区|北向小户型，不限购，靠谱出售，中间楼层|正源尚峰尚水| | 1室0厅 | 33平米 | 北 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|107万|单价32425元/平米
门头沟|海淀北部新区|实用性开间 东北朝向 高楼层 视野棒 精装修|正源尚峰尚水| | 1室0厅 | 38.9平米 | 东 北 | 其他|高楼层(共10层)  2012年建塔楼  -  |海淀北部新区|115万|单价29563元/平米
门头沟|海淀北部新区|南北通透 三居室 户型方正 采光好|龙湖滟澜新宸| | 3室2厅 | 125平米 | 南 北 | 其他|高楼层(共15层)  板楼  -  |海淀北部新区|375万|单价30000元/平米
门头沟|海淀北部新区|半山枫林香山85号院 地处香山 交通便利|半山枫林香山85号院| | 5室3厅 | 400平米 | 南 北 | 其他|低楼层(共3层)  2005年建  -  |海淀北部新区|1800万|单价45000元/平米
门头沟|海淀北部新区|保利西山林语 3室2厅 1050万|保利西山林语| | 3室2厅 | 301平米 | 南 北 | 精装|低楼层(共9层)  2009年建板楼  -  |海淀北部新区|1050万|单价34884元/平米
门头沟|海淀北部新区|裕祺隆园 2室1厅 651万|裕祺隆园| | 2室1厅 | 92平米 | 南 北 | 其他|高楼层(共6层)  2010年建板楼  -  |海淀北部新区|651万|单价70761元/平米
门头沟|海淀北部新区|正源尚峰尚水 1室0厅 120万|正源尚峰尚水| | 1室0厅 | 33平米 | 北 | 精装|中楼层(共10层)  2012年建塔楼  -  |海淀北部新区|120万|单价36364元/平米
门头沟|海淀北部新区|上庄馨瑞嘉园 1室1厅 245万|上庄馨瑞嘉园| | 1室1厅 | 69平米 | 南 | 其他|低楼层(共14层)    -  |海淀北部新区|245万|单价35508元/平米
门头沟|海淀北部新区|保利西山林语 3室1厅 460万|保利西山林语| | 3室1厅 | 91平米 | 西南 | 精装|低楼层(共8层)  2011年建板塔结合  -  |海淀北部新区|460万|单价50550元/平米
门头沟|海淀北部新区|苗圃宿舍 2室1厅 390万|苗圃宿舍| | 2室1厅 | 69.22平米 | 南 北 | 其他|低楼层(共6层)  1987年建板楼  -  |海淀北部新区|390万|单价56343元/平米
门头沟|海淀北部新区|北辰香麓 4室2厅 1150万|北辰香麓| | 4室2厅 | 251.5平米 | 南 北 | 精装|中楼层(共6层)  2009年建板楼  -  |海淀北部新区|1150万|单价45726元/平米
门头沟|门头沟其它|复式板楼，环境优雅，改善首选，税费少，靠谱出售|西山峻景| | 3室2厅 | 128平米 | 南 北 | 精装|高楼层(共6层)  2005年建板楼  -  |门头沟其它|295万|单价23047元/平米
门头沟|门头沟其它|中门寺街67号院 板楼两室一厅 南北通透 满五唯一 |中门寺街67号院| | 2室2厅 | 85.28平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |门头沟其它|200万|单价23453元/平米
门头沟|门头沟其它|中门寺67号院 满五年唯一 南北通透|中门寺街67号院| | 2室1厅 | 88.71平米 | 南 北 | 精装|高楼层(共4层)  2003年建板楼  -  |门头沟其它|199万|单价22433元/平米
门头沟|门头沟其它|门头沟出行方便两居室大产权户型方正|中门寺街6号院| | 2室1厅 | 73.83平米 | 西 北 | 简装|高楼层(共6层)  2003年建板楼  -  |门头沟其它|170万|单价23026元/平米
门头沟|门头沟其它|西山峻景 精装修复式 南北通透|西山峻景| | 5室2厅 | 198平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |门头沟其它|485万|单价24495元/平米
门头沟|门头沟其它|中门寺67号院 精装三室一厅南北通 满五唯一紧邻阜石路|中门寺街67号院| | 3室1厅 | 102.79平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |门头沟其它|220万|单价21403元/平米
门头沟|门头沟其它|闹中取静西山峻景可上京西首师大附中，商品房社区|西山峻景| | 3室2厅 | 181平米 | 东 西 | 其他|高楼层(共6层)  2004年建板楼  -  |门头沟其它|362万|单价20000元/平米
门头沟|门头沟其它|滨河楼小区小南向中等装修两居室|滨河楼小区| | 2室0厅 | 49.38平米 | 南 | 简装|低楼层(共3层)  1997年建板楼  -  |门头沟其它|93万|单价18834元/平米
门头沟|门头沟其它|中门寺 低楼层南北通透精装三居室|中门寺街67号院| | 3室1厅 | 103平米 | 南 北 | 精装|低楼层(共6层)  2003年建板楼  -  |门头沟其它|280万|单价27185元/平米
门头沟|门头沟其它|交通方便 户型好，采光棒，南北通透，通风效果好。|三家店邮局楼| | 2室1厅 | 72.75平米 | 南 北 | 简装|高楼层(共6层)  1996年建板楼  -  |门头沟其它|155万|单价21306元/平米
门头沟|门头沟其它|南北通透板楼正规两居室，满五年唯一免税|西山峻景| | 2室1厅 | 90.16平米 | 南 北 | 精装|高楼层(共6层)  2004年建板楼  -  |门头沟其它|258万|单价28616元/平米
门头沟|门头沟其它|西山峻景 低楼层 南北通透 客厅大 采光好|西山峻景| | 2室1厅 | 91平米 | 南 北 | 精装|低楼层(共6层)  2005年建板楼  -  |门头沟其它|255万|单价28022元/平米
门头沟|门头沟其它|西山峻景 5室2厅 450万|西山峻景| | 5室2厅 | 168平米 | 南 北 | 精装|高楼层(共6层)  2005年建板楼  -  |门头沟其它|450万|单价26786元/平米
门头沟|门头沟其它|西山楼 新装修两居室 满五唯一 依山傍水|门矿西山楼| | 2室1厅 | 63.12平米 | 东 西 | 简装|高楼层(共5层)  2009年建板楼  -  |门头沟其它|110万|单价17428元/平米
门头沟|门头沟其它|城子二斜井三室一厅楼层好后期费用低|城子二斜井| | 3室1厅 | 61.96平米 | 南 北 | 简装|中楼层(共6层)  1990年建板楼  -  |门头沟其它|135万|单价21789元/平米
门头沟|门头沟其它|西山峻景大两居 南北通透 采光好|西山峻景| | 2室1厅 | 91.83平米 | 南 北 | 精装|高楼层(共6层)  2005年建板楼  -  |门头沟其它|260万|单价28314元/平米
门头沟|门头沟其它|中门良实花园 精装修大三居 户型方正 现状好 带飘窗|中门花园良实家园| | 3室1厅 | 130平米 | 南 北 | 精装|低楼层(共6层)  2005年建板楼  -  |门头沟其它|365万|单价28077元/平米
门头沟|门头沟其它|南北通透 格局好 采光非常不错|南宫| | 2室1厅 | 61.45平米 | 南 北 | 精装|高楼层(共6层)    -  |门头沟其它|136万|单价22132元/平米
门头沟|门头沟其它|快四沿线 中门寺 南北通透 精装两居室 |中门寺街67号院| | 2室1厅 | 85.44平米 | 南 北 | 简装|高楼层(共6层)  2003年建板楼  -  |门头沟其它|200万|单价23409元/平米
门头沟|门头沟其它|惠泽家园  落地窗 南北通透 大两居 |惠泽家园| | 2室1厅 | 89.66平米 | 南 北 | 精装|高楼层(共6层)  板楼  -  |门头沟其它|200万|单价22307元/平米
门头沟|门头沟其它|门头沟惠泽家园 成熟社区 南北通透|惠泽家园| | 3室1厅 | 116.23平米 | 南 北 | 毛坯|中楼层(共6层)  2010年建板楼  -  |门头沟其它|267万|单价22972元/平米
门头沟|门头沟其它|潭墅苑联排别墅 南北通透大三居|潭墅苑| | 3室2厅 | 254.55平米 | 南 北 | 精装|低楼层(共3层)  2006年建  -  |门头沟其它|820万|单价32214元/平米
门头沟|门头沟其它|金谷香郡6层板楼带电梯，南北2012年小洋房|金谷香郡| | 3室1厅 | 110平米 | 南 北 | 精装|中楼层(共6层)  2012年建板楼  -  |门头沟其它|340万|单价30910元/平米
门头沟|门头沟其它|西山峻景，复式带露台，精装红木地板，6+7复式|西山峻景| | 4室2厅 | 200平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |门头沟其它|500万|单价25000元/平米
门头沟|门头沟其它|西山峻景东西朝向低楼层精选房源|西山峻景| | 2室1厅 | 88.62平米 | 东 西 | 精装|低楼层(共6层)  2004年建板楼  -  |门头沟其它|240万|单价27082元/平米
门头沟|门头沟其它|金谷香郡 精装修复式 6层板楼带电梯|金谷香郡| | 3室2厅 | 96平米 | 南 北 | 精装|高楼层(共6层)  2012年建板楼  -  |门头沟其它|490万|单价51042元/平米
门头沟|门头沟其它|中门寺67号院 两室一厅 南北通透 满五唯一 紧邻阜石路|中门寺街67号院| | 2室1厅 | 76平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |门头沟其它|200万|单价26316元/平米
门头沟|门头沟其它|惠泽家园 1室1厅 135万|惠泽家园| | 1室1厅 | 58平米 | 东 | 其他|高楼层(共6层)  2010年建板楼  -  |门头沟其它|135万|单价23276元/平米
门头沟|门头沟其它|石泉砖厂低楼层，南朝向，正规一居室|石泉砖厂A1区| | 1室1厅 | 45平米 | 南 | 毛坯|低楼层(共6层)  2013年建板楼  -  |门头沟其它|78万|单价17334元/平米
门头沟|门头沟其它|门头沟惠泽家园精装大三居 南北通透|惠泽家园| | 3室1厅 | 116.23平米 | 南 北 | 简装|低楼层(共6层)  2010年建板楼  -  |门头沟其它|265万|单价22800元/平米
门头沟|门头沟其它|门头沟东方小区    南北通透大两居   可落户  环境好|东方小区| | 2室1厅 | 70平米 | 南 北 | 简装|高楼层(共6层)  1986年建板楼  -  |门头沟其它|75万|单价10715元/平米
门头沟|门头沟其它|惠泽家园 临河观景房 开窗见河 低楼层  |惠泽家园| | 2室1厅 | 72平米 | 南 北 | 精装|低楼层(共6层)  2010年建板楼  -  |门头沟其它|178万|单价24723元/平米
门头沟|门头沟其它|梧桐苑知秋园 南北通透 业主诚意出售 DC户型 |梧桐苑知秋园| | 3室1厅 | 120平米 | 南 北 | 简装|高楼层(共24层)  2013年建板楼  -  |门头沟其它|400万|单价33334元/平米
门头沟|门头沟其它|中国铁建梧桐苑经典南向小三居.|梧桐苑知秋园| | 3室1厅 | 90平米 | 南 | 其他|高楼层(共21层)  2013年建板楼  -  |门头沟其它|350万|单价38889元/平米
门头沟|门头沟其它|门头沟区惠泽家园三室两卫一厨两阳台|惠泽家园| | 3室1厅 | 117平米 | 南 北 | 简装|高楼层(共6层)  2010年建板楼  -  |门头沟其它|255万|单价21795元/平米
门头沟|门头沟其它|惠泽家园 2室1厅 240万|惠泽家园| | 2室1厅 | 90.22平米 | 南 北 | 其他|高楼层(共6层)  2010年建板楼  -  |门头沟其它|240万|单价26602元/平米
门头沟|门头沟其它|石泉砖厂B9区 2室1厅 123万|石泉砖厂B9区| | 2室1厅 | 65平米 | 南 | 其他|低楼层(共11层)  2013年建板楼  -  |门头沟其它|123万|单价18924元/平米
门头沟|门头沟其它|石泉砖厂B9区 2室1厅 123万|石泉砖厂B9区| | 2室1厅 | 65平米 | 南 | 其他|低楼层(共11层)  2013年建板楼  -  |门头沟其它|123万|单价18924元/平米
门头沟|门头沟其它|惠泽家园，南北通透，大二居室，紧邻河边，免增值税|惠泽家园| | 2室1厅 | 88平米 | 南 北 | 简装|低楼层(共6层)  2010年建板楼  -  |门头沟其它|198万|单价22500元/平米
门头沟|门头沟其它|惠泽家园 成熟社区南北通透精装两居室|惠泽家园| | 2室1厅 | 89.6平米 | 南 北 | 其他|高楼层(共6层)  板楼  -  |门头沟其它|190万|单价21206元/平米
门头沟|门头沟其它|梧桐苑南临莲石路 北邻未来的西长安街 |梧桐苑栖凤园| | 2室1厅 | 84平米 | 南 | 简装|低楼层(共28层)  板楼  -  |门头沟其它|285万|单价33929元/平米
