昌平|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
昌平|沙河|北街家园五区观宇园 商住两用 精装修 拎包入住|北街家园五区| | 1室0厅 | 18平米 | 南 | 其他|中楼层(共28层)  2012年建板塔结合  -  |沙河|44万|单价24445元/平米
昌平|沙河|北街家园五区高教大楼，商住两用，不限购|北街家园五区| | 1室0厅 | 18.78平米 | 西 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|36万|单价19170元/平米
昌平|沙河|北街家园五区 精品小开间 不限购|北街家园五区| | 1室0厅 | 18.06平米 | 西 | 其他|中楼层(共28层)  2012年建板塔结合  -  |沙河|55万|单价30455元/平米
昌平|沙河|北街家园五区，一室一卫。业主诚心卖。|北街家园五区| | 1室0厅 | 18平米 | 北 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|33万|单价18334元/平米
昌平|沙河|北街家园五区，一室一卫，诚意出售，非诚勿扰|北街家园五区| | 1室0厅 | 18平米 | 西 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|37万|单价20556元/平米
昌平|沙河|北街家园五区 高教大楼 商住两用 总价低|北街家园五区| | 1室0厅 | 16.39平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|37万|单价22575元/平米
昌平|沙河|北街家园五区，不限购，商住两用|北街家园五区| | 1室0厅 | 18平米 | 西 | 精装|低楼层(共28层)  2012年建板塔结合  -  |沙河|32万|单价17778元/平米
昌平|沙河|北向开间，中间层，开间带独立卫生间|北街家园五区| | 1室0厅 | 18平米 | 北 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|35万|单价19445元/平米
昌平|沙河|北街家园五区 精装修商住两用房 看房方便|北街家园五区| | 1室0厅 | 18平米 | 西 | 精装|低楼层(共28层)  2012年建板塔结合  -  |沙河|38万|单价21112元/平米
昌平|沙河|北街家园五区 精装修商住两用房 看房方便|北街家园五区| | 1室0厅 | 18平米 | 西 | 精装|低楼层(共28层)  2012年建板塔结合  -  |沙河|38万|单价21112元/平米
昌平|沙河|高教新城高教大楼 不限购 面积小总价低|北街家园五区| | 1室0厅 | 18平米 | 东 南 西 北 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|45万|单价25000元/平米
昌平|沙河|惠丰园 双拼户型 两厨两卫 精装修 户型可改|北街家园八区| | 2室0厅 | 71平米 | 东 | 精装|低楼层(共18层)  2010年建板塔结合  -  |沙河|180万|单价25353元/平米
昌平|沙河|中海尚湖世家 精装修 独栋别墅 楼王位置|中海尚湖世家| | 8室4厅 | 564平米 | 南 北 | 其他|低楼层(共2层)  2011年建  -  |沙河|1680万|单价29788元/平米
昌平|沙河|北一街八号满五年联排别墅+南北向联排带小院|北一街8号| | 4室2厅 | 330平米 | 南 北 | 简装|低楼层(共3层)  2007年建  -  |沙河|750万|单价22728元/平米
昌平|沙河|中海尚湖世家 联排别墅 南向花园|中海尚湖世家| | 4室3厅 | 357平米 | 南 北 | 毛坯|低楼层(共3层)  2011年建  -  |沙河|900万|单价25211元/平米
昌平|沙河|玫瑰园 三室两厅两厨两卫 满五年|玫瑰园| | 3室2厅 | 272平米 | 东 西 北 | 精装|低楼层(共3层)  1997年建  -  |沙河|780万|单价28677元/平米
昌平|沙河|半地下室，简单装修，不限购，，|北街家园八区| | 3室1厅 | 122平米 | 南 北 | 毛坯|地下室(共14层)  2010年建板楼  -  |沙河|120万|单价9837元/平米
昌平|沙河|玫瑰园      6居室      东西通透|玫瑰园| | 6室3厅 | 291平米 | 东 西 | 精装|低楼层(共2层)  1997年建  -  |沙河|1160万|单价39863元/平米
昌平|沙河|北街家园五区 不限购 商住两用 |北街家园五区| | 2室1厅 | 74平米 | 南 | 其他|地下室(共18层)  2009年建板塔结合  -  |沙河|100万|单价13514元/平米
昌平|沙河|碧水庄园 独栋别墅 带2200平米花园|碧水庄园| | 3室1厅 | 574平米 | 南 北 | 其他|地下室(共3层)  1994年建  -  |沙河|3500万|单价60976元/平米
昌平|沙河|北街家园一区  底商  南向  简单装修|北街家园一区| | 4室1厅 | 150平米 | 南 | 其他|地下室(共9层)  2008年建板楼  -  |沙河|180万|单价12000元/平米
昌平|沙河|北街家园七区 高楼层采光好 视野好 户型方正|北街家园七区| | 2室1厅 | 82平米 | 东 西 | 其他|高楼层(共17层)  2010年建板塔结合  -  |沙河|190万|单价23171元/平米
昌平|沙河|北街家园 小户型 总价低 投资首选|北街家园七区| | 1室1厅 | 38平米 | 东 | 精装|低楼层(共17层)  2010年建板塔结合  -  |沙河|110万|单价28948元/平米
昌平|沙河|北街家园五区  50年产权  商住两用|北街家园五区| | 1室0厅 | 18平米 | 西 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|30万|单价16667元/平米
昌平|沙河|沙河高教新城北一街8号，联排别墅。|北一街8号| | 4室2厅 | 320平米 | 南 北 | 精装|低楼层(共3层)  2006年建  -  |沙河|750万|单价23438元/平米
昌平|沙河|玫瑰园 五室两厅一厨三卫 精装修|玫瑰园| | 5室2厅 | 271平米 | 南 北 | 精装|低楼层(共3层)  1997年建  -  |沙河|1500万|单价55351元/平米
昌平|沙河|北街家园七区南北通透两居室 客厅带阳台 带独立餐厅|北街家园七区| | 2室1厅 | 87.87平米 | 南 北 | 其他|低楼层(共18层)  2010年建板塔结合  -  |沙河|185万|单价21054元/平米
昌平|沙河|loft户型 可看房 业主精装修  |北街家园七区| | 4室1厅 | 89平米 | 东 | 其他|低楼层(共17层)  2010年建板塔结合  -  |沙河|250万|单价28090元/平米
昌平|沙河|北一街8号 精装修联排别墅 一层带花园|北一街8号| | 4室2厅 | 256平米 | 南 北 | 其他|低楼层(共3层)  2006年建  -  |沙河|630万|单价24610元/平米
昌平|沙河|北街家园一区 南北通透大三居 满5年|北街家园一区| | 3室0厅 | 136平米 | 南 北 | 简装|低楼层(共15层)  2008年建板楼  -  |沙河|360万|单价26471元/平米
昌平|沙河|北街家园七区，南北通透两居室，中间楼层，采光好|北街家园七区| | 2室1厅 | 89平米 | 南 北 | 其他|高楼层(共18层)  2010年建板塔结合  -  |沙河|230万|单价25843元/平米
昌平|沙河|北街家园七区 中间楼层采光好 视野好 户型方正|北街家园七区| | 2室1厅 | 88平米 | 南 北 | 其他|高楼层(共18层)  2010年建板塔结合  -  |沙河|240万|单价27273元/平米
昌平|沙河|北街家园二区 南北通透3居，别墅区板楼带电梯，1梯2户|北街家园二区| | 3室2厅 | 127平米 | 南 北 | 简装|低楼层(共9层)  2006年建板楼  -  |沙河|400万|单价31497元/平米
昌平|沙河|商住两用 不限购 可注册办公易出租，投资首选，|北街家园五区| | 1室0厅 | 18平米 | 北 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|35万|单价19445元/平米
昌平|沙河|北街家园五区（观宇园）精品小开间|北街家园五区| | 1室0厅 | 18平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|35万|单价19445元/平米
昌平|沙河|北街家园七区  中高楼层  视野好 采光好|北街家园七区| | 4室1厅 | 69平米 | 西 | 其他|中楼层(共17层)  2010年建板塔结合  -  |沙河|230万|单价33334元/平米
昌平|沙河|玫瑰园 满五年 精装修  带停车位 |玫瑰园| | 4室2厅 | 240平米 | 南 北 | 精装|低楼层(共3层)  1997年建  -  |沙河|950万|单价39584元/平米
昌平|沙河|北街家园 大三居 南北通透 浪费空间少明厨明卫|北街家园二区| | 3室2厅 | 146平米 | 南 北 | 简装|中楼层(共10层)  2008年建板楼  -  |沙河|450万|单价30822元/平米
昌平|沙河|北街家园七区 中间楼层采光好 视野好 户型方正|北街家园七区| | 2室1厅 | 82平米 | 东 西 | 其他|低楼层(共17层)  2010年建板塔结合  -  |沙河|240万|单价29269元/平米
昌平|沙河|北街家园七区 高楼层采光好 视野好 户型方正|北街家园七区| | 2室1厅 | 89平米 | 南 北 | 其他|中楼层(共18层)  2010年建板塔结合  -  |沙河|235万|单价26405元/平米
昌平|沙河|碧水庄园独栋别墅  小区环境优美|碧水庄园| | 6室3厅 | 780平米 | 东 南 西 北 | 其他|低楼层(共5层)  2003年建  -  |沙河|4600万|单价58975元/平米
昌平|沙河|北街家园一区 南北通透大三居 70年产权|北街家园一区| | 3室2厅 | 141平米 | 南 北 | 简装|低楼层(共19层)  2008年建板楼  -  |沙河|400万|单价28369元/平米
昌平|沙河|碧水庄园 独栋别墅 带花园带车库|碧水庄园| | 5室2厅 | 370平米 | 南 北 | 其他|地下室(共3层)  1994年建  -  |沙河|1150万|单价31082元/平米
昌平|沙河|惠风园 南北通透两居 房本满2年 户型好|北街家园八区| | 2室1厅 | 86.66平米 | 南 北 | 精装|中楼层(共18层)  2010年建板楼  -  |沙河|270万|单价31157元/平米
昌平|沙河|北一街8号 联排别墅 简单装修 诚心出售|北一街8号| | 2室2厅 | 276平米 | 南 北 | 精装|低楼层(共3层)  2006年建  -  |沙河|635万|单价23008元/平米
昌平|沙河|北街家园五区 北向开间 精装修 诚心出售 随时配合签约|北街家园五区| | 1室0厅 | 21平米 | 北 | 其他|中楼层(共28层)  2012年建板塔结合  -  |沙河|45万|单价21429元/平米
昌平|沙河|中海尚湖世家 精装修 下叠拼 有花园|中海尚湖世家| | 4室2厅 | 293.4平米 | 南 北 | 其他|中楼层(共4层)  2011年建  -  |沙河|850万|单价28971元/平米
昌平|沙河|顺驰林溪别墅 带环绕式花园 满两年|顺驰林溪二期| | 6室2厅 | 443平米 | 南 北 | 精装|地下室(共4层)  2004年建  -  |沙河|790万|单价17833元/平米
昌平|沙河|北街家园二区  南北通透  三居  9层电梯洋房|北街家园二区| | 3室2厅 | 147平米 | 南 北 | 精装|低楼层(共9层)  2008年建板楼  -  |沙河|440万|单价29932元/平米
昌平|沙河|北街家园五区   商住两用   不限购   井内南向|北街家园五区| | 1室0厅 | 18平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|31万|单价17223元/平米
昌平|沙河|北街家园二区  南北通透  三居  花园洋房  |北街家园二区| | 3室2厅 | 126平米 | 南 北 | 精装|低楼层(共9层)  2008年建板楼  -  |沙河|450万|单价35715元/平米
昌平|沙河|北街家园五区 loft户型 中等装修 看房方便|北街家园五区| | 1室0厅 | 19平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|30万|单价15790元/平米
昌平|沙河|中海瓦尔登湖位于亚奥京北别墅区核心上风上水龙脉之地|中海瓦尔登湖| | 5室3厅 | 751.15平米 | 东 南 西 北 | 其他|地下室(共2层)  2005年建  -  |沙河|3500万|单价46596元/平米
昌平|沙河|北街家园盛品园 南北通透两居室 黄金楼层 采光视野好|北街家园六区| | 2室1厅 | 68平米 | 南 北 | 其他|中楼层(共18层)  2009年建板楼  -  |沙河|220万|单价32353元/平米
昌平|沙河|碧水庄园 精装修 空置三年放味道 五室四厅一厨三卫|碧水庄园| | 5室4厅 | 360平米 | 南 北 | 精装|低楼层(共3层)  1994年建  -  |沙河|1700万|单价47223元/平米
昌平|沙河|北街家园五区 大开间 不限购 落户过度首选|北街家园五区| | 1室0厅 | 18平米 | 北 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|45万|单价25000元/平米
昌平|沙河|北街家园五区，一室一厨一卫，诚心卖。|北街家园五区| | 1室0厅 | 18平米 | 南 | 简装|低楼层(共28层)  2012年建板塔结合  -  |沙河|33万|单价18334元/平米
昌平|沙河|北街家园八区  双拼户型   东向|北街家园八区| | 2室2厅 | 65.81平米 | 东 | 精装|高楼层(共18层)  2010年建板塔结合  -  |沙河|180万|单价27352元/平米
昌平|沙河|北街家园和畅园 南北通透 黄金楼层 采光视野好|北街家园七区| | 2室1厅 | 87平米 | 南 北 | 其他|中楼层(共18层)  2010年建板塔结合  -  |沙河|220万|单价25288元/平米
昌平|沙河|北街家园五区  不限购 50产权  |北街家园五区| | 1室0厅 | 18平米 | 南 | 精装|低楼层(共28层)  2012年建板塔结合  -  |沙河|32万|单价17778元/平米
昌平|沙河|北街家园五区 loft户型   中等装修  看房方便|北街家园五区| | 1室0厅 | 18平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|30万|单价16667元/平米
昌平|沙河|商住两用，不限购，精装修，出行方便。|北街家园五区| | 1室0厅 | 18平米 | 东 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|55万|单价30556元/平米
昌平|沙河|北街家园六区西向开间，精装修，无遮挡|北街家园六区| | 1室0厅 | 26.5平米 | 西 | 其他|中楼层(共18层)  2009年建板楼  -  |沙河|85万|单价32076元/平米
昌平|沙河|中海瓦尔登湖双拼别墅  南花园100平|中海瓦尔登湖| | 4室2厅 | 287.52平米 | 东 南 北 | 毛坯|低楼层(共3层)    -  |沙河|1050万|单价36520元/平米
昌平|沙河|北街家园四区  联排别墅 精装修|北街家园四区| | 4室3厅 | 324平米 | 南 北 | 精装|低楼层(共3层)  2008年建  -  |沙河|800万|单价24692元/平米
昌平|沙河|碧水庄园别墅区  独栋别墅  24小时保安巡逻|碧水庄园| | 5室3厅 | 322.35平米 | 东 南 西 北 | 其他|低楼层(共3层)  1994年建  -  |沙河|1420万|单价44052元/平米
昌平|沙河|  毛坯联排大别墅    可以自己任性装修|顺驰林溪二期| | 5室2厅 | 370平米 | 南 北 | 毛坯|低楼层(共3层)  2004年建  -  |沙河|800万|单价21622元/平米
昌平|沙河|顺驰林溪二期 六室两厅三厨两卫 别墅|顺驰林溪二期| | 6室2厅 | 550平米 | 东 南 西 北 | 毛坯|低楼层(共2层)  2004年建  -  |沙河|1600万|单价29091元/平米
昌平|沙河|北街家园三区联排别墅 边户带小院 有装修.|北街家园三区| | 5室3厅 | 342平米 | 南 北 | 精装|低楼层(共3层)    -  |沙河|650万|单价19006元/平米
昌平|沙河|中海瓦尔登湖784平临水独栋 业主诚售|中海瓦尔登湖| | 5室3厅 | 784.38平米 | 东 南 西 北 | 毛坯|低楼层(共3层)  塔楼  -  |沙河|2500万|单价31873元/平米
昌平|沙河|北街家园六区  东西两居室  中间楼层  精装修 视野好|北街家园六区| | 2室1厅 | 63平米 | 东 西 | 精装|中楼层(共18层)  2009年建板楼  -  |沙河|200万|单价31747元/平米
昌平|沙河|高教大楼，商住两用 不限购 可注册办公|北街家园五区| | 1室0厅 | 38平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|70万|单价18422元/平米
昌平|沙河|北街家园 精装修开间 70年产权|北街家园六区| | 1室0厅 | 26平米 | 西 | 其他|中楼层(共18层)  2009年建板楼  -  |沙河|90万|单价34616元/平米
昌平|沙河|顺驰林溪别墅区+独立花园+私家车位+环境优美|顺驰林溪一期| | 4室2厅 | 363平米 | 东 南 西 | 其他|低楼层(共3层)  2004年建  -  |沙河|800万|单价22039元/平米
昌平|沙河|北街家园五区高教大楼，商住两用，不限购|北街家园五区| | 1室0厅 | 18.73平米 | 西 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|45万|单价24026元/平米
昌平|沙河|北街家园五区，一室一厅。业主也很诚心卖。|北街家园五区| | 1室1厅 | 18.06平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|45万|单价24917元/平米
昌平|沙河|北街家园四区 联排别墅  南北向 采光通风好|北街家园四区| | 4室2厅 | 313平米 | 南 北 | 毛坯|低楼层(共3层)  2008年建  -  |沙河|750万|单价23962元/平米
昌平|沙河|不限购，拎包入住，出行方便，商住两用|北街家园五区| | 1室0厅 | 18平米 | 东 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|55万|单价30556元/平米
昌平|沙河|北京玫瑰园  四居室 两厅两卫  |玫瑰园| | 4室2厅 | 286平米 | 南 北 | 其他|低楼层(共3层)  1997年建  -  |沙河|1000万|单价34966元/平米
昌平|沙河|南北通透  中间楼层 业主靠谱出售|北街家园七区| | 2室2厅 | 90平米 | 南 北 | 其他|低楼层(共18层)  2010年建板塔结合  -  |沙河|220万|单价24445元/平米
昌平|沙河|北一街八号  南北通透不临街不把边 采光充足 户型方正|北一街8号| | 3室1厅 | 165平米 | 南 北 | 毛坯|低楼层(共9层)  2006年建板楼  -  |沙河|415万|单价25152元/平米
昌平|沙河|高教新城高教大楼 不限购 面积小总价低|北街家园五区| | 1室1厅 | 21.4平米 | 南 北 | 其他|中楼层(共28层)  2012年建板塔结合  -  |沙河|80万|单价37384元/平米
昌平|沙河|北一街八号精装联排别墅 格局方正|北一街8号| | 3室1厅 | 255平米 | 南 北 | 精装|低楼层(共3层)  2006年建  -  |沙河|600万|单价23530元/平米
昌平|沙河|北街家园五区，一室一卫。业主诚心卖。|北街家园五区| | 1室0厅 | 18平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|45万|单价25000元/平米
昌平|沙河|六区开间  简单装修 靠谱出售|北街家园六区| | 1室0厅 | 29平米 | 西 | 其他|低楼层(共18层)  2009年建板楼  -  |沙河|100万|单价34483元/平米
昌平|沙河|南北通透 精装修 绿化率30%以上 采光充足 不临街|北街家园二区| | 3室2厅 | 306平米 | 南 北 | 毛坯|低楼层(共3层)  2008年建  -  |沙河|800万|单价26144元/平米
昌平|沙河|北街家园五区不限购  商住两用|北街家园五区| | 1室0厅 | 16平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|37万|单价23125元/平米
昌平|沙河|南北联排别墅 精装修 满五年 前后带花园 有车位|顺驰林溪二期| | 3室2厅 | 230平米 | 南 北 | 其他|低楼层(共2层)    -  |沙河|560万|单价24348元/平米
昌平|沙河|高教新城  不限购   商住两用 |北街家园五区| | 2室0厅 | 38平米 | 西 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|74万|单价19474元/平米
昌平|沙河|北街家园南北通透两居室，户型方正，带有阳台|北街家园一区| | 2室1厅 | 93.02平米 | 南 北 | 简装|低楼层(共19层)  2008年建板楼  -  |沙河|300万|单价32252元/平米
昌平|沙河|南北通透，满五年唯一，税费少，首付低|北一街8号| | 5室3厅 | 308平米 | 南 北 | 其他|低楼层(共3层)  2007年建  -  |沙河|920万|单价29871元/平米
昌平|沙河|原值500万 精装修 带花园 交通方便|顺驰林溪二期| | 5室2厅 | 380平米 | 北 南 | 精装|低楼层(共1层)  板楼  -  |沙河|800万|单价21053元/平米
昌平|沙河|精装两居  南北通透  交通方便|北街家园七区| | 2室1厅 | 87平米 | 北 南 | 其他|高楼层(共22层)  2010年建板塔结合  -  |沙河|250万|单价28736元/平米
昌平|沙河|北街家园二区，三室两厅两卫，南北通透|北街家园二区| | 3室1厅 | 127平米 | 南 北 | 精装|高楼层(共9层)  2008年建板楼  -  |沙河|370万|单价29134元/平米
昌平|沙河|北街家园六区  西向开间  北京市户口落户  自住过渡|北街家园六区| | 1室0厅 | 26平米 | 西 | 其他|低楼层(共18层)  2009年建板楼  -  |沙河|85万|单价32693元/平米
昌平|沙河|高教新城观宇园  商住两用 不限购|北街家园五区| | 2室1厅 | 85平米 | 南 | 其他|地下室(共19层)  2012年建板塔结合  -  |沙河|128万|单价15059元/平米
昌平|沙河|三水青清庄园一区 5室3厅 950万|三水青清庄园一区| | 5室3厅 | 412平米 | 东 南 西 北 | 毛坯|低楼层(共2层)  2004年建  -  |沙河|950万|单价23059元/平米
昌平|沙河|碧水庄园 5室3厅 3500万|碧水庄园| | 5室3厅 | 559.65平米 | 南 北 | 其他|地下室(共5层)  2003年建  -  |沙河|3500万|单价62540元/平米
昌平|沙河|北街家园七区 1室0厅 105万|北街家园七区| | 1室0厅 | 77平米 | 南 | 毛坯|地下室(共18层)  2010年建板塔结合  -  |沙河|105万|单价13637元/平米
昌平|沙河|北街家园五区 1室0厅 32万|北街家园五区| | 1室0厅 | 18平米 | 南 | 其他|低楼层(共28层)  2012年建板塔结合  -  |沙河|32万|单价17778元/平米
昌平|沙河|中海瓦尔登湖 4室1厅 3750万|中海瓦尔登湖| | 4室1厅 | 780平米 | 南 | 毛坯|低楼层(共1层)    -  |沙河|3750万|单价48077元/平米
昌平|天通苑|中苑南北两居，黄金楼层，精装修，随时看|天通苑中苑| | 2室2厅 | 105平米 | 南 北 | 精装|中楼层(共7层)  2007年建板楼  -  |天通苑|350万|单价33334元/平米
昌平|天通苑|地铁边明卫3居 商品房满5年唯一 |天通西苑三区| | 3室1厅 | 158.63平米 | 南 西 北 | 精装|低楼层(共18层)  2003年建板楼  -  |天通苑|400万|单价25216元/平米
昌平|天通苑|格局好，总价低，满5年唯一装，有钥匙，诚心出售|天通苑东三区| | 3室1厅 | 150平米 | 西 北 | 简装|低楼层(共18层)  2003年建塔楼  -  |天通苑|322万|单价21467元/平米
昌平|天通苑|西三区 板楼 满5年唯一住房 南北通透 大三居 总价低！|天通西苑三区| | 3室2厅 | 148.73平米 | 南 北 | 简装|中楼层(共13层)  2003年建板楼  -  |天通苑|370万|单价24878元/平米
昌平|天通苑|西三区满五唯一 东南金角 高层无遮挡精装修 品质首选|天通西苑三区| | 3室1厅 | 201.25平米 | 东 南 | 精装|高楼层(共32层)  2003年建塔楼  -  |天通苑|460万|单价22858元/平米
昌平|天通苑|板楼南北大三居   双卧朝南    一层带50平米左右花园|天通苑东二区| | 3室2厅 | 160.96平米 | 南 北 | 简装|低楼层(共7层)  2001年建板楼  -  |天通苑|459万|单价28517元/平米
昌平|天通苑|西三区 精装南北2居 满五唯一 中高层临地铁|天通西苑三区| | 2室2厅 | 131.21平米 | 南 北 | 精装|高楼层(共13层)  2002年建板楼  -  |天通苑|365万|单价27819元/平米
昌平|天通苑|满五年唯一，南北通透格局好，是您生活居住的首选！|天通苑东一区| | 3室1厅 | 129.62平米 | 南 北 | 精装|低楼层(共7层)  2001年建板楼  -  |天通苑|392万|单价30243元/平米
昌平|天通苑|精装2居室 客厅带落地大阳台 满五唯一 紧邻地铁|天通西苑三区| | 2室1厅 | 97.77平米 | 西 | 精装|低楼层(共32层)  2003年建塔楼  -  |天通苑|268万|单价27412元/平米
昌平|天通苑|天通苑东一区 塔楼电梯上满五年唯一住房|天通苑东一区| | 4室2厅 | 178.15平米 | 南 北 | 精装|高楼层(共32层)  2001年建塔楼  -  |天通苑|445万|单价24979元/平米
昌平|天通苑|临近地铁 一层 眼镜房 精装修 满五唯一|天通西苑三区| | 3室2厅 | 141.23平米 | 东 西 | 精装|低楼层(共13层)  2003年建板楼  -  |天通苑|323万|单价22871元/平米
昌平|天通苑|天通苑 金角三居，全明格局，商品房满五年唯一|天通西苑三区| | 3室2厅 | 199.47平米 | 东 南 | 精装|高楼层(共32层)  2003年建塔楼  -  |天通苑|430万|单价21558元/平米
昌平|天通苑|天通中苑电梯南北中间楼层满五年唯一|天通苑中苑| | 3室2厅 | 130平米 | 南 北 | 简装|中楼层(共12层)  2008年建板塔结合  -  |天通苑|405万|单价31154元/平米
昌平|天通苑|西三区南北大三居11层厅南落地阳台|天通西苑三区| | 3室2厅 | 148.45平米 | 南 北 | 精装|中楼层(共17层)  2003年建板楼  -  |天通苑|380万|单价25598元/平米
昌平|天通苑|电梯2居，落地大阳台，满五年唯一|天通苑东一区| | 2室1厅 | 106.67平米 | 东 南 | 精装|中楼层(共17层)  2001年建塔楼  -  |天通苑|305万|单价28593元/平米
昌平|天通苑|天通苑本四区商满五唯一两居室 楼王位置|天通苑本四区| | 2室1厅 | 79.11平米 | 南 北 | 精装|低楼层(共6层)  2000年建板楼  -  |天通苑|285万|单价36026元/平米
昌平|天通苑|西三区【南北通透三居可改四居】【商满五唯一】双明卫|天通西苑三区| | 3室2厅 | 178平米 | 南 北 | 简装|低楼层(共32层)  2003年建塔楼  -  |天通苑|360万|单价20225元/平米
昌平|天通苑|本五区  商品房 满屋唯一 精装 板楼3层3居室|天通苑本五区| | 3室2厅 | 119.39平米 | 南 西 北 | 精装|中楼层(共6层)  2000年建板楼  -  |天通苑|380万|单价31829元/平米
昌平|天通苑|天通苑西三区 满五唯一 精装，拎包入住，把边好户型|天通西苑三区| | 2室1厅 | 117.69平米 | 南 西 | 简装|中楼层(共13层)  2002年建板楼  -  |天通苑|335万|单价28465元/平米
昌平|天通苑|中苑东西大三居 低楼层  随时可看|天通苑中苑| | 3室2厅 | 134.59平米 | 东 西 | 简装|低楼层(共16层)  2008年建板楼  -  |天通苑|365万|单价27120元/平米
昌平|天通苑|北一区 满5年唯一住房 采光好|天通苑北一区| | 3室1厅 | 113.18平米 | 西南 | 精装|低楼层(共29层)  2004年建塔楼  -  |天通苑|310万|单价27390元/平米
昌平|天通苑|天通苑东三区精装两居南北双通透小区中心|天通苑东三区| | 2室1厅 | 106.14平米 | 南 北 | 精装|中楼层(共7层)  2003年建板楼  -  |天通苑|320万|单价30149元/平米
昌平|天通苑|板楼，通透3居，采光好，地铁房，满五年唯一诚售|天通西苑三区| | 3室2厅 | 148.33平米 | 东 西 | 精装|中楼层(共13层)  2003年建板楼  -  |天通苑|340万|单价22922元/平米
昌平|天通苑|电梯  地铁口 东向 落地阳台 商品房 精装修|天通西苑三区| | 2室1厅 | 96.93平米 | 东 | 精装|高楼层(共32层)  2003年建塔楼  -  |天通苑|312万|单价32189元/平米
昌平|天通苑|天通苑北三区6+7复式急售，满五唯一，赠南北双露台|天通苑北三区| | 3室2厅 | 185平米 | 南 北 | 精装|高楼层(共7层)  2004年建板楼  -  |天通苑|365万|单价19730元/平米
昌平|天通苑|西一区南北通透4居眼镜房 商品房满五年唯一 随时签约|天通西苑一区| | 4室1厅 | 187.16平米 | 南 北 | 精装|低楼层(共13层)  2001年建板楼  -  |天通苑|550万|单价29387元/平米
昌平|天通苑|天通苑太平家园商品房满五年唯一，业主换房急售|太平家园| | 3室2厅 | 119.5平米 | 南 北 | 精装|中楼层(共6层)  1998年建板楼  -  |天通苑|360万|单价30126元/平米
昌平|天通苑|本三区 板楼通透大三居 次顶层采光好 商满五唯一 |天通苑本三区| | 3室2厅 | 158.93平米 | 东 北 | 简装|高楼层(共6层)  1999年建板楼  -  |天通苑|350万|单价22023元/平米
昌平|天通苑|经满五年唯一，155平米四居室客厅带东窗户！|天通西苑一区| | 4室1厅 | 155.96平米 | 东 南 北 | 精装|中楼层(共12层)  2001年建板楼  -  |天通苑|450万|单价28854元/平米
昌平|天通苑|天通西苑三区【东南向大两居】满五唯一|天通西苑三区| | 2室2厅 | 152平米 | 东南 | 精装|低楼层(共32层)  2003年建塔楼  -  |天通苑|305万|单价20066元/平米
昌平|天通苑|中苑电梯两居 满五唯一 精装修 视野开阔|天通苑中苑| | 2室1厅 | 103.62平米 | 西 | 精装|高楼层(共21层)  2008年建塔楼  -  |天通苑|310万|单价29918元/平米
昌平|天通苑|精装电梯大三居 满五唯一  单价低 观景公园 拎包入住|天通苑东一区| | 3室2厅 | 191.28平米 | 西南 北 | 精装|高楼层(共32层)  2001年建塔楼  -  |天通苑|390万|单价20389元/平米
昌平|天通苑|天通苑东三区 南北通透，落地阳台|天通苑东三区| | 2室1厅 | 106.05平米 | 南 北 | 简装|中楼层(共7层)  2002年建板楼  -  |天通苑|310万|单价29232元/平米
昌平|天通苑|天通苑西三区 满五唯一 经典两居室 诚售|天通西苑三区| | 2室1厅 | 96平米 | 东 | 其他|中楼层(共32层)  2002年建塔楼  -  |天通苑|280万|单价29167元/平米
昌平|天通苑|中苑西南向大两居 满五唯一 采光好 看房随时 精装修|天通苑中苑| | 2室1厅 | 103.62平米 | 西南 | 精装|低楼层(共21层)  2008年建塔楼  -  |天通苑|298万|单价28759元/平米
昌平|天通苑|西三区东南两居【婚房推荐】免个税【首付低】刚需首选|天通西苑三区| | 2室1厅 | 93.77平米 | 东 南 | 其他|中楼层(共32层)  2003年建塔楼  -  |天通苑|280万|单价29861元/平米
