通州|北关|精装南北两居 满五唯一 看房有钥匙 诚意售|富河园| | 2室1厅 | 70.1平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |北关|280万|单价39943元/平米
通州|亦庄|林肯公园 3室2厅 660万|林肯公园| | 3室2厅 | 220平米 | 西南 | 其他|低楼层(共24层)  2010年建塔楼  -  |亦庄|660万|单价30000元/平米
通州|亦庄|莱茵河畔三居室 一层带花园40平米 带产权车库 地下室|莱茵河畔| | 3室2厅 | 147.06平米 | 东 西 | 简装|低楼层(共5层)  2003年建板楼  -  |亦庄|600万|单价40800元/平米
通州|亦庄|和成璟园 3室2厅 610万|和成璟园| | 3室2厅 | 177平米 | 南 北 | 其他|低楼层(共12层)  2014年建板楼  -  |亦庄|610万|单价34464元/平米
通州|亦庄|君安国际观景三居室，有钥匙，不限购|君安国际| | 3室2厅 | 183平米 | 东南 | 其他|高楼层(共22层)  2013年建板塔结合  -  |亦庄|600万|单价32787元/平米
通州|亦庄|易居国际南向开间 精装修 不限购 地铁房 送家具家电|易居国际| | 1室1厅 | 62.36平米 | 南 | 精装|低楼层(共17层)  2013年建塔楼  -  |亦庄|130万|单价20847元/平米
通州|亦庄|林肯公寓 精装修 不限购三居室 民水民电|林肯公寓| | 3室2厅 | 74平米 | 东北 | 精装|低楼层(共9层)  2010年建塔楼  -  |亦庄|320万|单价43244元/平米
通州|亦庄|南北三居室 两层复式 不限购 民水民电|大道尚庭| | 3室1厅 | 80.27平米 | 南 北 | 简装|中楼层(共19层)  板塔结合  -  |亦庄|350万|单价43603元/平米
通州|亦庄|远洋天著二期 5室2厅 1300万|远洋天著二期| | 5室2厅 | 312平米 | 南 北 | 其他|低楼层(共5层)    -  |亦庄|1300万|单价41667元/平米
通州|亦庄|老管委会宿舍 2室2厅 380万|老管委会宿舍| | 2室2厅 | 120平米 | 北 南 | 其他|高楼层(共6层)  1995年建板楼  -  |亦庄|380万|单价31667元/平米
通州|亦庄|金色漫香林五期 唯一在售的一层带花园 南北通透|金色漫香林五期| | 2室1厅 | 90平米 | 南 北 | 其他|未知楼层(共6层)  2012年建板楼  -  |亦庄|410万|单价45556元/平米
通州|亦庄|国锐金嵿  不限购  民水民电带燃气  两居|国锐金嵿| | 2室1厅 | 87.41平米 | 西北 | 精装|高楼层(共27层)  2016年建塔楼  -  |亦庄|398万|单价45533元/平米
通州|亦庄|小区经典两居室 前后不邻街 满五唯一 |金色漫香林一期| | 2室1厅 | 90平米 | 南 北 | 其他|中楼层(共6层)  2009年建板楼  -  |亦庄|385万|单价42778元/平米
通州|亦庄|林肯公园南向开间，楼层高视野棒，采光充足|林肯公园| | 1室0厅 | 35.5平米 | 南 | 精装|中楼层(共24层)  2009年建塔楼  -  |亦庄|115万|单价32395元/平米
通州|亦庄|林肯公寓 精装复式三居 格局方正 采光好 |林肯公寓| | 3室2厅 | 74平米 | 东北 | 精装|中楼层(共12层)  2011年建塔楼  -  |亦庄|350万|单价47298元/平米
通州|亦庄|鹿鸣苑 靠近地铁 优质三居 配套齐全|鹿鸣苑| | 3室2厅 | 140.51平米 | 东 南 | 简装|高楼层(共15层)  1999年建板塔结合  -  |亦庄|420万|单价29892元/平米
通州|亦庄|新康家园 精装挑高复式 送露台 小区中心位置 邻地铁|新康家园| | 3室3厅 | 177平米 | 南 北 | 精装|高楼层(共7层)  2001年建板楼  -  |亦庄|450万|单价25424元/平米
通州|亦庄|精装修,黄金楼层,把边户带电梯,人车分流|和成璟园| | 3室2厅 | 93.98平米 | 南 北 | 精装|中楼层(共13层)  2014年建板楼  -  |亦庄|395万|单价42031元/平米
通州|亦庄|有房本，双卫两居，配套设施齐全，不限购，带电梯|国锐金嵿| | 2室2厅 | 125.83平米 | 西南 | 精装|高楼层(共36层)  2015年建板楼  -  |亦庄|480万|单价38147元/平米
通州|亦庄|地铁旁 林肯公园高档住宅  南北通透两居|林肯公园| | 2室1厅 | 92平米 | 南 北 | 精装|中楼层(共17层)  2010年建板楼  -  |亦庄|480万|单价52174元/平米
通州|亦庄|易居国际西北向开间 商住两用不限购 地铁房 看房方便|易居国际| | 1室1厅 | 59.57平米 | 西北 | 简装|低楼层(共17层)  2013年建塔楼  -  |亦庄|118万|单价19809元/平米
通州|亦庄|此房对面房子也出售 黄金楼层 一梯两户 板楼一梯两户|三羊里| | 2室2厅 | 89.79平米 | 南 北 | 其他|中楼层(共6层)  2009年建板楼  -  |亦庄|215万|单价23945元/平米
通州|亦庄|金色漫香林五期 四层全明格局两居 送地下车位|金色漫香林五期| | 2室1厅 | 90.74平米 | 南 北 | 简装|中楼层(共7层)  2012年建板楼  -  |亦庄|380万|单价41878元/平米
通州|亦庄|金色漫香林五期 南北通透两居 送车位|金色漫香林五期| | 2室1厅 | 90.74平米 | 南 北 | 简装|中楼层(共7层)  2012年建板楼  -  |亦庄|380万|单价41878元/平米
通州|亦庄|林肯公园北向开间，楼层高视野好|林肯公园| | 1室0厅 | 34.6平米 | 北 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|115万|单价33237元/平米
通州|亦庄|林肯公园二期B区 民水民电 不限购|林肯公园二期| | 2室2厅 | 95平米 | 西北 | 其他|低楼层(共21层)  2014年建塔楼  -  |亦庄|355万|单价37369元/平米
通州|亦庄|远洋天著一期 4室2厅 1145万|远洋天著一期| | 4室2厅 | 278平米 | 南 北 | 其他|高楼层(共7层)    -  |亦庄|1145万|单价41188元/平米
通州|亦庄|林肯公园不限购 推拉一居 中高楼层 精装修 紧邻地铁|林肯公园| | 1室1厅 | 49.04平米 | 东 | 其他|中楼层(共24层)  2009年建塔楼  -  |亦庄|145万|单价29568元/平米
通州|亦庄|C区顶层景观房  看房提前预约|林肯公园二期| | 2室1厅 | 96平米 | 西北 | 精装|高楼层(共21层)  2014年建板楼  -  |亦庄|339万|单价35313元/平米
通州|亦庄|浉城百丽叠上别墅   精装修   业主诚心出售|浉城百丽| | 3室2厅 | 182平米 | 南 北 | 精装|中楼层(共4层)  2003年建  -  |亦庄|700万|单价38462元/平米
通州|亦庄|金色漫香林二期 2室2厅 360万|金色漫香林二期| | 2室2厅 | 89平米 | 南 | 其他|中楼层(共8层)  2008年建板塔结合  -  |亦庄|360万|单价40450元/平米
通州|亦庄|独家 精装修 看房方便 无贷款 下跃 临八中 诚意出售 |和成璟园| | 2室3厅 | 177平米 | 南 北 | 其他|低楼层(共7层)  2014年建板楼  -  |亦庄|560万|单价31639元/平米
通州|亦庄|金地格林小镇  南北通透 正规四居室|金地格林小镇| | 4室2厅 | 171.31平米 | 南 北 | 精装|中楼层(共9层)  2003年建板楼  -  |亦庄|800万|单价46699元/平米
通州|亦庄|改善住房首选，临地铁，不限购，低税费，户型方正|林肯公园| | 4室2厅 | 252平米 | 西南 | 其他|高楼层(共24层)  2009年建塔楼  -  |亦庄|780万|单价30953元/平米
通州|亦庄|林肯公园正规一居室！精装修，拎包入住！地铁房！|林肯公园| | 1室1厅 | 56平米 | 北 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|145万|单价25893元/平米
通州|亦庄|正对小区中心位置的三居 纯新房 业主随时可以签约|林肯公园二期| | 3室2厅 | 166平米 | 西南 | 精装|中楼层(共21层)  2014年建塔楼  -  |亦庄|635万|单价38254元/平米
通州|亦庄|国融国际精装loft两居室，东南朝向，高楼层|国融国际| | 2室2厅 | 53.04平米 | 东南 | 其他|高楼层(共21层)  2007年建塔楼  -  |亦庄|230万|单价43364元/平米
通州|亦庄|林肯公园高档住宅 南北通透 视野好|林肯公园| | 2室1厅 | 91.78平米 | 南 北 | 精装|低楼层(共24层)  2009年建板楼  -  |亦庄|480万|单价52299元/平米
通州|亦庄|独家 精装 小三居室 不临街 临八中 看房方便|金色漫香林三期| | 3室1厅 | 92.68平米 | 南 北 | 其他|低楼层(共9层)  2010年建板塔结合  -  |亦庄|345万|单价37225元/平米
通州|亦庄|林肯公寓东南向复式三居 精装修 不限购 |林肯公寓| | 3室2厅 | 77平米 | 东 南 | 精装|低楼层(共10层)  2011年建塔楼  -  |亦庄|380万|单价49351元/平米
通州|亦庄|林肯公寓 精装东向 复式两居 经典格局 带电梯|林肯公寓| | 2室2厅 | 68平米 | 西 | 精装|高楼层(共10层)  2011年建塔楼  -  |亦庄|318万|单价46765元/平米
通州|亦庄|林肯公园二期 西北向观景房 三居全新房 精装 拎包即住|林肯公园二期A区| | 3室1厅 | 147平米 | 西 北 | 精装|中楼层(共22层)  2014年建塔楼  -  |亦庄|520万|单价35375元/平米
通州|亦庄|亲爱Villa独栋别墅 私家花园500平 带独立车库|亲爱的villa| | 5室2厅 | 396平米 | 南 北 | 精装|地下室(共2层)  2004年建  -  |亦庄|2850万|单价71970元/平米
通州|亦庄|南北通透两居室  可做阁楼  诚意出售|三羊里| | 2室1厅 | 78平米 | 南 北 | 简装|高楼层(共6层)  2009年建板楼  -  |亦庄|195万|单价25000元/平米
通州|亦庄|春华屋 3室2厅 510万|春华屋| | 3室2厅 | 147.13平米 | 南 | 精装|低楼层(共11层)  2000年建板塔结合  -  |亦庄|510万|单价34664元/平米
通州|亦庄|林肯公园 高层三居 通风采光好 精装新房 不限购|林肯公园二期A区| | 3室2厅 | 147平米 | 西北 | 精装|高楼层(共22层)  2014年建塔楼  -  |亦庄|558万|单价37960元/平米
通州|亦庄|仅此一套  看小区花园  98平米 业主很靠谱 便宜|林肯公园二期| | 2室2厅 | 96平米 | 北 | 精装|低楼层(共21层)  2014年建板楼  -  |亦庄|325万|单价33855元/平米
通州|亦庄|此房对面也在出售 板楼 黄金楼层 南北通透 不临街|三羊里| | 2室1厅 | 90.3平米 | 南 北 | 其他|中楼层(共6层)  2009年建板楼  -  |亦庄|220万|单价24364元/平米
通州|亦庄|林肯公园二期 精装大三居 高楼层 采光好 视野好 |林肯公园二期| | 3室1厅 | 168平米 | 东南 | 其他|高楼层(共22层)  2014年建塔楼  -  |亦庄|650万|单价38691元/平米
通州|亦庄|林肯公园经典三居室，居住舒适，尊贵生活，奢华享受。|林肯公园二期| | 3室2厅 | 168平米 | 东南 | 其他|低楼层(共21层)  2014年建板楼  -  |亦庄|640万|单价38096元/平米
通州|亦庄|远洋天著三期 电梯复式 毛坯四居|远洋天著三期| | 4室2厅 | 177平米 | 南 北 | 毛坯|高楼层(共9层)  2016年建  -  |亦庄|820万|单价46328元/平米
通州|亦庄|莱茵河畔 赠露台大复式 全明格局|莱茵河畔| | 6室2厅 | 289平米 | 南 北 | 精装|中楼层(共11层)  2003年建板塔结合  -  |亦庄|800万|单价27682元/平米
通州|亦庄|易居国际 1室0厅 123万|易居国际| | 1室0厅 | 47平米 | 北 | 其他|高楼层(共17层)  2013年建塔楼  -  |亦庄|123万|单价26171元/平米
通州|亦庄|中冀大厦 3室2厅 210万|中冀大厦| | 3室2厅 | 126平米 | 东北 | 毛坯|高楼层(共22层)  2002年建塔楼  -  |亦庄|210万|单价16667元/平米
通州|亦庄|荣京丽都经典大复式两居 不限购 临近地铁房|荣京丽都| | 2室2厅 | 63.86平米 | 西 北 | 精装|中楼层(共27层)  2008年建塔楼  -  |亦庄|195万|单价30536元/平米
通州|亦庄|林肯公园二期全新观景房有钥匙随时可看高原值可高贷款|林肯公园二期| | 3室2厅 | 169.97平米 | 东南 | 精装|中楼层(共28层)  2014年建塔楼  -  |亦庄|660万|单价38831元/平米
通州|亦庄|林肯公园  顶层观景房  无抵押  精装修  诚意出售|林肯公园二期| | 2室1厅 | 95平米 | 东北 | 精装|高楼层(共21层)  2014年建塔楼  -  |亦庄|350万|单价36843元/平米
通州|亦庄|百合园 精装叠上别墅 通透户型 临近地铁 可上北京二中|百合园| | 3室3厅 | 160.96平米 | 东 西 | 精装|中楼层(共4层)  2000年建  -  |亦庄|540万|单价33549元/平米
通州|亦庄|亦庄米兰天空精装二居 送阁楼 五层洋房|米兰天空| | 2室2厅 | 99.24平米 | 南 北 | 精装|高楼层(共5层)  2002年建板楼  -  |亦庄|410万|单价41314元/平米
通州|亦庄|林肯二期南向大两居，民水民电不限购，地铁房，随时看|林肯公园二期A区| | 2室2厅 | 120平米 | 南 | 精装|中楼层(共22层)  2014年建塔楼  -  |亦庄|428万|单价35667元/平米
通州|亦庄|君安国际不限购三居，诚意出售，看房提前约|君安国际| | 3室1厅 | 166平米 | 西北 | 精装|中楼层(共22层)  2013年建板塔结合  -  |亦庄|500万|单价30121元/平米
通州|亦庄|郁金香舍唯一在售低层带阁楼三居 双卧朝南 看房方便|郁金香舍| | 3室2厅 | 126平米 | 南 北 | 简装|中楼层(共5层)  2003年建板楼  -  |亦庄|485万|单价38493元/平米
通州|亦庄|林肯公园B区 东北向高层景观房 看国贸和企业文化园。|林肯公园二期| | 3室1厅 | 149平米 | 东北 | 精装|中楼层(共28层)  2014年建塔楼  -  |亦庄|550万|单价36913元/平米
通州|亦庄|一层带小院，西边户，明卫，紧邻地铁|星岛假日| | 3室2厅 | 153平米 | 南 北 | 其他|低楼层(共10层)  2004年建板塔结合  -  |亦庄|580万|单价37909元/平米
通州|亦庄|小康家园 1室1厅 179万|小康家园| | 1室1厅 | 57.19平米 | 南 | 其他|高楼层(共6层)  2000年建板楼  -  |亦庄|179万|单价31300元/平米
通州|亦庄|林肯公园二期B区高层西北向景观房 看企业文化园|林肯公园二期| | 3室2厅 | 143平米 | 西北 | 精装|中楼层(共28层)  2014年建塔楼  -  |亦庄|550万|单价38462元/平米
通州|亦庄|鹿鸣苑 靠近地铁 正规两居室 大产权|鹿鸣苑| | 2室1厅 | 66平米 | 东 | 简装|低楼层(共15层)  1999年建板塔结合  -  |亦庄|265万|单价40152元/平米
通州|亦庄|君安国际 4室2厅 750万|君安国际| | 4室2厅 | 223平米 | 西南 | 其他|高楼层(共22层)  2013年建塔楼  -  |亦庄|750万|单价33633元/平米
通州|亦庄|国锐金嵿 精装修 不限购 紧邻地铁|国锐金嵿| | 3室2厅 | 142.44平米 | 南 | 其他|低楼层(共39层)  塔楼  -  |亦庄|570万|单价40017元/平米
通州|亦庄|远洋天著二期 5室2厅 1150万|远洋天著二期| | 5室2厅 | 260平米 | 南 北 | 其他|中楼层(共5层)    -  |亦庄|1150万|单价44231元/平米
通州|亦庄|林肯公园 不限购小开间  精装修保持的好|林肯公园| | 1室0厅 | 36平米 | 北 | 其他|高楼层(共24层)  2009年建塔楼  -  |亦庄|115万|单价31945元/平米
通州|亦庄|地铁附近 国融国际朝东LOFT 高楼层 无遮挡|国融国际| | 2室1厅 | 42.73平米 | 东 | 简装|高楼层(共23层)  2005年建塔楼  -  |亦庄|149万|单价34871元/平米
通州|亦庄|一幅画卷精装大三居 南北通透 高楼层 视野好|一幅画卷| | 3室2厅 | 162.03平米 | 南 北 | 精装|高楼层(共25层)  2003年建板塔结合  -  |亦庄|550万|单价33945元/平米
通州|亦庄|不限购 临近地铁 精装修 可注册办公|力宝广场| | 1室0厅 | 47.74平米 | 北 | 其他|低楼层(共28层)  2011年建塔楼  -  |亦庄|130万|单价27231元/平米
通州|亦庄|林肯公园二期 2室1厅 460万|林肯公园二期| | 2室1厅 | 120平米 | 南 | 其他|中楼层(共28层)  2014年建板楼  -  |亦庄|460万|单价38334元/平米
通州|亦庄|林肯公寓 2室1厅 290万|林肯公寓| | 2室1厅 | 58平米 | 西 | 其他|低楼层(共9层)  2011年建塔楼  -  |亦庄|290万|单价50000元/平米
通州|亦庄|卡尔生活馆 联排别墅边户采光好|卡尔生活馆| | 5室3厅 | 350平米 | 南 北 | 简装|低楼层(共3层)  2004年建  -  |亦庄|1090万|单价31143元/平米
通州|亦庄|林肯公寓 精装三居 格局方正 采光好 复式|林肯公寓| | 3室2厅 | 88平米 | 南 | 精装|未知楼层(共9层)  2011年建塔楼  -  |亦庄|438万|单价49773元/平米
通州|亦庄|金色漫香林两居室  南北通透  一层带花园  精装修|金色漫香林一期| | 2室1厅 | 86.7平米 | 南 北 | 精装|低楼层(共9层)  2009年建板塔结合  -  |亦庄|380万|单价43830元/平米
通州|亦庄|联排别墅 地上三层 精装修 业主急用资金周转看房方便 |听涛雅苑| | 4室2厅 | 226平米 | 南 北 | 精装|低楼层(共3层)  2000年建  -  |亦庄|630万|单价27877元/平米
通州|亦庄|卡尔公寓 五居室 自带新风系统|卡尔公寓| | 5室2厅 | 293平米 | 南 北 | 精装|高楼层(共11层)  2004年建板塔结合  -  |亦庄|900万|单价30717元/平米
通州|亦庄|力宝广场南北通透大两居，精装修，不限购，临地铁！|力宝广场| | 2室1厅 | 115平米 | 南 北 | 精装|高楼层(共20层)  2011年建板楼  -  |亦庄|380万|单价33044元/平米
通州|亦庄|国锐金嵿大1居 不限购 精装修 带电梯|国锐金嵿| | 1室1厅 | 72平米 | 东 | 精装|低楼层(共27层)  2016年建塔楼  -  |亦庄|340万|单价47223元/平米
通州|亦庄|荣京丽都-不限购64平loft|荣京丽都| | 2室1厅 | 64平米 | 西北 | 精装|中楼层(共27层)  2008年建塔楼  -  |亦庄|210万|单价32813元/平米
通州|亦庄|新上：林肯B区景观两居室  独卫  两面观景|林肯公园二期| | 2室1厅 | 95.79平米 | 西北 | 其他|中楼层(共28层)  2014年建板楼  -  |亦庄|420万|单价43846元/平米
通州|亦庄|易居国际 2室1厅 172万|易居国际| | 2室1厅 | 71.48平米 | 南 | 其他|高楼层(共17层)  2013年建塔楼  -  |亦庄|172万|单价24063元/平米
通州|亦庄|林肯公园二期南北通透平层五居室，精装|林肯公园二期| | 4室2厅 | 270平米 | 东 南 北 | 其他|中楼层(共22层)  2014年建板楼  -  |亦庄|1000万|单价37038元/平米
通州|亦庄|林肯公园二期 精装50年产权 不限购 高层观景房|林肯公园二期| | 2室1厅 | 95.12平米 | 东南 | 精装|高楼层(共28层)  2014年建塔楼  -  |亦庄|372万|单价39109元/平米
通州|亦庄|力宝广场南北通透三居室，精装修，临地铁，诚意出售！|力宝广场| | 3室2厅 | 138.15平米 | 南 北 | 精装|低楼层(共20层)  2011年建板楼  -  |亦庄|400万|单价28955元/平米
通州|亦庄|国锐金嵿 精装修两居室 不限购|国锐金嵿| | 2室2厅 | 98.54平米 | 西北 | 精装|低楼层(共36层)  2015年建板楼  -  |亦庄|388万|单价39375元/平米
通州|亦庄|地铁房 国融国际53.17平LOFT 不限购 税费少|国融国际| | 2室2厅 | 53.17平米 | 西北 | 毛坯|高楼层(共16层)  2006年建塔楼  -  |亦庄|159万|单价29905元/平米
通州|亦庄|林肯公园 精装修  两居室  东向  |林肯公园| | 2室1厅 | 64平米 | 东 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|195万|单价30469元/平米
通州|亦庄|林肯公园 精装两居 送家具家电 税费低 紧邻文化园城铁|林肯公园| | 2室1厅 | 63.34平米 | 西 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|195万|单价30787元/平米
通州|亦庄|林肯公园二期 南向大两居室 视野采光超棒 诚意出售|林肯公园二期| | 2室2厅 | 126平米 | 南 | 精装|低楼层(共22层)  2014年建塔楼  -  |亦庄|460万|单价36508元/平米
通州|亦庄|金色漫香林 南北双通透 半毛坯叠下 临八中 诚意出售	|金色漫香林一期| | 5室2厅 | 274平米 | 南 北 | 其他|低楼层(共4层)  2009年建板楼  -  |亦庄|850万|单价31022元/平米
通州|亦庄|东晶国际 临地铁 业主诚心出售 精装修 |东晶国际| | 3室2厅 | 172.96平米 | 东 西 | 精装|低楼层(共18层)  2002年建板塔结合  -  |亦庄|450万|单价26018元/平米
通州|亦庄|林肯公园二期 看小区花园的120平南向两居室|林肯公园二期| | 2室2厅 | 118.09平米 | 南 | 其他|低楼层(共28层)  2014年建塔楼  -  |亦庄|440万|单价37260元/平米
通州|亦庄|浉城百丽   大三居室   公摊面积少  |浉城百丽| | 3室2厅 | 152.27平米 | 南 北 | 简装|中楼层(共4层)  2002年建板楼  -  |亦庄|530万|单价34807元/平米
通州|亦庄|统一精装 碟墅户型 客厅挑高4米 临八中 业主未住过|远洋天著一期| | 2室2厅 | 178平米 | 南 北 | 其他|中楼层(共7层)    -  |亦庄|700万|单价39326元/平米
通州|亦庄|林肯公园 高层开间 诚心卖 业主很好说话 |林肯公园| | 1室0厅 | 36平米 | 东 | 其他|中楼层(共24层)  2009年建塔楼  -  |亦庄|117万|单价32500元/平米
通州|亦庄|精装修，不限购，交通配套齐全，带电梯标准三居室|国锐金嵿| | 3室2厅 | 143平米 | 西南 | 精装|低楼层(共39层)  塔楼  -  |亦庄|580万|单价40560元/平米
通州|亦庄|林肯公寓 精装修 不限购 买74平送74平 诚意出售|林肯公寓| | 3室2厅 | 72.4平米 | 西北 | 精装|中楼层(共12层)  2011年建塔楼  -  |亦庄|339万|单价46824元/平米
通州|亦庄|金角高层平层，改善首选临地铁，不限购|林肯公园| | 3室2厅 | 220平米 | 西北 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|650万|单价29546元/平米
通州|亦庄|林肯高层大复式，超大使用面积，临地铁，不限购|林肯公园| | 4室2厅 | 117平米 | 东南 | 精装|高楼层(共24层)  2010年建塔楼  -  |亦庄|598万|单价51112元/平米
通州|亦庄|不限购，精装修，民水民电，南北通透正规大三居|力宝广场| | 3室2厅 | 138平米 | 南 北 | 其他|高楼层(共17层)  2011年建板塔结合  -  |亦庄|430万|单价31160元/平米
通州|亦庄|林肯公园二期c区平层大四居，可以高贷款|林肯公园二期| | 4室2厅 | 227.28平米 | 南 西 北 | 精装|中楼层(共19层)  2014年建塔楼  -  |亦庄|850万|单价37399元/平米
通州|亦庄|林肯公寓 2室1厅 340万|林肯公寓| | 2室1厅 | 66平米 | 东 | 其他|低楼层(共11层)  2011年建塔楼  -  |亦庄|340万|单价51516元/平米
通州|亦庄|林肯公园二期 2室2厅 485万|林肯公园二期| | 2室2厅 | 117.73平米 | 南 | 其他|高楼层(共22层)  2014年建塔楼  -  |亦庄|485万|单价41196元/平米
通州|亦庄|国瑞金嵿全南两居室 原值高 看房随时！！|国锐金嵿| | 2室2厅 | 123平米 | 南 | 其他|中楼层(共36层)  2015年建板楼  -  |亦庄|480万|单价39025元/平米
通州|亦庄|不限购，交通便利，loft户型|荣京丽都| | 1室1厅 | 45.36平米 | 南 | 其他|中楼层(共27层)  2008年建塔楼  -  |亦庄|170万|单价37478元/平米
通州|亦庄|春华屋精装大复式，东西三居带电梯，二中学区近地铁|春华屋| | 3室2厅 | 173.06平米 | 东 西 | 精装|高楼层(共11层)  2000年建板塔结合  -  |亦庄|550万|单价31781元/平米
通州|亦庄|林肯公园大开间！不限购！地铁房！|林肯公园| | 1室1厅 | 46平米 | 东 | 其他|低楼层(共24层)  2009年建塔楼  -  |亦庄|150万|单价32609元/平米
通州|亦庄|大道尚庭 3室1厅 290万|大道尚庭| | 3室1厅 | 80平米 | 南 北 | 其他|中楼层(共19层)  板塔结合  -  |亦庄|290万|单价36250元/平米
通州|亦庄|林肯公园精装开间 不限购可注册|林肯公园| | 1室0厅 | 36.18平米 | 东 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|100万|单价27640元/平米
通州|亦庄|林肯公园二期 2室2厅 420万|林肯公园二期| | 2室2厅 | 120平米 | 西 | 其他|低楼层(共20层)  2014年建塔楼  -  |亦庄|420万|单价35000元/平米
通州|亦庄|林肯公寓 精装两居室 不限购 视野好 看房方便|林肯公寓| | 2室2厅 | 67.41平米 | 东 西 | 精装|中楼层(共9层)  2011年建塔楼  -  |亦庄|300万|单价44504元/平米
通州|亦庄|金色漫香林五期 南北通透三居送露台 精装|金色漫香林五期| | 3室2厅 | 155.81平米 | 南 北 | 精装|中楼层(共4层)  2012年建板楼  -  |亦庄|575万|单价36904元/平米
通州|亦庄|林肯四居大平层 东南向 高楼层 景观房|林肯公园二期| | 4室2厅 | 223平米 | 东 南 北 | 其他|高楼层(共22层)  2014年建塔楼  -  |亦庄|900万|单价40359元/平米
通州|亦庄|林肯公寓 精装修 不限购 民水民电|林肯公寓| | 2室2厅 | 68平米 | 东 | 精装|低楼层(共10层)  2011年建塔楼  -  |亦庄|320万|单价47059元/平米
通州|亦庄|林肯公园二期 优质大三居 诚意出售|林肯公园二期| | 3室2厅 | 169平米 | 西南 | 其他|中楼层(共22层)  2014年建塔楼  -  |亦庄|630万|单价37279元/平米
通州|亦庄|一品亦庄少有一层带院两居室 精装修 诚心出售|一品亦庄| | 2室2厅 | 135.5平米 | 南 北 | 精装|低楼层(共8层)  2005年建板楼  -  |亦庄|450万|单价33211元/平米
通州|亦庄|梅园小区 生活方便 邻近地铁 低总价优质两居|梅园小区| | 2室1厅 | 94平米 | 东南 | 简装|高楼层(共6层)  1996年建板楼  -  |亦庄|238万|单价25320元/平米
通州|亦庄|高原值  低税费  紧邻地铁   不限购|林肯公园| | 3室2厅 | 220平米 | 南 西 | 精装|未知楼层(共24层)  2010年建塔楼  -  |亦庄|550万|单价25000元/平米
通州|亦庄|林肯公园精装三居室 学区房 房子保养好|林肯公园| | 3室2厅 | 147平米 | 南 北 | 其他|中楼层(共17层)  2009年建板楼  -  |亦庄|800万|单价54422元/平米
通州|亦庄|林肯公园高楼层东南向燃气两居室，不限购近地铁保持好|林肯公园| | 2室2厅 | 70.41平米 | 东南 | 其他|高楼层(共24层)  2009年建塔楼  -  |亦庄|260万|单价36927元/平米
通州|亦庄|精装修，燃气两居，不临街，地铁房|林肯公园| | 2室1厅 | 67.48平米 | 东北 | 其他|中楼层(共24层)  2009年建塔楼  -  |亦庄|238万|单价35270元/平米
通州|亦庄|林肯公园复式户型！南向！不限购！地铁房！|林肯公园| | 2室1厅 | 45.09平米 | 南 | 其他|高楼层(共24层)  2009年建塔楼  -  |亦庄|245万|单价54336元/平米
通州|亦庄|精装修，高楼层，林肯公园，地铁房|林肯公园| | 1室1厅 | 49.02平米 | 东 | 其他|中楼层(共24层)  2009年建塔楼  -  |亦庄|150万|单价30600元/平米
通州|亦庄|稀缺经典户型，南北通透，产权清晰，随时可以签约|郁金香舍| | 3室1厅 | 128平米 | 南 北 | 精装|高楼层(共5层)  2003年建板楼  -  |亦庄|540万|单价42188元/平米
通州|亦庄|大道尚庭不限购，精装修，80平loft。|大道尚庭| | 3室2厅 | 80平米 | 东南 北 | 其他|低楼层(共19层)  板塔结合  -  |亦庄|290万|单价36250元/平米
通州|亦庄|林肯公园二期A区 不限购   民水民电  送全部家具家电|林肯公园二期A区| | 3室2厅 | 152平米 | 东北 | 精装|中楼层(共22层)  2014年建塔楼  -  |亦庄|530万|单价34869元/平米
通州|亦庄|高层三居室 有房本 超好的采光 超好的视野 送家具|林肯公园二期| | 3室2厅 | 147平米 | 西北 | 精装|高楼层(共22层)  2014年建塔楼  -  |亦庄|530万|单价36055元/平米
通州|亦庄|林肯公园二期  东北向两居  地铁房  不限购|林肯公园二期| | 2室2厅 | 95平米 | 东北 | 精装|中楼层(共21层)  2014年建塔楼  -  |亦庄|340万|单价35790元/平米
通州|亦庄|林肯公园顶层复式 不限购 可注册办公|林肯公园| | 2室1厅 | 45.09平米 | 北 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|230万|单价51010元/平米
通州|亦庄|顶层复式学区房，大面积低总价这种房子比较少|梅园小区| | 3室2厅 | 134平米 | 南 北 | 简装|高楼层(共6层)  1996年建板楼  -  |亦庄|305万|单价22762元/平米
通州|亦庄|易居国际东北向开间 精装修 不限购 地铁房 看房方便|易居国际| | 1室0厅 | 57平米 | 东北 | 精装|高楼层(共17层)  2013年建塔楼  -  |亦庄|125万|单价21930元/平米
通州|亦庄|林肯公园A区东南向大三居，精装修，临地铁，诚意出售|林肯公园二期A区| | 3室2厅 | 172平米 | 东南 | 精装|低楼层(共22层)  2014年建塔楼  -  |亦庄|550万|单价31977元/平米
