顺义|北七家|海德堡联排别墅  精装修拎包入住 前后花园区中心位置|海德堡花园| | 5室2厅 | 202.68平米 | 南 北 | 精装|低楼层(共4层)  1999年建  -  |北七家|695万|单价34291元/平米
顺义|顺义其它|北京苏活二区 2室1厅 145万|北京苏活二区| | 2室1厅 | 49平米 | 东北 | 其他|中楼层(共9层)  2010年建板塔结合  -  |顺义其它|145万|单价29592元/平米
顺义|顺义其它|顺鑫朗郡 2室2厅 230万|顺鑫朗郡| | 2室2厅 | 90平米 | 南 北 | 精装|低楼层(共15层)  2010年建板楼  -  |顺义其它|230万|单价25556元/平米
顺义|顺义其它|炫立方 1室1厅 89万|炫立方| | 1室1厅 | 48平米 | 东 | 其他|中楼层(共10层)  2012年建塔楼  -  |顺义其它|89万|单价18542元/平米
顺义|顺义其它|仙泽园 2室1厅 125万|仙泽园| | 2室1厅 | 95平米 | 南 | 其他|高楼层(共6层)  2000年建板楼  -  |顺义其它|125万|单价13158元/平米
顺义|顺义其它|浅山香邑 4室1厅 260万|浅山香邑| | 4室1厅 | 157平米 | 南 北 | 其他|低楼层(共9层)  2011年建板楼  -  |顺义其它|260万|单价16561元/平米
顺义|顺义其它|东亚首航国际 1室1厅 100万|东亚首航国际| | 1室1厅 | 49.9平米 | 东 | 其他|低楼层(共9层)  2014年建板塔结合  -  |顺义其它|100万|单价20041元/平米
顺义|顺义其它|双阳南区 3室2厅 266万|双阳南区| | 3室2厅 | 133平米 | 南 北 | 其他|中楼层(共6层)  2004年建板楼  -  |顺义其它|266万|单价20000元/平米
顺义|首都机场|南竺园；双卧室客厅朝南；南北通透；满五年唯一|南竺园| | 4室2厅 | 124.24平米 | 南 北 | 精装|中楼层(共6层)  1993年建板楼  -  |首都机场|280万|单价22538元/平米
顺义|首都机场|南平里；南北两居室；1层；精装修；|南平里| | 2室1厅 | 51.66平米 | 南 北 | 简装|低楼层(共6层)  1998年建板楼  -  |首都机场|158万|单价30585元/平米
顺义|首都机场|蓝海苑 2室1厅 333万|蓝海苑| | 2室1厅 | 111.92平米 | 南 北 | 精装|低楼层(共12层)  2006年建板塔结合  -  |首都机场|333万|单价29754元/平米
顺义|首都机场|蓝海苑 精装修 电梯房 满五唯一 南北通透 格局方正|蓝海苑| | 3室2厅 | 159.48平米 | 南 北 | 精装|中楼层(共11层)  2006年建板楼  -  |首都机场|455万|单价28531元/平米
顺义|首都机场|机场蓝天苑  高档社区  南北通透  中间楼层|蓝天苑| | 3室2厅 | 164.62平米 | 南 北 | 精装|中楼层(共11层)  2004年建板楼  -  |首都机场|460万|单价27944元/平米
顺义|首都机场|电梯房 诚心卖 周边配套齐全楼龄新|奥竺苑| | 3室2厅 | 176平米 | 东 | 简装|低楼层(共12层)  1999年建板塔结合  -  |首都机场|360万|单价20455元/平米
顺义|首都机场|蓝海苑错层三居 高楼层 明厨明卫 电梯房 诚售|蓝海苑| | 3室1厅 | 169.02平米 | 南 北 | 精装|高楼层(共11层)  2006年建板楼  -  |首都机场|470万|单价27808元/平米
顺义|首都机场|东平里 精装婚房 朝阳产权 满五年唯一|东平里| | 2室1厅 | 56.81平米 | 南 | 精装|高楼层(共6层)  1989年建板楼  -  |首都机场|162万|单价28517元/平米
顺义|首都机场|南平里 正规两居室 带客厅 钥匙房看房方便 业主诚售|南平里| | 2室1厅 | 66.45平米 | 南 北 | 简装|中楼层(共6层)  1994年建板楼  -  |首都机场|176万|单价26487元/平米
顺义|首都机场|精装大三居 黄金楼层 霸气户型|南竺园| | 3室2厅 | 148.33平米 | 南 北 | 精装|中楼层(共6层)  1996年建板楼  -  |首都机场|326万|单价21979元/平米
顺义|首都机场|一层格局方正两居室  满五年唯一  带正规客厅|南平里| | 2室1厅 | 64平米 | 西南 | 简装|低楼层(共6层)  1994年建板楼  -  |首都机场|178万|单价27813元/平米
顺义|首都机场|东平里 一层 东西南三向采光好 朝阳产权|东平里| | 2室1厅 | 78.93平米 | 东 南 西 | 简装|低楼层(共11层)  1986年建塔楼  -  |首都机场|212万|单价26860元/平米
顺义|首都机场|东西朝向两居 带正规客厅 精装修|西平里| | 2室1厅 | 81.97平米 | 东 西 | 精装|高楼层(共6层)  1999年建板楼  -  |首都机场|211万|单价25742元/平米
顺义|首都机场|埃力生四居室 低单价 诚意出售 看房方便|埃力生| | 4室1厅 | 195平米 | 南 北 | 其他|中楼层(共9层)  2000年建板塔结合  -  |首都机场|400万|单价20513元/平米
顺义|首都机场|南平里；2居室；有客厅；南北向；格局可改造|南平里| | 2室1厅 | 59.3平米 | 南 北 | 简装|高楼层(共6层)  1989年建板楼  -  |首都机场|160万|单价26982元/平米
顺义|首都机场|朝阳产权  低楼层  低总价两居室  看房方便|首都机场南路西里| | 2室1厅 | 58.86平米 | 东 西 | 简装|中楼层(共5层)  1981年建板楼  -  |首都机场|140万|单价23786元/平米
顺义|首都机场|机场生活区 朝阳产权 低楼层2居室 南北通透|机场南路东里| | 2室1厅 | 71.5平米 | 南 北 | 简装|中楼层(共4层)  1971年建板楼  -  |首都机场|155万|单价21679元/平米
顺义|首都机场|满五年唯一三居室 带电梯  配套齐全 改善推荐|埃力生| | 3室2厅 | 202平米 | 南 北 | 其他|中楼层(共10层)  2004年建板塔结合  -  |首都机场|580万|单价28713元/平米
顺义|首都机场|北平里带正规客厅两居室  全明格局  诚心出售|北平里| | 2室1厅 | 61.04平米 | 南 北 | 简装|高楼层(共6层)  1997年建板塔结合  -  |首都机场|178万|单价29162元/平米
顺义|首都机场|首都机场蓝天苑 业主急售有钥匙随时看房 精装修|蓝天苑| | 3室2厅 | 138.74平米 | 南 北 | 其他|高楼层(共11层)  2004年建板楼  -  |首都机场|378万|单价27246元/平米
顺义|首都机场|朝阳产权   经典小两居  光线好|首都机场南路西里| | 2室1厅 | 59平米 | 南 北 | 简装|高楼层(共5层)  1970年建板楼  -  |首都机场|145万|单价24577元/平米
顺义|首都机场|南北通透带正规客厅的两居室，次顶层，采光好|西平里| | 2室1厅 | 72平米 | 南 北 | 精装|高楼层(共6层)  1998年建板楼  -  |首都机场|195万|单价27084元/平米
顺义|首都机场|蓝海苑 精装修落地窗两居室 九层|蓝海苑| | 2室1厅 | 105.35平米 | 南 北 | 精装|高楼层(共12层)  2006年建板楼  -  |首都机场|335万|单价31799元/平米
顺义|首都机场|小天竺一号院 全明格局 精装三居  业主诚售|小天竺一号院| | 3室1厅 | 110.71平米 | 南 北 | 其他|中楼层(共6层)  2000年建板楼  -  |首都机场|280万|单价25292元/平米
顺义|首都机场|满五唯一三居室 精装修 业主诚售|南竺园| | 3室1厅 | 124.37平米 | 南 北 | 其他|高楼层(共6层)  1996年建板楼  -  |首都机场|260万|单价20906元/平米
顺义|首都机场|满五年公房 低楼层 南北通透 格局非常好 1999年建成|南竺园| | 2室1厅 | 58.24平米 | 南 北 | 其他|低楼层(共6层)  1999年建板楼  -  |首都机场|150万|单价25756元/平米
顺义|首都机场|南北通透精品三居室户型双卫生间|南竺园| | 3室2厅 | 108.51平米 | 南 北 | 精装|中楼层(共5层)  1994年建板楼  -  |首都机场|248万|单价22856元/平米
顺义|首都机场|南平里、3居室、两卧室朝南、南北通透|南平里| | 3室1厅 | 89.59平米 | 南 北 | 精装|高楼层(共6层)  1992年建板楼  -  |首都机场|235万|单价26231元/平米
顺义|首都机场|6层，一梯两户板楼，正规客厅，南北通透三居室|南平里| | 3室1厅 | 86.84平米 | 南 北 | 其他|高楼层(共6层)  1992年建板楼  -  |首都机场|235万|单价27062元/平米
顺义|首都机场|南平里 正规三居室 总价低 诚心出售。|南平里| | 3室1厅 | 89.48平米 | 南 北 | 其他|高楼层(共6层)  1992年建板楼  -  |首都机场|240万|单价26822元/平米
顺义|首都机场|小天竺一号院 南北通透正规三居室|小天竺一号院| | 3室1厅 | 93平米 | 南 北 | 精装|高楼层(共6层)  2000年建板楼  -  |首都机场|230万|单价24732元/平米
顺义|首都机场|朝阳产权  南北通透    双卧朝南  |南平里| | 3室1厅 | 89.5平米 | 南 北 | 简装|高楼层(共6层)  1992年建板楼  -  |首都机场|210万|单价23464元/平米
顺义|首都机场|北平里；精装修；不临街；南北向；正规客厅；|北平里| | 3室1厅 | 83.3平米 | 南 北 | 精装|高楼层(共6层)  1994年建板楼  -  |首都机场|212万|单价25451元/平米
顺义|首都机场|机场南路东里 2室1厅 190万|机场南路东里| | 2室1厅 | 70平米 | 南 北 | 简装|高楼层(共6层)  1993年建板楼  -  |首都机场|190万|单价27143元/平米
顺义|首都机场|精装自住南北通透两居室，楼层好，采光棒|蓝天苑| | 2室2厅 | 118.09平米 | 南 北 | 精装|高楼层(共13层)  2004年建板楼  -  |首都机场|360万|单价30486元/平米
顺义|首都机场|朝阳产权大两居  中间楼层  南北通透  急售|燕翔东里| | 2室1厅 | 63.16平米 | 南 北 | 精装|中楼层(共5层)  1995年建板楼  -  |首都机场|158万|单价25016元/平米
顺义|首都机场|机场生活区埃力生小区，带电梯的大两居|埃力生| | 2室1厅 | 158.68平米 | 东 北 | 简装|低楼层(共9层)  2000年建板塔结合  -  |首都机场|288万|单价18150元/平米
顺义|首都机场|双卧朝南两居室 明厨明卫 朝阳产权 看房随时|首都机场南路西里| | 2室0厅 | 49平米 | 南 | 精装|中楼层(共4层)  1970年建板楼  -  |首都机场|115万|单价23470元/平米
顺义|首都机场|南北通透两居室，采光好，居住舒适|南竺园| | 2室1厅 | 74.35平米 | 南 北 | 其他|高楼层(共6层)  1995年建板楼  -  |首都机场|170万|单价22865元/平米
顺义|首都机场|燕翔东里 满两年 精装修 三面采光 好楼层|燕翔东里| | 2室1厅 | 59.9平米 | 东 南 西 | 精装|中楼层(共5层)  1983年建板楼  -  |首都机场|155万|单价25877元/平米
顺义|首都机场|南平东里 税费少 南北通透 正规客厅 三卧朝南|南平东里| | 3室1厅 | 103平米 | 南 北 | 精装|高楼层(共6层)  1998年建板楼  -  |首都机场|240万|单价23301元/平米
顺义|首都机场|蓝天苑 南北朝向大三居 满五唯一 |蓝天苑| | 4室1厅 | 156平米 | 南 北 | 其他|低楼层(共13层)  2004年建板楼  -  |首都机场|380万|单价24359元/平米
顺义|首都机场|北平里 精装修 满五年公房 随时看房|北平里| | 3室1厅 | 83.08平米 | 南 北 | 精装|高楼层(共6层)  1994年建板楼  -  |首都机场|220万|单价26481元/平米
顺义|首都机场|南平里 两居室 南北通透 精装修 楼层4层|南平里| | 2室1厅 | 64.95平米 | 南 北 | 其他|中楼层(共6层)  1980年建板楼  -  |首都机场|159万|单价24481元/平米
顺义|首都机场|蓝海苑朝南复式，总价合适，采光好，诚心卖。|蓝海苑| | 2室1厅 | 111.92平米 | 南 北 | 简装|低楼层(共12层)  2006年建板塔结合  -  |首都机场|325万|单价29039元/平米
顺义|首都机场|南平里 双卧朝阳 精装修 可落户|南平里| | 2室1厅 | 56平米 | 南 | 精装|中楼层(共6层)  1987年建板楼  -  |首都机场|158万|单价28215元/平米
顺义|首都机场|南北通透三居室 双卧室朝阳 户型方正 诚心出售|南平里| | 3室1厅 | 89.48平米 | 南 北 | 简装|高楼层(共6层)  1992年建板楼  -  |首都机场|223万|单价24922元/平米
顺义|首都机场|首都机场南竺园小区精装修三居室|南竺园| | 3室1厅 | 80.52平米 | 南 北 | 简装|高楼层(共6层)  1993年建板楼  -  |首都机场|168万|单价20865元/平米
顺义|首都机场|南路西里精装两居室 朝阳产权 南北通透|首都机场南路西里| | 2室1厅 | 65.88平米 | 南 北 | 简装|中楼层(共4层)  1981年建板楼  -  |首都机场|180万|单价27323元/平米
顺义|首都机场|面积大，看房方便，刚需首选，看房方便|南竺园| | 3室2厅 | 134.27平米 | 南 北 | 其他|高楼层(共6层)  1995年建板楼  -  |首都机场|230万|单价17130元/平米
顺义|首都机场|朝阳产权 全南小两居 满二年个税差0|首都机场南路西里| | 2室1厅 | 43.98平米 | 南 | 其他|中楼层(共5层)  1980年建板楼  -  |首都机场|118万|单价26831元/平米
顺义|首都机场|南平里一居室 满五年 落户首选看房随时|南平里| | 1室1厅 | 41平米 | 南 北 | 简装|高楼层(共6层)  1992年建板楼  -  |首都机场|130万|单价31708元/平米
顺义|首都机场|西平里大三居 带25平米阁楼 带正规客厅 南北通透 诚售|西平里| | 3室1厅 | 112.01平米 | 南 北 | 其他|高楼层(共6层)  1999年建板楼  -  |首都机场|285万|单价25445元/平米
顺义|首都机场|西平街一里 ，精装修， 诚心出售|西平街一里| | 2室1厅 | 55平米 | 南 北 | 精装|高楼层(共6层)  1992年建板楼  -  |首都机场|145万|单价26364元/平米
顺义|首都机场|东平里 朝阳产权 楼层二层 双向阳 采光好|东平里| | 2室1厅 | 56.8平米 | 南 | 精装|低楼层(共6层)  1988年建板楼  -  |首都机场|160万|单价28170元/平米
顺义|首都机场|机场南竺园小区70年住宅正规两居室|南竺园| | 2室1厅 | 72.86平米 | 东 北 | 简装|高楼层(共6层)  1996年建塔楼  -  |首都机场|152万|单价20862元/平米
顺义|首都机场|朝阳产权 稀缺小户型一居室 全明格局|燕翔西里| | 1室1厅 | 42.46平米 | 南 北 | 简装|中楼层(共5层)  1989年建板楼  -  |首都机场|133万|单价31324元/平米
顺义|首都机场|黄金一层 户型稀缺 诚意售房 地理位置好|蓝海苑| | 4室1厅 | 170平米 | 南 北 | 简装|低楼层(共12层)  2006年建板楼  -  |首都机场|510万|单价30000元/平米
顺义|首都机场|精装修一居室 二层  业主诚意出售|首都机场南路西里| | 1室1厅 | 54平米 | 东 西 | 精装|中楼层(共5层)  1980年建板楼  -  |首都机场|143万|单价26482元/平米
顺义|首都机场|一梯两户板楼，正规客厅，南北通透两居室，装修不错|南平东里| | 2室1厅 | 82.09平米 | 南 北 | 其他|高楼层(共6层)  1998年建板楼  -  |首都机场|250万|单价30455元/平米
顺义|首都机场|满五唯一大复式，南北通透，额外赠送20平面积。|蓝海苑| | 3室2厅 | 165.86平米 | 南 北 | 精装|低楼层(共12层)  2006年建板塔结合  -  |首都机场|485万|单价29242元/平米
顺义|首都机场|机场蓝天苑 业主急售 精装修 一层 大三居|蓝天苑| | 3室1厅 | 164.2平米 | 南 北 | 简装|低楼层(共11层)  2004年建板楼  -  |首都机场|460万|单价28015元/平米
顺义|首都机场|西平街一里两居室  南北通透   低楼层|西平街一里| | 2室1厅 | 59平米 | 南 北 | 简装|低楼层(共6层)  1992年建板楼  -  |首都机场|150万|单价25424元/平米
顺义|首都机场|四层  南北通透  满五年公房  随时可以看房|南平里| | 2室1厅 | 62.21平米 | 南 北 | 其他|中楼层(共6层)  1994年建板楼  -  |首都机场|185万|单价29738元/平米
顺义|首都机场|南平里小区、看房方便、满两年商品房|南平里| | 1室1厅 | 58.69平米 | 东 西 | 简装|高楼层(共6层)  1991年建板楼  -  |首都机场|150万|单价25559元/平米
顺义|首都机场|蓝海苑复式 上下两层 精装修 诚意出售|蓝海苑| | 3室1厅 | 124.8平米 | 南 | 精装|高楼层(共12层)  2006年建板塔结合  -  |首都机场|335万|单价26843元/平米
顺义|首都机场|南北通透 三层两居 可落户口 推荐婚房|西平街一里| | 2室1厅 | 71.11平米 | 南 北 | 精装|中楼层(共6层)  1992年建板楼  -  |首都机场|200万|单价28126元/平米
顺义|首都机场|南平里 2室1厅 185万|南平里| | 2室1厅 | 66.45平米 | 北 南 | 其他|中楼层(共6层)  1994年建板楼  -  |首都机场|185万|单价27841元/平米
顺义|首都机场|二层大三居  满五年公房  南北通透 双卧室向阳|南平里| | 3室2厅 | 84平米 | 南 北 | 其他|低楼层(共6层)  1994年建板楼  -  |首都机场|270万|单价32143元/平米
顺义|首都机场|朝阳产权 双卧室朝南 采光好 满五年公房 业主诚意出售|燕翔东里| | 2室1厅 | 55平米 | 南 | 其他|高楼层(共5层)  1981年建板楼  -  |首都机场|140万|单价25455元/平米
顺义|首都机场|澳景园 独栋别墅 中央别墅区 新国展|澳景园| | 4室4厅 | 485平米 | 东 南 北 | 其他|低楼层(共3层)    -  |首都机场|1300万|单价26805元/平米
顺义|首都机场|全明格局，明厨明卫两居室，楼层好，采光好|首都机场南路西里| | 2室1厅 | 65.74平米 | 南 | 其他|中楼层(共4层)  1981年建板楼  -  |首都机场|162万|单价24643元/平米
顺义|首都机场|东平里 四层 南北通透 自如装修 两居室|东平里| | 2室1厅 | 66.01平米 | 南 北 | 其他|中楼层(共6层)  1994年建板楼  -  |首都机场|185万|单价28027元/平米
顺义|首都机场|朝阳产权 两居室 低楼层 低价位|首都机场南路西里| | 2室1厅 | 50.1平米 | 南 | 精装|中楼层(共4层)  1970年建板楼  -  |首都机场|127万|单价25350元/平米
顺义|首都机场|本小区居民都不知道的户型，卫生间6平，带正规客厅。|南竺园| | 2室1厅 | 81.04平米 | 南 北 | 其他|中楼层(共6层)  1995年建板楼  -  |首都机场|195万|单价24063元/平米
顺义|首都机场|南路西里两居 南北通透 朝阳产权 配套设施齐全|首都机场南路西里| | 2室1厅 | 59.4平米 | 南 北 | 其他|高楼层(共5层)  1970年建板楼  -  |首都机场|150万|单价25253元/平米
顺义|首都机场|南平里三层全明两居 装修不错 楼层好 看房随时|南平里| | 2室1厅 | 59.6平米 | 南 | 其他|中楼层(共6层)  1980年建板楼  -  |首都机场|155万|单价26007元/平米
顺义|首都机场|3层精装修 免税房 全明格局 随时看房|首都机场南路西里| | 2室0厅 | 50.11平米 | 南 | 其他|中楼层(共4层)  1970年建板楼  -  |首都机场|135万|单价26941元/平米
顺义|首都机场|南平里 2室1厅 162万|南平里| | 2室1厅 | 64.94平米 | 南 北 | 其他|高楼层(共6层)  1980年建板楼  -  |首都机场|162万|单价24947元/平米
顺义|首都机场|北平里 2室1厅 165万|北平里| | 2室1厅 | 61.16平米 | 南 北 | 精装|高楼层(共6层)  1994年建板塔结合  -  |首都机场|165万|单价26979元/平米
顺义|首都机场|南竺园 2室1厅 170万|南竺园| | 2室1厅 | 74.35平米 | 南 北 | 其他|高楼层(共6层)  1995年建板楼  -  |首都机场|170万|单价22865元/平米
顺义|首都机场|南竺园 3室1厅 195万|南竺园| | 3室1厅 | 83.37平米 | 南 北 | 其他|高楼层(共6层)  1993年建板楼  -  |首都机场|195万|单价23390元/平米
顺义|首都机场|机场蓝天苑精装两居室南北通透诚心出售|蓝天苑| | 2室1厅 | 118.44平米 | 南 北 | 精装|高楼层(共13层)  2004年建板楼  -  |首都机场|360万|单价30396元/平米
顺义|首都机场|2层 楼龄新 诚意出售 周边配套齐全|南竺园| | 3室1厅 | 115.88平米 | 南 北 | 其他|低楼层(共6层)  1989年建板楼  -  |首都机场|273万|单价23559元/平米
顺义|首都机场|蓝天苑 满五年唯一 业主诚心出售 精装修|蓝天苑| | 3室2厅 | 164.4平米 | 南 北 | 精装|低楼层(共11层)  2004年建板塔结合  -  |首都机场|460万|单价27981元/平米
顺义|首都机场|机场东平里 正规带客厅 3居室 精装修 4层|东平里| | 3室1厅 | 80平米 | 南 北 | 精装|中楼层(共6层)  1994年建板楼  -  |首都机场|192万|单价24000元/平米
顺义|首都机场|豪华精装 南北通透 满五年 视野棒|蓝天苑| | 4室2厅 | 228.28平米 | 西 南 北 | 精装|低楼层(共11层)  2004年建板塔结合  -  |首都机场|520万|单价22780元/平米
顺义|首都机场|燕翔东里，南北通透，中间楼层，|燕翔东里| | 2室1厅 | 60平米 | 南 北 | 简装|中楼层(共5层)  1983年建板楼  -  |首都机场|150万|单价25000元/平米
顺义|首都机场|机场蓝海苑 正规两居室 电梯房 楼层好|蓝海苑| | 2室2厅 | 109.03平米 | 东南 北 | 其他|中楼层(共12层)  2006年建板楼  -  |首都机场|365万|单价33478元/平米
顺义|首都机场|蓝海苑 九层三居室 看房方便 业主诚售|蓝海苑| | 3室2厅 | 139.87平米 | 南 北 | 精装|高楼层(共12层)  2006年建板楼  -  |首都机场|438万|单价31315元/平米
顺义|首都机场|楼龄新，楼层好，南北通透，现浇建筑质量好|南竺园| | 3室1厅 | 76.74平米 | 南 北 | 简装|中楼层(共6层)  1999年建板楼  -  |首都机场|188万|单价24499元/平米
顺义|首都机场|蓝海苑 南北通透两室两卫 精装修|蓝海苑| | 2室2厅 | 107.65平米 | 南 北 | 精装|中楼层(共12层)  2006年建板楼  -  |首都机场|350万|单价32513元/平米
顺义|首都机场|京林大厦旁  一层双卧朝南两居室  |南平东里| | 2室1厅 | 82.56平米 | 南 北 | 简装|低楼层(共6层)  1998年建板楼  -  |首都机场|245万|单价29676元/平米
顺义|首都机场|南平里正规三居室，带客厅，户型方正，使用率高|南平里| | 3室1厅 | 89.48平米 | 南 北 | 其他|高楼层(共6层)  1992年建板楼  -  |首都机场|240万|单价26822元/平米
顺义|首都机场|两居带正规客厅 朝阳产权 简单装修|北平里| | 2室1厅 | 63平米 | 南 北 | 简装|高楼层(共6层)  1994年建板塔结合  -  |首都机场|170万|单价26985元/平米
顺义|首都机场|南平里 正规一居室 中间楼层 明厨明卫|南平里| | 1室1厅 | 41.47平米 | 南 | 其他|中楼层(共6层)  1991年建板楼  -  |首都机场|120万|单价28937元/平米
顺义|首都机场|机场奥竺苑 面积大 电梯房 户型好|奥竺苑| | 4室1厅 | 175平米 | 东 北 | 其他|低楼层(共12层)  1999年建板塔结合  -  |首都机场|400万|单价22858元/平米
顺义|首都机场|南路西里两居室，南北通透，二层简装，小区安静|首都机场南路西里| | 2室1厅 | 56.37平米 | 南 北 | 简装|中楼层(共5层)  1980年建板楼  -  |首都机场|146万|单价25901元/平米
顺义|首都机场|南平里；2居室；厨房卫生间有窗户；主卧室朝南|南平里| | 2室1厅 | 59.51平米 | 南 北 | 简装|高楼层(共6层)  1989年建板楼  -  |首都机场|152万|单价25542元/平米
顺义|首都机场|蓝海苑电梯三居室 满五年唯一  税费少|蓝海苑| | 3室2厅 | 121.54平米 | 南 北 | 简装|高楼层(共11层)  2006年建板楼  -  |首都机场|408万|单价33570元/平米
顺义|首都机场|首都机场南路西里 2室1厅 160万|首都机场南路西里| | 2室1厅 | 57平米 | 南 北 | 精装|高楼层(共5层)  1970年建板楼  -  |首都机场|160万|单价28071元/平米
顺义|首都机场|东平里 满五年唯一 南北通透三居室 楼龄新|东平里| | 3室1厅 | 80.34平米 | 南 北 | 简装|高楼层(共6层)  1994年建板楼  -  |首都机场|185万|单价23028元/平米
顺义|首都机场|蓝海苑 3室1厅 450万|蓝海苑| | 3室1厅 | 142.6平米 | 南 北 | 精装|低楼层(共11层)  2006年建板楼  -  |首都机场|450万|单价31557元/平米
顺义|首都机场|首都机场精装两居室 南北通透 诚售|机场南路东里| | 2室1厅 | 64平米 | 南 北 | 精装|高楼层(共5层)  1985年建板楼  -  |首都机场|150万|单价23438元/平米
顺义|首都机场|蓝海苑带露台两居室，南北通透、业主诚心卖。|蓝海苑| | 2室2厅 | 108.67平米 | 南 北 | 其他|低楼层(共12层)  2006年建板楼  -  |首都机场|320万|单价29447元/平米
顺义|首都机场|西平里南北三居室户型好、诚心卖。|西平里| | 3室2厅 | 109平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |首都机场|240万|单价22019元/平米
顺义|首都机场|南路东里 一居室 精装修 业主诚心出售|机场南路东里| | 1室0厅 | 36.78平米 | 南 | 其他|中楼层(共4层)  1971年建板楼  -  |首都机场|120万|单价32627元/平米
顺义|首都机场|热销一居室 顺义产权 可以落户 租金高 业主诚意出售|西平街一里| | 1室1厅 | 43.98平米 | 南 北 | 简装|高楼层(共6层)  1992年建板楼  -  |首都机场|120万|单价27286元/平米
顺义|首都机场|奥竺苑 6室2厅 480万|奥竺苑| | 6室2厅 | 348平米 | 南 北 | 简装|高楼层(共12层)  1999年建板塔结合  -  |首都机场|480万|单价13794元/平米
顺义|首都机场|南平东里中间楼层两居 带客厅 位置好|南平东里| | 2室1厅 | 82.56平米 | 南 北 | 其他|中楼层(共6层)  1998年建板楼  -  |首都机场|249万|单价30160元/平米
顺义|首都机场|朝阳产权 双卧朝南两居 满五年公房|燕翔东里| | 2室0厅 | 58.43平米 | 南 | 简装|高楼层(共5层)  1995年建板楼  -  |首都机场|150万|单价25672元/平米
顺义|首都机场|满五年唯一  楼层好  诚心出售 看房方便|南竺园| | 2室1厅 | 58.28平米 | 东 北 | 其他|中楼层(共6层)  1999年建板楼  -  |首都机场|155万|单价26596元/平米
顺义|首都机场|蓝天苑高层两居室，一直自住保持很好|蓝天苑| | 2室2厅 | 118.44平米 | 南 北 | 简装|高楼层(共13层)  2004年建板楼  -  |首都机场|340万|单价28707元/平米
顺义|首都机场|高楼层，采光好，南北通透居住舒适|南竺园| | 3室1厅 | 90.47平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |首都机场|205万|单价22660元/平米
顺义|首都机场|南北通透 全明格局  装修好 视野宽阔|首都机场南路西里| | 2室1厅 | 58平米 | 南 北 | 精装|高楼层(共5层)  1970年建板楼  -  |首都机场|155万|单价26725元/平米
顺义|首都机场|机场南路东里 2室1厅 150万|机场南路东里| | 2室1厅 | 72平米 | 南 北 | 简装|中楼层(共4层)  1974年建板楼  -  |首都机场|150万|单价20834元/平米
顺义|首都机场|燕翔西里；正规1居室；可贷款；户型方正|燕翔西里| | 1室1厅 | 44.03平米 | 南 | 其他|中楼层(共6层)  1989年建板楼  -  |首都机场|130万|单价29526元/平米
顺义|首都机场|朝阳产权一居室 中间楼层南向全明格局|南平里| | 1室1厅 | 41.47平米 | 南 | 简装|中楼层(共6层)  1987年建板楼  -  |首都机场|120万|单价28937元/平米
顺义|首都机场|西平街一里，南北通透，高采光，次顶层|西平街一里| | 3室1厅 | 75平米 | 南 北 | 简装|高楼层(共6层)  1992年建板楼  -  |首都机场|195万|单价26000元/平米
顺义|首都机场|北平里精装三居室，黄金四层，拎包入住|北平里| | 2室2厅 | 80.79平米 | 南 北 | 精装|中楼层(共6层)  1994年建板楼  -  |首都机场|252万|单价31192元/平米
顺义|首都机场|东平里 朝阳产权 楼层3层 中上装修 业主诚意出售|东平里| | 2室1厅 | 56.87平米 | 东 | 精装|中楼层(共6层)  1989年建板楼  -  |首都机场|153万|单价26904元/平米
顺义|首都机场|燕翔西里 1室1厅 145万|燕翔西里| | 1室1厅 | 43平米 | 南 | 其他|高楼层(共5层)  1996年建板楼  -  |首都机场|145万|单价33721元/平米
顺义|首都机场|南平里 ，明厨明卫两居室 楼层好 公房 税费少|南平里| | 2室1厅 | 55平米 | 西南 | 其他|中楼层(共6层)  1992年建板楼  -  |首都机场|150万|单价27273元/平米
顺义|首都机场|南平里 2室1厅 180万|南平里| | 2室1厅 | 64.8平米 | 南 北 | 精装|高楼层(共6层)  1994年建板楼  -  |首都机场|180万|单价27778元/平米
顺义|首都机场|小天竺一号院 2室1厅 220万|小天竺一号院| | 2室1厅 | 94平米 | 南 北 | 其他|高楼层(共6层)  2000年建板楼  -  |首都机场|220万|单价23405元/平米
顺义|首都机场|南竺园 3室2厅 262万|南竺园| | 3室2厅 | 132.14平米 | 南 北 | 其他|高楼层(共6层)  1995年建板楼  -  |首都机场|262万|单价19828元/平米
顺义|首都机场|南平里 2室1厅 180万|南平里| | 2室1厅 | 55平米 | 东南 | 其他|低楼层(共6层)  1991年建板楼  -  |首都机场|180万|单价32728元/平米
顺义|首都机场|机场南路东里 2室2厅 180万|机场南路东里| | 2室2厅 | 79平米 | 南 北 | 简装|高楼层(共6层)  1993年建板楼  -  |首都机场|180万|单价22785元/平米
顺义|首都机场|南平里 2室1厅 175万|南平里| | 2室1厅 | 56平米 | 南 | 其他|高楼层(共6层)  1987年建板楼  -  |首都机场|175万|单价31250元/平米
顺义|首都机场|南竺园 2室1厅 165万|南竺园| | 2室1厅 | 63.97平米 | 南 北 | 其他|高楼层(共6层)  1993年建板楼  -  |首都机场|165万|单价25794元/平米
